pair,comparison_id,average_distance,left_thumb,right_thumb,left_index,right_index,left_middle,right_middle,left_ring,right_ring,left_pinky,right_pinky,left_wrist,right_wrist,left_right_thumb,left_right_index,left_right_middle,left_right_ring,left_right_pinky,left_right_wrist,right_left_thumb,right_left_index,right_left_middle,right_left_ring,right_left_pinky,right_left_wrist,round,target,A_LH_referent,A_RH_referent,B_LH_referent,B_RH_referent,gesture_similarity_coding,A_begin_hmsm,A_begin_msec,A_end_hmsm,A_end_msec,A_duration_msec,A_round,A_trial,A_target,A_hands,B_begin_hmsm,B_begin_msec,B_end_hmsm,B_end_msec,B_duration_msec,B_round,B_trial,B_target,B_hands,pairnr,include,speaker_1,speaker_2,handedness,position,shape,movement,orientation,n_hand_A,n_hand_B,handedness_one_or_both,n_features_original,n_features,n_features_shape_movement,duration_diff,duration_diff_abs,A_begin_msec_adj,A_end_msec_adj,A_duration_msec_adj,B_begin_msec_adj,B_end_msec_adj,B_duration_msec_adj,min_duration_adj,hands_dtw
pair05,11,0.3614157331347929,0.23447254461218853,0.0928853188671644,0.47384291135526957,0.08446888853336679,0.5019615724642419,0.09305966288431504,0.4697026196425271,0.10122130983186116,0.4152173859209686,0.12808776639444489,0.8873386668427949,0.854730150268372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,,16A,H0P1S1M0R1,00:02:46.435,166435,00:02:47.595,167595,1160,R1,1.6,16,ppA_both,00:08:44.030,524030,00:08:44.230,524230,200,R2,2.3,16,ppB_right,5,1,A,B,0,1,1,0,1,2,1,0,3,3,1,960,960,166435.0,167595.0,1160.0,523965.0,524295.0,330.0,330.0,both
pair05,12,0.35913253375481413,0.16633799128430618,0.12799804047124091,0.398233944089011,0.13898598657410666,0.4446626005787421,0.17874401611889015,0.4138531205599196,0.2008324358084468,0.3658399951100086,0.21246650544061602,1.0579946249514183,0.6036411440710631,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,,16A,H0P1S0M0R0,00:02:50.417,170417,00:02:51.539,171539,1122,R1,1.6,16,ppA_both,00:08:44.030,524030,00:08:44.230,524230,200,R2,2.3,16,ppB_right,5,1,A,B,0,1,0,0,0,2,1,0,1,1,0,922,922,170417.0,171539.0,1122.0,523965.0,524295.0,330.0,330.0,both
pair05,13,0.23681757024807662,0.07767744191767803,0.031860091520315756,0.05265457471903384,0.103084916682007,0.056084745280304535,0.16117637968698104,0.06971261562843797,0.20306659678788658,0.06133595298295626,0.24188931636836078,0.3008602665973103,0.6798281204429086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,,16A+16C,,16A,H1P1S0M0R1,00:02:52.693,172693,00:02:52.933,172933,240,R1,1.6,16,ppA_right,00:08:44.030,524030,00:08:44.230,524230,200,R2,2.3,16,ppB_right,5,1,A,B,1,1,0,0,1,1,1,1,3,3,0,40,40,172648.0,172978.0,330.0,523965.0,524295.0,330.0,330.0,right
pair05,14,0.2739919733047333,0.07027649483823666,0.033756813283581266,0.05738620976679033,0.10231209802114542,0.0573483836339557,0.16437508576955887,0.05589994198164616,0.19197198023034032,0.04753888436872665,0.21975011596560168,0.2748230394417729,0.931785746558172,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,,16A,,16A,H1P0S0M0R1,00:02:54.881,174881,00:02:55.087,175087,206,R1,1.6,16,ppA_right,00:08:44.030,524030,00:08:44.230,524230,200,R2,2.3,16,ppB_right,5,1,A,B,1,0,0,0,1,1,1,1,2,2,0,6,6,174819.0,175149.0,330.0,523965.0,524295.0,330.0,330.0,right
pair05,15,0.34023882055003074,0.19020640999579452,0.13439540202761288,0.4020631028300586,0.09116859969961748,0.43897905449226404,0.10354718592916583,0.42387801738255737,0.11212144968992149,0.38305295313390847,0.14675961153248737,0.7995366044595396,0.8571574554274416,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,16C,,H0P0S1M0R0,00:02:46.435,166435,00:02:47.595,167595,1160,R1,1.6,16,ppA_both,00:08:44.426,524426,00:08:44.700,524700,274,R2,2.3,16,ppB_left,5,1,A,B,0,0,1,0,0,2,1,0,1,1,1,886,886,166435.0,167595.0,1160.0,524398.0,524728.0,330.0,330.0,both
pair05,16,0.3414212203422481,0.12113488320699133,0.14383600472127728,0.3302842205283154,0.16019838829361252,0.38740796928687865,0.20266414644287464,0.3748747207497303,0.2229666607699318,0.3384935050649603,0.23194215823304193,0.9653853852683236,0.6178666015410387,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,16C,,H0P0S0M0R0,00:02:50.417,170417,00:02:51.539,171539,1122,R1,1.6,16,ppA_both,00:08:44.426,524426,00:08:44.700,524700,274,R2,2.3,16,ppB_left,5,1,A,B,0,0,0,0,0,2,1,0,0,0,0,848,848,170417.0,171539.0,1122.0,524398.0,524728.0,330.0,330.0,both
pair05,17,0.14552101772066917,0.13890565786835715,0.04105689461303032,0.14180246534535063,0.11969439268325237,0.1306875959273236,0.1773779612937441,0.09953697165235123,0.21859218122645677,0.06466937537319098,0.25478773614455047,0.29752404015744144,0.692452310378423,0.35423128126301906,0.4954881513929098,0.5082384051801377,0.4827478703780166,0.42826455390312457,1.1292253519362547,0.16651572379136428,0.22247508610715352,0.22453821301131152,0.21268223047798815,0.21527865797781048,0.8367976470155645,R1-R2,16,,16A+16C,16C,,H0P0S0M9R0,00:02:52.693,172693,00:02:52.933,172933,240,R1,1.6,16,ppA_right,00:08:44.426,524426,00:08:44.700,524700,274,R2,2.3,16,ppB_left,5,1,A,B,0,0,0,0,0,1,1,1,0,1,0,-34,34,172648.0,172978.0,330.0,524398.0,524728.0,330.0,330.0,right_left
pair05,18,0.3243544627101418,0.13526511761056,0.3511333967815936,0.2503292411642183,0.5167566853515682,0.26452247842102283,0.5164896785337436,0.2662460941640467,0.48895629172434624,0.3012203975076526,0.43675859273415396,0.7285434473933503,0.8672757344291533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16C,,16C,,H1P0S0M1R0,00:02:56.611,176611,00:02:56.754,176754,143,R1,1.6,16,ppA_left,00:08:44.426,524426,00:08:44.700,524700,274,R2,2.3,16,ppB_left,5,1,A,B,1,0,0,1,0,1,1,1,2,2,1,-131,131,176517.5,176847.5,330.0,524398.0,524728.0,330.0,330.0,left
pair05,19,0.5705261667233154,0.367364601439676,0.2980144484942326,0.49928817951598414,0.4109915333502583,0.5426266107396825,0.43260095297885715,0.5007652912504652,0.4300177397463162,0.38547200904847767,0.4127926723603713,1.1276403083456064,1.064222964443732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,11,11C,,11C,,H1P0S0M0R0,00:09:45.272,585272,00:09:45.503,585503,231,R2,2.6,11,ppA_left,00:03:32.878,212878,00:03:33.038,213038,160,R1,1.7,11,ppB_left,5,1,B,A,1,0,0,0,0,1,1,1,1,1,0,71,71,585222.5,585552.5,330.0,212793.0,213123.0,330.0,330.0,left
pair05,20,0.5884066632006958,0.37968324143375787,0.30560965690477404,0.5349193295819448,0.44944163076559124,0.5452290923203144,0.46517851339531385,0.4925764010389172,0.4623099080446277,0.41220690342585325,0.42599377657188964,1.1658250114033877,1.0448748424782515,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,11,11C,,11C,,H1P0S0M0R0,00:09:46.267,586267,00:09:46.547,586547,280,R2,2.6,11,ppA_left,00:03:32.878,212878,00:03:33.038,213038,160,R1,1.7,11,ppB_left,5,1,B,A,1,0,0,0,0,1,1,1,1,1,0,120,120,586242.0,586572.0,330.0,212793.0,213123.0,330.0,330.0,left
pair05,21,0.5789745999656938,0.3878020390219131,0.3058995230424839,0.5201900773022348,0.4511737852949785,0.5135686267190904,0.46528418954566375,0.47783728540811,0.46322091332294646,0.40847902041689155,0.42587707031162525,1.1659705509259228,1.047185688775409,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,11,11C,,11C,,H1P0S0M0R0,00:09:46.869,586869,00:09:46.989,586989,120,R2,2.6,11,ppA_left,00:03:32.878,212878,00:03:33.038,213038,160,R1,1.7,11,ppB_left,5,1,B,A,1,0,0,0,0,1,1,1,1,1,0,-40,40,586764.0,587094.0,330.0,212793.0,213123.0,330.0,330.0,left
pair05,22,0.38850191147922236,0.1309435794566958,0.2860137730480026,0.23538184972906265,0.4037421987556293,0.26841689802510793,0.41354848477112627,0.2814602011923423,0.4020136728091521,0.2854424969041663,0.3832756175934343,1.1293664435679593,1.0574343470847292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,11,11D,,11D,,H1P0S0M0R0,00:09:49.155,589155,00:09:49.315,589315,160,R2,2.6,11,ppA_left,00:03:25.468,205468,00:03:25.782,205782,314,R1,1.7,11,ppB_left,5,1,B,A,1,0,0,0,0,1,1,1,1,1,0,-154,154,589070.0,589400.0,330.0,205460.0,205790.0,330.0,330.0,left
pair05,23,0.2224854582311558,0.16397431650615496,0.19784804254752664,0.14436009313179576,0.19164833884325463,0.185078247609198,0.2016792420348862,0.2058266323291081,0.18110484930410245,0.2248427049876959,0.1168931244132044,1.2256573835157683,0.44573915224396055,0.20142536390360197,0.2738966176290766,0.30539154775895827,0.3217444055505118,0.34262595211639785,0.702171171484871,0.16490274135616703,0.21156737656267496,0.185586462826352,0.1480897516849108,0.06730006315878441,0.769025774129058,R1-R2,11,11D,,,11D,H0P0S0M1R1,00:09:49.155,589155,00:09:49.315,589315,160,R2,2.6,11,ppA_left,00:03:27.427,207427,00:03:27.467,207467,40,R1,1.7,11,ppB_right,5,1,B,A,0,0,0,1,1,1,1,1,2,3,1,120,120,589070.0,589400.0,330.0,207282.0,207612.0,330.0,330.0,left_right
pair05,24,0.5677085374691871,0.3593802053034342,0.11909757693922843,0.4713168768006818,0.18205797269386825,0.5316108645006095,0.1375633342631612,0.5031348024032529,0.10028530512011216,0.3971994209912997,0.07025579318000622,1.1436090548158444,0.3242079921781908,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,11,11C,,11C,,H1P0S0M0R0,00:09:58.871,598871,00:09:58.991,598991,120,R2,2.6,11,ppA_left,00:03:32.878,212878,00:03:33.038,213038,160,R1,1.7,11,ppB_left,5,1,B,A,1,0,0,0,0,1,1,1,1,1,0,-40,40,598766.0,599096.0,330.0,212793.0,213123.0,330.0,330.0,left
pair05,25,0.5972485322121258,0.3484387167578296,0.12124253607979216,0.5455840561614602,0.17565943632376685,0.563074199430001,0.13366333763200916,0.52927443765473,0.10367859053667897,0.4229815152908209,0.07472945625725894,1.1741382679779129,0.3077036870275871,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,11,11C,,11C,,H1P0S0M0R0,00:09:59.505,599505,00:09:59.905,599905,400,R2,2.6,11,ppA_left,00:03:32.878,212878,00:03:33.038,213038,160,R1,1.7,11,ppB_left,5,1,B,A,1,0,0,0,0,1,1,1,1,1,0,240,240,599505.0,599905.0,400.0,212793.0,213123.0,330.0,330.0,left
pair05,26,0.5776283648671395,0.3501344573524106,0.15295471707991198,0.4968707713879191,0.19482727255155954,0.523235394779137,0.15171965277589183,0.49508284344407344,0.1140469888787615,0.38508847093884274,0.06916383598904262,1.2153582513004544,0.2795730281763681,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,11,11C,,11C,,H1P0S0M0R0,00:10:01.395,601395,00:10:03.235,603235,1840,R2,2.6,11,ppA_left,00:03:32.878,212878,00:03:33.038,213038,160,R1,1.7,11,ppB_left,5,1,B,A,1,0,0,0,0,1,1,1,1,1,0,1680,1680,601395.0,603235.0,1840.0,212793.0,213123.0,330.0,330.0,left
pair05,27,0.3155063832926877,0.2059826409877526,0.09181705606039506,0.3283475150965244,0.18663587421866445,0.31430422431250965,0.15731608693087756,0.28007650392959876,0.05011521893001869,0.2410066335612794,0.03403716179205764,0.5233207818684614,0.378309489344299,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,11,11A+11D,,11D,,H0P0S0M1R0,00:10:05.413,605413,00:10:05.573,605573,160,R2,2.6,11,ppA_left,00:03:25.468,205468,00:03:25.782,205782,314,R1,1.7,11,ppB_left,5,1,B,A,0,0,0,1,0,1,1,1,1,2,1,-154,154,605328.0,605658.0,330.0,205460.0,205790.0,330.0,330.0,left
pair05,28,0.23534026071514036,0.20615276834610405,0.09570198847138112,0.3060507254646746,0.059656970802427545,0.280943043773684,0.14804458729531994,0.24047302551025065,0.16357951356597905,0.19901683899962574,0.18943299971745156,0.4863239594894946,0.7556255044382829,0.24299605939385144,0.38579436077059226,0.33593592171299436,0.20800062046979156,0.1648478046412662,0.19232238143144803,0.2970310248595934,0.45732809414468206,0.3128792600863698,0.2994326129597449,0.32549994110706326,1.4551221648749335,R1-R2,11,11A+11D,,,11D,H1P0S1M1R1,00:10:05.413,605413,00:10:05.573,605573,160,R2,2.6,11,ppA_left,00:03:27.427,207427,00:03:27.467,207467,40,R1,1.7,11,ppB_right,5,1,B,A,1,0,1,1,1,1,1,1,4,4,2,120,120,605328.0,605658.0,330.0,207282.0,207612.0,330.0,330.0,left_right
pair07,29,0.2445681689445113,0.12144669127327538,0.22516136383719104,0.17642418911087293,0.2802548179674421,0.09193107649661045,0.12211293592332477,0.11161871080267918,0.09737482649717119,0.14247790441451752,0.08754601470918502,0.8235104415691124,0.22881203344460746,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1,14,14D,,14D,,H0P1S0M0R0,00:01:29.925,89925,00:01:30.796,90796,871,R1,1.4,14,ppA_left,00:01:27.323,87323,00:01:28.003,88003,680,R1,1.4,14,ppB_left,7,1,B,A,0,1,0,0,0,1,1,1,1,2,0,191,191,89925.0,90796.0,871.0,87323.0,88003.0,680.0,680.0,left
pair07,30,0.20464513992908495,0.12559222206479556,0.1862497981778617,0.14444511754104591,0.20649468498312457,0.07530522683862821,0.09419907799007685,0.09296689529879068,0.08645833866139269,0.12295492710031236,0.08985671903254745,0.666606450730937,0.2773621608014658,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1,14,14D,,14D,,H0P1S0M0R0,00:01:29.925,89925,00:01:30.796,90796,871,R1,1.4,14,ppA_left,00:01:30.489,90489,00:01:31.602,91602,1113,R1,1.4,14,ppB_left,7,1,A,B,0,1,0,0,0,1,1,1,1,2,0,-242,242,89925.0,90796.0,871.0,90489.0,91602.0,1113.0,871.0,left
pair07,31,0.22322856960392792,0.08933446621173868,0.232766658790062,0.17461155879943382,0.28387795435707913,0.07747996524609792,0.1268612256814707,0.09714288515763801,0.10273573679100641,0.12943384050357473,0.0929708483552354,0.7713687017050843,0.25916771552166573,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1,14,14D,,14D,,H1P1S0M0R0,00:01:31.324,91324,00:01:31.511,91511,187,R1,1.4,14,ppA_left,00:01:27.323,87323,00:01:28.003,88003,680,R1,1.4,14,ppB_left,7,1,B,A,1,1,0,0,0,1,1,1,2,2,0,-493,493,91252.5,91582.5,330.0,87323.0,88003.0,680.0,330.0,left
pair07,32,0.20733917886682326,0.09282228967108272,0.22103341793314624,0.16488856581895767,0.23507430381470507,0.06426571351421963,0.11812404984793196,0.0851625358599876,0.10839456524038162,0.12455544389561647,0.11276069996312377,0.7123405244410754,0.29634684889619783,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1,14,14D,,14D,,H1P1S0M0R0,00:01:31.324,91324,00:01:31.511,91511,187,R1,1.4,14,ppA_left,00:01:30.489,90489,00:01:31.602,91602,1113,R1,1.4,14,ppB_left,7,1,B,A,1,1,0,0,0,1,1,1,2,2,0,-926,926,91252.5,91582.5,330.0,90489.0,91602.0,1113.0,330.0,left
pair07,33,0.2676038530037606,0.12554424261738295,0.19774286553831955,0.19714827381226752,0.3218420916103628,0.13440198138446904,0.14736244593931033,0.14323759161206268,0.11165322538183518,0.1557377291087462,0.0866736357495167,0.8248286847064902,0.7650734685843643,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1,16,16A+16C,16A+16C,16A+16C,,H0P0S0M0R1,00:01:51.722,111722,00:01:54.443,114443,2721,R1,1.6,16,ppA_both,00:02:35.323,155323,00:02:35.483,155483,160,R1,1.6,16,ppB_left,7,1,A,B,0,0,0,0,1,2,1,0,1,1,0,2561,2561,111722.0,114443.0,2721.0,155238.0,155568.0,330.0,330.0,both
pair07,34,0.2734405040181784,0.13975682121495686,0.1832487881962513,0.11073915206364016,0.24345319717457897,0.1523804155475288,0.12912965601541282,0.15590227613161195,0.10142829244983305,0.1772630762290606,0.09232804495883999,0.9251425754268758,0.8705137528095502,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1,16,16A+16C,16A+16C,16A+16C,,H0P0S0M0R1,00:02:24.231,144231,00:02:24.549,144549,318,R1,1.6,16,ppA_both,00:02:35.323,155323,00:02:35.483,155483,160,R1,1.6,16,ppB_left,7,1,A,B,0,0,0,0,1,2,1,0,1,1,0,158,158,144225.0,144555.0,330.0,155238.0,155568.0,330.0,330.0,both
pair07,35,0.36352394989853376,0.20890394983389554,0.1795700137660736,0.22411009063669846,0.30742265966268756,0.3025510390834263,0.33938496265210927,0.32135118835307624,0.31123795958774136,0.3104273240271728,0.2492123213819931,0.8202890523905295,0.7878268374070015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1,16,16A+16C,16A+16C,16A+16C,,H0P0S0M0R0,00:02:25.280,145280,00:02:26.040,146040,760,R1,1.6,16,ppA_both,00:02:35.323,155323,00:02:35.483,155483,160,R1,1.6,16,ppB_left,7,1,A,B,0,0,0,0,0,2,1,0,0,0,0,600,600,145280.0,146040.0,760.0,155238.0,155568.0,330.0,330.0,both
pair07,36,0.24956793407135916,0.14300246336737088,0.24195961529941243,0.23273800643095127,0.2871165884743038,0.22284611977799695,0.1556789706661938,0.19365145402257772,0.12696494902469244,0.18778968726501039,0.10799798379551284,0.5173798735642475,0.7405556776709413,0.1310457844375238,0.19065915450752746,0.14096816635008802,0.09487637339677982,0.060040815448950846,0.7026966344220251,0.36717600619754054,0.34296903823124464,0.2388784469837891,0.214525777806786,0.19509021642941543,0.486905592133828,R1,16,,16A,16A+16C,,H0P0S0M0R0,00:01:49.177,109177,00:01:49.262,109262,85,R1,1.6,16,ppA_right,00:02:35.323,155323,00:02:35.483,155483,160,R1,1.6,16,ppB_left,7,1,A,B,0,0,0,0,0,1,1,1,0,1,0,-75,75,109054.5,109384.5,330.0,155238.0,155568.0,330.0,330.0,right_left
pair07,37,0.23941589699702084,0.10081406209442881,0.22945434774197415,0.08975768055207849,0.2788552297219534,0.13099426415148083,0.15126647953190067,0.15133373582127657,0.12509638557854585,0.18015146402386562,0.10732295580717124,0.7834441753389949,0.7751824759829451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1,16,16C,,16A+16C,,H1P1S0M0R0,00:01:49.883,109883,00:01:50.123,110123,240,R1,1.6,16,ppA_left,00:02:35.323,155323,00:02:35.483,155483,160,R1,1.6,16,ppB_left,7,1,A,B,1,1,0,0,0,1,1,1,2,2,0,80,80,109838.0,110168.0,330.0,155238.0,155568.0,330.0,330.0,left
