X_LEFT_WRIST,Y_LEFT_WRIST,Z_LEFT_WRIST,X_LEFT_THUMB_TIP,Y_LEFT_THUMB_TIP,Z_LEFT_THUMB_TIP,X_LEFT_INDEX_FINGER_TIP,Y_LEFT_INDEX_FINGER_TIP,Z_LEFT_INDEX_FINGER_TIP,X_LEFT_MIDDLE_FINGER_TIP,Y_LEFT_MIDDLE_FINGER_TIP,Z_LEFT_MIDDLE_FINGER_TIP,X_LEFT_RING_FINGER_TIP,Y_LEFT_RING_FINGER_TIP,Z_LEFT_RING_FINGER_TIP,X_LEFT_PINKY_FINGER_TIP,Y_LEFT_PINKY_FINGER_TIP,Z_LEFT_PINKY_FINGER_TIP,X_RIGHT_WRIST,Y_RIGHT_WRIST,Z_RIGHT_WRIST,X_RIGHT_THUMB_TIP,Y_RIGHT_THUMB_TIP,Z_RIGHT_THUMB_TIP,X_RIGHT_INDEX_FINGER_TIP,Y_RIGHT_INDEX_FINGER_TIP,Z_RIGHT_INDEX_FINGER_TIP,X_RIGHT_MIDDLE_FINGER_TIP,Y_RIGHT_MIDDLE_FINGER_TIP,Z_RIGHT_MIDDLE_FINGER_TIP,X_RIGHT_RING_FINGER_TIP,Y_RIGHT_RING_FINGER_TIP,Z_RIGHT_RING_FINGER_TIP,X_RIGHT_PINKY_FINGER_TIP,Y_RIGHT_PINKY_FINGER_TIP,Z_RIGHT_PINKY_FINGER_TIP
0.694175422,0.719226301,-4.55958578e-08,0.72710979,0.741773546,-0.0106627969,0.728179097,0.744969189,-0.00999550801,0.720267773,0.745673478,-0.00820601,0.713758409,0.750355601,-0.00605229614,0.708721459,0.75658077,-0.00534149911,0.578327835,0.598135054,9.29904758e-08,0.596679449,0.534950733,-0.0104246186,0.633538365,0.581514418,-0.00802890584,0.626507759,0.595126092,-0.00244177482,0.618387938,0.606756032,-0.0012852496,0.608427107,0.614880085,-0.000208727957
0.694730818,0.719625056,-4.82645355e-08,0.728286922,0.742760301,-0.0093690455,0.730061531,0.747487724,-0.00889533,0.721092939,0.745121539,-0.00780968135,0.714889526,0.749717891,-0.00570824696,0.710295439,0.75663203,-0.00470945658,0.582485259,0.572004855,9.23909482e-08,0.601727903,0.509359479,-0.00867179502,0.637892067,0.546386302,-0.00940945558,0.632989347,0.559939563,-0.00309735,0.628468275,0.573184252,-0.00115079666,0.619532466,0.581506133,0.000251226273
0.694817722,0.719639122,-4.57800304e-08,0.729365,0.742518246,-0.01018182,0.73052913,0.746254683,-0.0091358,0.722357333,0.745668,-0.00814437494,0.7156654,0.749593556,-0.00579925068,0.710597,0.756574452,-0.00474224333,0.586735487,0.533889472,6.86129127e-08,0.596800804,0.463839501,-0.0117088631,0.639940083,0.503077924,-0.0120300734,0.637006462,0.520527899,-0.00642583,0.633468568,0.533546329,-0.00509448769,0.618868172,0.545772254,-0.00372920372
0.694427252,0.719281137,-2.49588616e-08,0.730027139,0.739934742,-0.00993880071,0.732913613,0.750242174,-0.00828103628,0.723655224,0.747404099,-0.00765788881,0.717018306,0.752189577,-0.00550599955,0.711422086,0.756430566,-0.00466573657,0.588614881,0.509331763,8.51971151e-08,0.599808216,0.439679444,-0.00710591255,0.641983092,0.458219677,-0.00766262924,0.640859425,0.477244228,-0.00278987433,0.638212502,0.492520154,-0.00198424887,0.625854909,0.505588353,-9.6197633e-05
0.695070267,0.718090594,-4.34997958e-08,0.729933202,0.738568187,-0.00968715269,0.73293227,0.744949639,-0.00900643319,0.723017752,0.742291152,-0.00840247143,0.716696382,0.746514916,-0.00632766308,0.712596,0.754884362,-0.00548092928,0.589210451,0.47950545,9.09064326e-08,0.600071132,0.407503963,-0.00431082724,0.640685439,0.412825525,-0.00455189,0.643260598,0.434721947,-0.00175949093,0.642397404,0.450496078,-0.00258036284,0.632466614,0.466722608,-0.00103486364
0.694931924,0.718131483,-3.81352763e-08,0.730098665,0.736341953,-0.00960451085,0.733212709,0.745735168,-0.00879250374,0.724033654,0.742499113,-0.0082147494,0.717585444,0.746801317,-0.00614103628,0.712845445,0.75379914,-0.0052658245,0.590938032,0.445377767,4.25674571e-08,0.592322648,0.365375519,-0.00768988067,0.63803345,0.368106544,-0.00721610757,0.643306255,0.390214205,-0.00363959558,0.643979907,0.40449217,-0.0050990195,0.634302855,0.427257478,-0.00412216177
0.69529587,0.717023253,-3.11232959e-08,0.730404913,0.737219036,-0.00892924611,0.732865691,0.745698273,-0.00844702218,0.724293053,0.74449259,-0.00802941807,0.717953205,0.748329,-0.00612387573,0.712866843,0.754043102,-0.00521063572,0.592564881,0.415930957,4.36456133e-08,0.589424193,0.336709797,-0.00969579536,0.633849859,0.329203337,-0.0106679471,0.641870081,0.349466354,-0.00778090861,0.644502282,0.364873,-0.00854585785,0.63673228,0.389900953,-0.00704267388
0.695198357,0.715482,-4.42105694e-08,0.729462504,0.734941423,-0.0109757828,0.732367039,0.740875602,-0.0102964668,0.723345757,0.739332914,-0.00896602403,0.716979325,0.7439273,-0.00674050115,0.712348282,0.751810133,-0.00589961465,0.593089342,0.39754945,8.50346566e-08,0.587821245,0.313239396,-0.00648708129,0.628758252,0.298773617,-0.00566786109,0.637536883,0.317398846,-0.00313952402,0.641358376,0.332079768,-0.00541533483,0.63517642,0.357911736,-0.00414903229
0.693927944,0.715015113,-3.77848473e-08,0.729422212,0.73443836,-0.010441876,0.73264116,0.743725836,-0.00865872856,0.722589195,0.739188671,-0.00812405348,0.716109037,0.744381547,-0.00611955347,0.711560071,0.751666307,-0.00538617512,0.593754947,0.377796948,7.42461594e-08,0.586454809,0.292868793,-0.00807389151,0.623476326,0.275385708,-0.00863288064,0.632520497,0.291020066,-0.00687693525,0.638423383,0.305564374,-0.00819709618,0.633651912,0.33308503,-0.00628038
0.693993568,0.715096116,-4.77911364e-08,0.728879333,0.734291613,-0.0105472617,0.730648637,0.739706576,-0.00950730313,0.721580148,0.737886608,-0.0081468,0.71497941,0.742786705,-0.00595246954,0.710032761,0.750631273,-0.00476374151,0.595113277,0.36548093,5.83296504e-08,0.585527539,0.278636754,-0.00736888452,0.620136678,0.26161629,-0.00906014,0.629154205,0.274734914,-0.00645617722,0.635135,0.287886,-0.00568327075,0.633155107,0.312654197,-0.00253988942
