pair,comparison_id,average_distance,left_thumb,right_thumb,left_index,right_index,left_middle,right_middle,left_ring,right_ring,left_pinky,right_pinky,left_wrist,right_wrist,left_right_thumb,left_right_index,left_right_middle,left_right_ring,left_right_pinky,left_right_wrist,right_left_thumb,right_left_index,right_left_middle,right_left_ring,right_left_pinky,right_left_wrist,round,target,A_LH_referent,A_RH_referent,B_LH_referent,B_RH_referent,gesture_similarity_coding,A_begin_hmsm,A_begin_msec,A_end_hmsm,A_end_msec,A_duration_msec,A_round,A_trial,A_target,A_hands,B_begin_hmsm,B_begin_msec,B_end_hmsm,B_end_msec,B_duration_msec,B_round,B_trial,B_target,B_hands,pairnr,include,speaker_1,speaker_2,handedness,position,shape,movement,orientation,n_hand_A,n_hand_B,handedness_one_or_both,n_features_original,n_features,n_features_shape_movement,duration_diff,duration_diff_abs,A_begin_msec_adj,A_end_msec_adj,A_duration_msec_adj,B_begin_msec_adj,B_end_msec_adj,B_duration_msec_adj,min_duration_adj,hands_dtw
pair05,1,0.5314005966178021,0.356175539409451,0.19876366665326928,0.5402523381635882,0.3478680808924055,0.5846716670358225,0.3728856431874327,0.5497654756690128,0.38800966625134525,0.4905442062318393,0.38391549107485773,1.05543465647635,1.1085207283682512,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,16A+16C,16A+16C,H1P0S0M0R0,00:02:46.435,166435,00:02:47.595,167595,1160,R1,1.6,16,ppA_both,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,1,0,0,0,0,2,2,1,1,1,0,440,440,166435.0,167595.0,1160.0,520292.0,521012.0,720.0,720.0,both
pair05,2,0.534702205822341,0.30709343628890445,0.3622121260025827,0.46076801361259967,0.44704307494679024,0.5225906274348715,0.40545770311771884,0.48891392432632647,0.4077778999254898,0.43663326830952287,0.4020424255710253,1.1909705259546348,0.9849234443776247,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,16A+16C,16A+16C,H1P0S0M0R0,00:02:50.417,170417,00:02:51.539,171539,1122,R1,1.6,16,ppA_both,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,1,0,0,0,0,2,2,1,1,1,0,402,402,170417.0,171539.0,1122.0,520292.0,521012.0,720.0,720.0,both
pair05,3,0.26566698611776335,0.09589516604731839,0.2831200041309557,0.10537650184920754,0.3404878450901245,0.09988257042943641,0.27892027144007053,0.09052801758563912,0.2792993290151281,0.07326812998590916,0.2906062219792837,0.2257169454026749,1.0249028304574126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,,16A+16C,16A+16C,16A+16C,H0P0S9M0R1,00:02:52.693,172693,00:02:52.933,172933,240,R1,1.6,16,ppA_right,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,0,0,0,0,1,1,2,0,1,1,0,-480,480,172648.0,172978.0,330.0,520292.0,521012.0,720.0,330.0,both
pair05,4,0.2765340494290187,0.10337837862550091,0.24044149071229792,0.09667643628074907,0.3731753120466816,0.08400300672680742,0.24171589812748595,0.0650719056169569,0.24350178581632484,0.05039497656411227,0.2501252266953196,0.17511536421209847,1.39480881172389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,,16A,16A+16C,16A+16C,H0P0S1M0R1,00:02:54.881,174881,00:02:55.087,175087,206,R1,1.6,16,ppA_right,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,0,0,1,0,1,1,2,0,2,2,1,-514,514,174819.0,175149.0,330.0,520292.0,521012.0,720.0,330.0,both
pair05,5,0.3819631291647597,0.32975212519971586,0.2807818995297545,0.35816069055445693,0.3729152618029259,0.3660500113208182,0.29808772775474407,0.3471746413965929,0.2486016432771015,0.38058813397228425,0.203856588788202,0.9776528916310534,0.41993593474946733,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16C,,16A+16C,16A+16C,H0P0S0M0R0,00:02:56.611,176611,00:02:56.754,176754,143,R1,1.6,16,ppA_left,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,0,0,0,0,0,1,2,0,0,0,0,-577,577,176517.5,176847.5,330.0,520292.0,521012.0,720.0,330.0,both
pair05,6,0.4157347295144247,0.28465912846043867,0.052309262198421747,0.4179380176676564,0.19698798507549722,0.4399728820768352,0.27317405973227077,0.44725225219772774,0.2936994348958764,0.4167849739078121,0.28308404624151035,0.8938020201684036,0.9891526915506459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,16A+16C,16A+16C,H1P1S0M0R0,00:02:46.435,166435,00:02:47.595,167595,1160,R1,1.6,16,ppA_both,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,1,1,0,0,0,2,2,1,2,2,0,880,880,166435.0,167595.0,1160.0,522905.0,523235.0,330.0,330.0,both
pair05,7,0.41589144608935424,0.2113882183121248,0.2525254539389738,0.3410616448335948,0.2843487978557875,0.38122374183779784,0.3093713839812509,0.3910962379806764,0.3234462072068217,0.3691008004241996,0.3114697950681884,1.0582273374651006,0.7574377341677351,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,16A+16C,16A+16C,H1P1S0M0R0,00:02:50.417,170417,00:02:51.539,171539,1122,R1,1.6,16,ppA_both,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,1,1,0,0,0,2,2,1,2,2,0,842,842,170417.0,171539.0,1122.0,522905.0,523235.0,330.0,330.0,both
pair05,8,0.21679810999624022,0.12427837120550213,0.12961858575121776,0.12259500531926523,0.1877889427604897,0.1305936783723762,0.1932304668753492,0.0923442660543565,0.21219765839644492,0.055614101676862746,0.22697594324336529,0.28832211228082383,0.8380181880188292,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,,16A+16C,16A+16C,16A+16C,H0P1S1M0R1,00:02:52.693,172693,00:02:52.933,172933,240,R1,1.6,16,ppA_right,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,0,1,1,0,1,1,2,0,3,3,1,-40,40,172648.0,172978.0,330.0,522905.0,523235.0,330.0,330.0,both
pair05,9,0.2240814229353804,0.10960042080565953,0.09087717823037857,0.11720736486800805,0.2172758816590189,0.12874269732014648,0.16009606151830172,0.08433738962040598,0.17717825545091578,0.05184356946077127,0.18689902901953812,0.26971857738810423,1.095200649883316,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,,16A,16A+16C,16A+16C,H0P0S1M1R1,00:02:54.881,174881,00:02:55.087,175087,206,R1,1.6,16,ppA_right,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,0,0,1,1,1,1,2,0,3,3,2,-74,74,174819.0,175149.0,330.0,522905.0,523235.0,330.0,330.0,both
pair05,10,0.38697721391384376,0.22362332443055555,0.39139833521112627,0.2424344634112861,0.43876561033400313,0.2311473473531625,0.35956087867430375,0.25755992278283285,0.3176514140833043,0.3219967840874704,0.27362781031250205,0.8217044486675753,0.7642562276180029,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16C,,16A+16C,16A+16C,H0P1S0M1R0,00:02:56.611,176611,00:02:56.754,176754,143,R1,1.6,16,ppA_left,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,0,1,0,1,0,1,2,0,2,2,1,-137,137,176517.5,176847.5,330.0,522905.0,523235.0,330.0,330.0,both
