pair,comparison_id,average_distance,left,right,left_right,right_left,round,target,A_LH_referent,A_RH_referent,B_LH_referent,B_RH_referent,gesture_similarity_coding,A_begin_hmsm,A_begin_msec,A_end_hmsm,A_end_msec,A_duration_msec,A_round,A_trial,A_target,A_hands,B_begin_hmsm,B_begin_msec,B_end_hmsm,B_end_msec,B_duration_msec,B_round,B_trial,B_target,B_hands,pairnr,include,speaker_1,speaker_2,handedness,position,shape,movement,orientation,n_hand_A,n_hand_B,handedness_one_or_both,n_features_original,n_features,n_features_shape_movement,duration_diff,duration_diff_abs,A_begin_msec_adj,A_end_msec_adj,A_duration_msec_adj,B_begin_msec_adj,B_end_msec_adj,B_duration_msec_adj,min_duration_adj,hands_dtw
pair09,118,1.3294154672976939,1.163688784439332,1.495142150156056,1.47022833438149,1.267068674230846,R1-R2,9,09A,,09A,09A,H0P1S0M0R0,00:07:39.084,459084,00:07:39.324,459324,240,R2,2.2,9,ppA_left,00:00:21.721,21721,00:00:23.235,23235,1514,R1,1.1,9,ppB_both,9,1,B,A,0,1,0,0,0,1,2,0,1,1,0,-1274,1274,459039.0,459369.0,330.0,21721.0,23235.0,1514.0,330.0,both
pair09,119,1.3283620079298413,1.106235977651086,1.5504880382085966,1.5605199739842217,1.2213420953653142,R1-R2,9,09A,,09A,09A,H0P1S0M0R0,00:07:39.084,459084,00:07:39.324,459324,240,R2,2.2,9,ppA_left,00:00:26.353,26353,00:00:28.093,28093,1740,R1,1.1,9,ppB_both,9,1,B,A,0,1,0,0,0,1,2,0,1,1,0,-1500,1500,459039.0,459369.0,330.0,26353.0,28093.0,1740.0,330.0,both
pair09,120,1.0543855268174074,1.1928233459306061,0.9159477077042084,0.9914110665410917,1.3544299649469063,R1-R2,9,09A,,09A,09A,H0P0S1M1R1,00:07:39.084,459084,00:07:39.324,459324,240,R2,2.2,9,ppA_left,00:00:29.124,29124,00:00:29.310,29310,186,R1,1.1,9,ppB_both,9,1,B,A,0,0,1,1,1,1,2,0,3,3,2,54,54,459039.0,459369.0,330.0,29052.0,29382.0,330.0,330.0,both
pair09,121,0.860713217189897,0.9875070146271067,1.8692985672965088,1.5682185572132934,0.860713217189897,R1-R2,12,,12C,12C,,H0P0S0M1R1,00:07:02.689,422689,00:07:04.610,424610,1921,R1,1.16,12,ppA_right,00:09:32.601,572601,00:09:32.841,572841,240,R2,2.7,12,ppB_left,9,1,A,B,0,0,0,1,1,1,1,1,2,3,1,1681,1681,422689.0,424610.0,1921.0,572556.0,572886.0,330.0,330.0,right_left
pair11,122,1.2721267316701315,1.4005444363574695,1.2721267316701315,1.4226568351735926,1.324224644349496,R1,15,,15C,,15C,H1P1S1M0R0,00:02:22.797,142797,00:02:23.436,143436,639,R1,1.3,15,ppA_right,00:02:03.719,123719,00:02:04.118,124118,399,R1,1.3,15,ppB_right,11,1,B,A,1,1,1,0,0,1,1,1,3,3,1,240,240,142797.0,143436.0,639.0,123719.0,124118.0,399.0,399.0,right
pair11,123,1.3046084673459246,1.3779425290124818,1.2312744056793676,1.3173755146411057,1.2636678822603142,R1,15,,15C,main,15C,H1P1S1M0R1,00:02:22.797,142797,00:02:23.436,143436,639,R1,1.3,15,ppA_right,00:02:15.845,135845,00:02:16.245,136245,400,R1,1.3,15,ppB_both,11,0,B,A,1,1,1,0,1,1,2,0,4,3,1,239,239,142797.0,143436.0,639.0,135845.0,136245.0,400.0,400.0,both
pair11,124,0.8949223136892404,1.017708049980415,0.7721365773980657,1.1715588941914499,0.9142197843804638,R1,16,,16A,16C,16A,H0P1S0M0R0,00:03:04.833,184833,00:03:05.073,185073,240,R1,1.6,16,ppA_right,00:03:12.922,192922,00:03:12.961,192961,39,R1,1.6,16,ppB_both,11,1,A,B,0,1,0,0,0,1,2,0,1,1,0,201,201,184788.0,185118.0,330.0,192776.5,193106.5,330.0,330.0,both
pair11,125,0.8498415082856413,0.8311544368069117,0.8685285797643709,1.0279782825014183,1.0212517701619854,R1,16,,16A+16C,16C,16A,H0P1S0M1R0,00:03:09.186,189186,00:03:09.746,189746,560,R1,1.6,16,ppA_right,00:03:12.922,192922,00:03:12.961,192961,39,R1,1.6,16,ppB_both,11,1,A,B,0,1,0,1,0,1,2,0,2,2,1,521,521,189186.0,189746.0,560.0,192776.5,193106.5,330.0,330.0,both
pair11,126,0.7213735105254355,1.1658573748512133,0.7213735105254355,1.1207016589941188,1.0068385166807752,R1,11,,11B,,11B,H1P0S1M1R0,00:03:46.870,226870,00:03:47.070,227070,200,R1,1.7,11,ppA_right,00:03:48.737,228737,00:03:48.778,228778,41,R1,1.7,11,ppB_right,11,1,A,B,1,0,1,1,0,1,1,1,3,3,2,159,159,226805.0,227135.0,330.0,228592.5,228922.5,330.0,330.0,right
pair11,127,0.8582421065836284,0.9863641838669253,1.340566704816931,0.3610783841334255,0.8582421065836284,R1,10,,10D,10D,,H0P0S1M1R1,00:05:08.828,308828,00:05:09.066,309066,238,R1,1.1,10,ppA_right,00:05:08.225,308225,00:05:08.507,308507,282,R1,1.1,10,ppB_left,11,1,B,A,0,0,1,1,1,1,1,1,3,4,2,-44,44,308782.0,309112.0,330.0,308201.0,308531.0,330.0,330.0,right_left
pair11,128,0.7660220113369572,0.9636352329684512,0.7660220113369572,0.4296497490763013,1.0927213795732098,R1-R2,10,,10A+10E,,10A+10E,H1P1S0M0R0,00:04:54.558,294558,00:04:57.466,297466,2908,R1,1.1,10,ppA_right,00:09:23.325,563325,00:09:23.646,563646,321,R2,2.5,10,ppB_right,11,1,A,B,1,1,0,0,0,1,1,1,2,2,0,2587,2587,294558.0,297466.0,2908.0,563320.5,563650.5,330.0,330.0,right
pair13,129,0.6025369612589521,0.6025369612589521,0.9448573159503545,0.8836097313977975,1.1913120441136695,R1,13,13A,,,13A,H0P0S1M0R1,00:02:47.807,167807,00:02:48.311,168311,504,R1,1.5,13,ppA_left,00:02:44.694,164694,00:02:46.507,166507,1813,R1,1.5,13,ppB_right,13,1,B,A,0,0,1,0,1,1,1,1,2,3,1,-1309,1309,167807.0,168311.0,504.0,164694.0,166507.0,1813.0,504.0,left_right
pair13,130,0.9267071722808706,0.9072574143637657,0.9461569301979755,0.9882083230020097,1.0983523536717148,R1,16,16B,16B,16B,,H0P1S1M0R0,00:03:04.645,184645,00:03:05.645,185645,1000,R1,1.6,16,ppA_both,00:03:55.711,235711,00:03:56.846,236846,1135,R1,1.6,16,ppB_left,13,1,A,B,0,1,1,0,0,2,1,0,2,2,1,-135,135,184645.0,185645.0,1000.0,235711.0,236846.0,1135.0,1000.0,both
pair13,131,0.8071994257832174,0.8071994257832174,1.043769839829808,1.1139627117172457,1.2094834054339034,R1,16,,16B,16B,,H0P0S1M0R1,00:03:32.525,212525,00:03:32.839,212839,314,R1,1.6,16,ppA_right,00:03:55.711,235711,00:03:56.846,236846,1135,R1,1.6,16,ppB_left,13,1,A,B,0,0,1,0,1,1,1,1,2,3,1,-821,821,212517.0,212847.0,330.0,235711.0,236846.0,1135.0,330.0,right_left
pair13,132,0.7712982788435514,0.912721581413746,0.6298749762733569,0.6919580163543663,0.819407286749017,R1,11,11C,11C,11C,11C,H0P1S1M0R0,00:06:38.038,398038,00:06:38.079,398079,41,R1,1.7,11,ppA_both,00:04:27.005,267005,00:04:27.755,267755,750,R1,1.7,11,ppB_both,13,1,B,A,0,1,1,0,0,2,2,1,2,3,1,-709,709,397893.5,398223.5,330.0,267005.0,267755.0,750.0,330.0,both
pair13,133,0.7285929733415218,0.8301574736422908,0.6270284730407529,0.7098783197049982,0.7415042414206,R1,11,11C,11C,11C,11C,H0P1S1M0R0,00:06:38.038,398038,00:06:38.079,398079,41,R1,1.7,11,ppA_both,00:04:28.250,268250,00:04:28.610,268610,360,R1,1.7,11,ppB_both,13,1,B,A,0,1,1,0,0,2,2,1,2,3,1,-319,319,397893.5,398223.5,330.0,268250.0,268610.0,360.0,330.0,both
pair13,134,1.2839708214971117,1.0048041107233616,1.5631375322708616,0.7682627343746874,1.5762210443184443,R1,11,11C,11C,11C,,H0P1S0M0R0,00:06:38.038,398038,00:06:38.079,398079,41,R1,1.7,11,ppA_both,00:04:33.861,273861,00:04:34.208,274208,347,R1,1.7,11,ppB_left,13,1,B,A,0,1,0,0,0,2,1,0,1,1,0,-306,306,397893.5,398223.5,330.0,273861.0,274208.0,347.0,330.0,both
pair13,135,0.6926259798037557,0.7935373694650834,0.5917145901424281,0.5924627421988297,0.7928756751691507,R1,11,11C,11C,11C,11C,H1P1S1M1R1,00:06:38.038,398038,00:06:38.079,398079,41,R1,1.7,11,ppA_both,00:05:50.350,350350,00:05:50.391,350391,41,R1,1.7,11,ppB_both,13,1,B,A,1,1,1,1,1,2,2,1,5,5,2,0,0,397893.5,398223.5,330.0,350205.5,350535.5,330.0,330.0,both
pair13,136,0.5694830010183372,0.6537958619087143,0.48517014012795995,0.4896688116508325,0.6434130052292594,R1,11,11C,11C,11C,11C,H1P1S1M0R1,00:06:38.038,398038,00:06:38.079,398079,41,R1,1.7,11,ppA_both,00:05:51.578,351578,00:05:52.018,352018,440,R1,1.7,11,ppB_both,13,1,B,A,1,1,1,0,1,2,2,1,4,4,1,-399,399,397893.5,398223.5,330.0,351578.0,352018.0,440.0,330.0,both
pair13,137,0.7444879586065836,0.6139215946111223,0.8750543226020449,0.38186281826963914,1.0943678078487618,R1,11,11C,11C,11C,11C,H1P1S0M0R1,00:06:38.038,398038,00:06:38.079,398079,41,R1,1.7,11,ppA_both,00:06:07.153,367153,00:06:07.472,367472,319,R1,1.7,11,ppB_both,13,1,B,A,1,1,0,0,1,2,2,1,3,3,0,-278,278,397893.5,398223.5,330.0,367147.5,367477.5,330.0,330.0,both
pair13,138,0.9059196022386092,0.9154558480890023,0.8963833563882162,0.6840885777894313,1.0573772649246433,R1,11,11C,11C,11C,11C,H1P1S0M0R0,00:06:38.038,398038,00:06:38.079,398079,41,R1,1.7,11,ppA_both,00:06:09.348,369348,00:06:10.194,370194,846,R1,1.7,11,ppB_both,13,1,B,A,1,1,0,0,0,2,2,1,2,2,0,-805,805,397893.5,398223.5,330.0,369348.0,370194.0,846.0,330.0,both
pair13,139,0.992697539085663,1.1340141933017536,0.8513808848695725,0.9033375016914463,1.0466366611994113,R1,11,,11C,11C,11C,H0P0S1M0R0,00:06:39.362,399362,00:06:39.904,399904,542,R1,1.7,11,ppA_right,00:04:27.005,267005,00:04:27.755,267755,750,R1,1.7,11,ppB_both,13,1,B,A,0,0,1,0,0,1,2,0,1,1,1,-208,208,399362.0,399904.0,542.0,267005.0,267755.0,750.0,542.0,both
pair13,140,0.9763620408343969,1.0842358042300257,0.8684882774387681,0.9526205909397002,1.0048415821404904,R1,11,,11C,11C,11C,H0P0S1M0R0,00:06:39.362,399362,00:06:39.904,399904,542,R1,1.7,11,ppA_right,00:04:28.250,268250,00:04:28.610,268610,360,R1,1.7,11,ppB_both,13,1,B,A,0,0,1,0,0,1,2,0,1,1,1,182,182,399362.0,399904.0,542.0,268250.0,268610.0,360.0,360.0,both
pair13,141,1.0622295799261572,1.0622295799261572,1.3567462392042666,0.8525686369328672,1.2109659683566103,R1,11,,11C,11C,,H0P1S0M0R0,00:06:39.362,399362,00:06:39.904,399904,542,R1,1.7,11,ppA_right,00:04:33.861,273861,00:04:34.208,274208,347,R1,1.7,11,ppB_left,13,1,B,A,0,1,0,0,0,1,1,1,1,2,0,195,195,399362.0,399904.0,542.0,273861.0,274208.0,347.0,347.0,right_left
pair13,142,0.9387482450549913,1.0574348508206322,0.8200616392893506,0.819095432527545,1.0585028059680481,R1,11,,11C,11C,11C,H0P0S0M1R0,00:06:39.362,399362,00:06:39.904,399904,542,R1,1.7,11,ppA_right,00:05:50.350,350350,00:05:50.391,350391,41,R1,1.7,11,ppB_both,13,1,B,A,0,0,0,1,0,1,2,0,1,1,1,501,501,399362.0,399904.0,542.0,350205.5,350535.5,330.0,330.0,both
pair13,143,0.8372197085112463,0.9432330094214448,0.7312064076010478,0.7380895340684919,0.9395622370491403,R1,11,,11C,11C,11C,H0P1S1M0R0,00:06:39.362,399362,00:06:39.904,399904,542,R1,1.7,11,ppA_right,00:05:51.578,351578,00:05:52.018,352018,440,R1,1.7,11,ppB_both,13,1,B,A,0,1,1,0,0,1,2,0,2,2,1,102,102,399362.0,399904.0,542.0,351578.0,352018.0,440.0,440.0,both
pair13,144,0.973315962391462,0.8533658504691362,1.0932660743137879,0.5738231203308671,1.270789032617726,R1,11,,11C,11C,11C,H0P1S0M0R0,00:06:39.362,399362,00:06:39.904,399904,542,R1,1.7,11,ppA_right,00:06:07.153,367153,00:06:07.472,367472,319,R1,1.7,11,ppB_both,13,1,B,A,0,1,0,0,0,1,2,0,1,1,0,223,223,399362.0,399904.0,542.0,367147.5,367477.5,330.0,330.0,both
pair13,145,0.9860699317188895,0.9361019849666796,1.0360378784710993,0.7770290809276931,1.0775304887904582,R1,11,,11C,11C,11C,H0P1S0M0R0,00:06:39.362,399362,00:06:39.904,399904,542,R1,1.7,11,ppA_right,00:06:09.348,369348,00:06:10.194,370194,846,R1,1.7,11,ppB_both,13,1,B,A,0,1,0,0,0,1,2,0,1,1,0,-304,304,399362.0,399904.0,542.0,369348.0,370194.0,846.0,542.0,both
pair13,146,0.8073752649446398,0.9669747195000353,0.8073752649446398,0.9972117482046176,1.1043510021782503,R1,11,,11B,,11B,H1P1S0M0R0,00:06:41.750,401750,00:06:42.236,402236,486,R1,1.7,11,ppA_right,00:04:23.120,263120,00:04:23.573,263573,453,R1,1.7,11,ppB_right,13,1,B,A,1,1,0,0,0,1,1,1,2,2,0,33,33,401750.0,402236.0,486.0,263120.0,263573.0,453.0,453.0,right
pair13,147,0.7438655372581928,1.0278791843626545,0.7438655372581928,1.0893148547535139,1.112632810173265,R1,11,,11B,,11B,H1P1S0M0R1,00:06:41.750,401750,00:06:42.236,402236,486,R1,1.7,11,ppA_right,00:05:10.145,310145,00:05:10.986,310986,841,R1,1.7,11,ppB_right,13,1,B,A,1,1,0,0,1,1,1,1,3,3,0,-355,355,401750.0,402236.0,486.0,310145.0,310986.0,841.0,486.0,right
pair13,148,0.943387250428556,0.8848328500289746,1.0019416508281374,0.8026313346604272,1.1290722529897201,R1,11,,11D,11D,11D,H0P1S0M0R0,00:06:45.007,405007,00:06:45.208,405208,201,R1,1.7,11,ppA_right,00:04:08.253,248253,00:04:09.213,249213,960,R1,1.7,11,ppB_both,13,1,B,A,0,1,0,0,0,1,2,0,1,1,0,-759,759,404942.5,405272.5,330.0,248253.0,249213.0,960.0,330.0,both
pair13,149,0.7867814137275136,0.7867814137275136,1.2998250001469642,0.7883912375368357,1.2437969989462092,R1,11,,11D,11D,,H0P0S1M0R0,00:06:45.007,405007,00:06:45.208,405208,201,R1,1.7,11,ppA_right,00:04:20.973,260973,00:04:21.133,261133,160,R1,1.7,11,ppB_left,13,1,B,A,0,0,1,0,0,1,1,1,1,2,1,41,41,404942.5,405272.5,330.0,260888.0,261218.0,330.0,330.0,right_left
pair13,150,0.9642159883515211,0.8538282232437827,1.0746037534592594,0.86338843656055,1.1629849910940169,R1,11,,11D,11D,11D,H0P1S0M0R0,00:06:45.007,405007,00:06:45.208,405208,201,R1,1.7,11,ppA_right,00:04:52.502,292502,00:04:53.662,293662,1160,R1,1.7,11,ppB_both,13,1,B,A,0,1,0,0,0,1,2,0,1,1,0,-959,959,404942.5,405272.5,330.0,292502.0,293662.0,1160.0,330.0,both
pair13,151,1.0695837872019585,1.126886532164636,1.0122810422392812,1.2415135373329302,1.082870960463512,R1,11,,11D,11D,11D,H0P1S0M0R0,00:06:45.007,405007,00:06:45.208,405208,201,R1,1.7,11,ppA_right,00:05:23.206,323206,00:05:23.566,323566,360,R1,1.7,11,ppB_both,13,1,B,A,0,1,0,0,0,1,2,0,1,1,0,-159,159,404942.5,405272.5,330.0,323206.0,323566.0,360.0,330.0,both
pair13,152,0.9361659359157402,0.9028155502548963,0.9695163215765839,0.9397685385624299,1.0913100142262289,R1,11,,11D,11D,11D,H0P1S0M0R0,00:06:45.007,405007,00:06:45.208,405208,201,R1,1.7,11,ppA_right,00:05:25.099,325099,00:05:25.475,325475,376,R1,1.7,11,ppB_both,13,1,B,A,0,1,0,0,0,1,2,0,1,1,0,-175,175,404942.5,405272.5,330.0,325099.0,325475.0,376.0,330.0,both
pair13,153,0.9966547568322864,0.8345609365348285,0.9966547568322864,0.7426503594702394,1.0527729191216924,R1,11,,11D,,11D,H1P1S0M0R0,00:06:45.007,405007,00:06:45.208,405208,201,R1,1.7,11,ppA_right,00:05:26.006,326006,00:05:26.550,326550,544,R1,1.7,11,ppB_right,13,1,B,A,1,1,0,0,0,1,1,1,2,2,0,-343,343,404942.5,405272.5,330.0,326006.0,326550.0,544.0,330.0,right
pair13,154,0.964393170138831,0.964393170138831,1.2116990715382516,1.0502016381321124,1.2352026886189282,R1,11,,11A,11A,,H0P0S0M0R0,00:06:45.987,405987,00:06:46.333,406333,346,R1,1.7,11,ppA_right,00:04:19.757,259757,00:04:19.917,259917,160,R1,1.7,11,ppB_left,13,1,B,A,0,0,0,0,0,1,1,1,0,1,0,186,186,405987.0,406333.0,346.0,259672.0,260002.0,330.0,330.0,right_left
pair13,155,0.911766853947959,0.911766853947959,1.1803797183075975,0.9386982637930764,1.223129336467076,R1,11,,11A,11A,,H0P0S0M1R0,00:06:48.328,408328,00:06:48.688,408688,360,R1,1.7,11,ppA_right,00:04:19.757,259757,00:04:19.917,259917,160,R1,1.7,11,ppB_left,13,1,B,A,0,0,0,1,0,1,1,1,1,2,1,200,200,408328.0,408688.0,360.0,259672.0,260002.0,330.0,330.0,right_left
pair13,156,0.8450998961315115,0.83132927352764,0.8450998961315115,1.0572343959329482,1.0665263632293982,R1,11,,11B,,11B,H1P1S0M0R0,00:06:55.142,415142,00:06:55.741,415741,599,R1,1.7,11,ppA_right,00:04:23.120,263120,00:04:23.573,263573,453,R1,1.7,11,ppB_right,13,1,B,A,1,1,0,0,0,1,1,1,2,2,0,146,146,415142.0,415741.0,599.0,263120.0,263573.0,453.0,453.0,right
pair13,157,0.799204989401974,1.0081987315502112,0.799204989401974,1.1172402677427236,1.058601684483688,R1,11,,11B,,11B,H1P1S0M0R1,00:06:55.142,415142,00:06:55.741,415741,599,R1,1.7,11,ppA_right,00:05:10.145,310145,00:05:10.986,310986,841,R1,1.7,11,ppB_right,13,1,B,A,1,1,0,0,1,1,1,1,3,3,0,-242,242,415142.0,415741.0,599.0,310145.0,310986.0,841.0,599.0,right
pair13,158,1.0189771094346534,1.0784021518798101,0.9595520669894966,1.0579771864095422,0.9770615652720767,R1,11,11C,11C,11C,11C,H1P1S1M0R0,00:06:56.548,416548,00:06:56.749,416749,201,R1,1.7,11,ppA_both,00:04:27.005,267005,00:04:27.755,267755,750,R1,1.7,11,ppB_both,13,1,B,A,1,1,1,0,0,2,2,1,3,3,1,-549,549,416483.5,416813.5,330.0,267005.0,267755.0,750.0,330.0,both
pair13,159,0.9400071253485229,0.9876159259075994,0.8923983247894466,0.9780010482331314,0.9001963824882171,R1,11,11C,11C,11C,11C,H1P1S1M1R0,00:06:56.548,416548,00:06:56.749,416749,201,R1,1.7,11,ppA_both,00:04:28.250,268250,00:04:28.610,268610,360,R1,1.7,11,ppB_both,13,1,B,A,1,1,1,1,0,2,2,1,4,4,2,-159,159,416483.5,416813.5,330.0,268250.0,268610.0,360.0,330.0,both
pair13,160,1.2582994814752402,1.1069579441173132,1.409641018833167,1.0918198421771073,1.5163431617738545,R1,11,11C,11C,11C,,H0P1S0M0R1,00:06:56.548,416548,00:06:56.749,416749,201,R1,1.7,11,ppA_both,00:04:33.861,273861,00:04:34.208,274208,347,R1,1.7,11,ppB_left,13,1,B,A,0,1,0,0,1,2,1,0,2,2,0,-146,146,416483.5,416813.5,330.0,273861.0,274208.0,347.0,330.0,both
pair13,161,0.9620290126218062,0.9719679491731992,0.9520900760704132,0.9523076146487638,0.971436116677969,R1,11,11C,11C,11C,11C,H1P1S1M0R1,00:06:56.548,416548,00:06:56.749,416749,201,R1,1.7,11,ppA_both,00:05:50.350,350350,00:05:50.391,350391,41,R1,1.7,11,ppB_both,13,1,B,A,1,1,1,0,1,2,2,1,4,4,1,160,160,416483.5,416813.5,330.0,350205.5,350535.5,330.0,330.0,both
pair13,162,0.8231206499664513,0.8364757998411787,0.8097655000917239,0.8155959159706325,0.8288765318884098,R1,11,11C,11C,11C,11C,H1P1S9M1R1,00:06:56.548,416548,00:06:56.749,416749,201,R1,1.7,11,ppA_both,00:05:51.578,351578,00:05:52.018,352018,440,R1,1.7,11,ppB_both,13,1,B,A,1,1,0,1,1,2,2,1,4,4,1,-239,239,416483.5,416813.5,330.0,351578.0,352018.0,440.0,330.0,both
pair13,163,0.9900349781258683,0.755748892236324,1.2243210640154125,0.7360371270654509,1.2448480474446972,R1,11,11C,11C,11C,11C,H1P1S0M0R0,00:06:56.548,416548,00:06:56.749,416749,201,R1,1.7,11,ppA_both,00:06:07.153,367153,00:06:07.472,367472,319,R1,1.7,11,ppB_both,13,1,B,A,1,1,0,0,0,2,2,1,2,2,0,-118,118,416483.5,416813.5,330.0,367147.5,367477.5,330.0,330.0,both
pair13,164,1.06526353987257,1.005264425785007,1.1252626539601334,0.9765385308223887,1.1453254983358037,R1,11,11C,11C,11C,11C,H1P1S0M0R0,00:06:56.548,416548,00:06:56.749,416749,201,R1,1.7,11,ppA_both,00:06:09.348,369348,00:06:10.194,370194,846,R1,1.7,11,ppB_both,13,1,B,A,1,1,0,0,0,2,2,1,2,2,0,-645,645,416483.5,416813.5,330.0,369348.0,370194.0,846.0,330.0,both
pair13,165,1.1053574780671407,1.1438224176661365,1.0668925384681451,0.9201963160611923,1.3356958373073162,R1,11,11D,,11D,11D,H0P1S0M0R0,00:06:59.170,419170,00:06:59.890,419890,720,R1,1.7,11,ppA_left,00:04:08.253,248253,00:04:09.213,249213,960,R1,1.7,11,ppB_both,13,1,B,A,0,1,0,0,0,1,2,0,1,1,0,-240,240,419170.0,419890.0,720.0,248253.0,249213.0,960.0,720.0,both
pair13,166,1.0038189272302964,1.0038189272302964,0.9476182210286266,0.8526623290157239,1.5734163810460937,R1,11,11D,,11D,,H1P1S0M0R0,00:06:59.170,419170,00:06:59.890,419890,720,R1,1.7,11,ppA_left,00:04:20.973,260973,00:04:21.133,261133,160,R1,1.7,11,ppB_left,13,1,B,A,1,1,0,0,0,1,1,1,2,2,0,560,560,419170.0,419890.0,720.0,260888.0,261218.0,330.0,330.0,left
pair13,167,1.029902713246816,0.9159559650133982,1.1438494614802337,0.9901237564442796,1.2006626397289162,R1,11,11D,,11D,11D,H0P1S0M0R0,00:06:59.170,419170,00:06:59.890,419890,720,R1,1.7,11,ppA_left,00:04:52.502,292502,00:04:53.662,293662,1160,R1,1.7,11,ppB_both,13,1,B,A,0,1,0,0,0,1,2,0,1,1,0,-440,440,419170.0,419890.0,720.0,292502.0,293662.0,1160.0,720.0,both
pair13,168,1.073554932890834,1.2350183346675907,0.9120915311140775,1.1227121649634084,1.3088885988189902,R1,11,11D,,11D,11D,H0P1S0M0R1,00:06:59.170,419170,00:06:59.890,419890,720,R1,1.7,11,ppA_left,00:05:23.206,323206,00:05:23.566,323566,360,R1,1.7,11,ppB_both,13,1,B,A,0,1,0,0,1,1,2,0,2,2,0,360,360,419170.0,419890.0,720.0,323206.0,323566.0,360.0,360.0,both
pair13,169,1.056438233110287,1.061020812263845,1.0518556539567294,1.0688085029771226,1.2889900157673184,R1,11,11D,,11D,11D,H0P1S0M0R0,00:06:59.170,419170,00:06:59.890,419890,720,R1,1.7,11,ppA_left,00:05:25.099,325099,00:05:25.475,325475,376,R1,1.7,11,ppB_both,13,1,B,A,0,1,0,0,0,1,2,0,1,1,0,344,344,419170.0,419890.0,720.0,325099.0,325475.0,376.0,376.0,both
pair13,170,0.8543626477771,1.1414190673047966,1.0334811345227135,0.8543626477771,1.1085647005931456,R1,11,11D,,,11D,H0P0S0M0R0,00:06:59.170,419170,00:06:59.890,419890,720,R1,1.7,11,ppA_left,00:05:26.006,326006,00:05:26.550,326550,544,R1,1.7,11,ppB_right,13,1,B,A,0,0,0,0,0,1,1,1,0,1,0,176,176,419170.0,419890.0,720.0,326006.0,326550.0,544.0,544.0,left_right
pair13,171,1.0722497723841402,1.140890088368453,1.0036094563998275,0.8609302662492164,1.3363057888038097,R1,11,11D,,11D,11D,H0P1S0M0R0,00:07:00.776,420776,00:07:00.940,420940,164,R1,1.7,11,ppA_left,00:04:08.253,248253,00:04:09.213,249213,960,R1,1.7,11,ppB_both,13,1,B,A,0,1,0,0,0,1,2,0,1,1,0,-796,796,420693.0,421023.0,330.0,248253.0,249213.0,960.0,330.0,both
pair13,172,0.9988691999002146,0.9988691999002146,0.9679251386592311,0.7979969407329677,1.5321131996687973,R1,11,11D,,11D,,H1P1S0M0R0,00:07:00.776,420776,00:07:00.940,420940,164,R1,1.7,11,ppA_left,00:04:20.973,260973,00:04:21.133,261133,160,R1,1.7,11,ppB_left,13,1,B,A,1,1,0,0,0,1,1,1,2,2,0,4,4,420693.0,421023.0,330.0,260888.0,261218.0,330.0,330.0,left
pair13,173,0.9952859769599708,0.902840213055025,1.0877317408649165,0.9367440548956647,1.1945764533190573,R1,11,11D,,11D,11D,H0P1S0M0R0,00:07:00.776,420776,00:07:00.940,420940,164,R1,1.7,11,ppA_left,00:04:52.502,292502,00:04:53.662,293662,1160,R1,1.7,11,ppB_both,13,1,B,A,0,1,0,0,0,1,2,0,1,1,0,-996,996,420693.0,421023.0,330.0,292502.0,293662.0,1160.0,330.0,both
pair13,174,1.0228453612258552,1.1761826131392388,0.8695081093124717,1.1134662574661316,1.2975951946796074,R1,11,11D,,11D,11D,H0P1S0M0R1,00:07:00.776,420776,00:07:00.940,420940,164,R1,1.7,11,ppA_left,00:05:23.206,323206,00:05:23.566,323566,360,R1,1.7,11,ppB_both,13,1,B,A,0,1,0,0,1,1,2,0,2,2,0,-196,196,420693.0,421023.0,330.0,323206.0,323566.0,360.0,330.0,both
pair13,175,1.0200954104060154,1.054183939226319,0.9860068815857115,1.0089210399248436,1.2894962369261984,R1,11,11D,,11D,11D,H0P1S0M0R0,00:07:00.776,420776,00:07:00.940,420940,164,R1,1.7,11,ppA_left,00:05:25.099,325099,00:05:25.475,325475,376,R1,1.7,11,ppB_both,13,1,B,A,0,1,0,0,0,1,2,0,1,1,0,-212,212,420693.0,421023.0,330.0,325099.0,325475.0,376.0,330.0,both
pair13,176,0.8026908180276293,1.1401590875901086,0.9840005648591721,0.8026908180276293,1.0975959320639397,R1,11,11D,,,11D,H0P0S0M0R0,00:07:00.776,420776,00:07:00.940,420940,164,R1,1.7,11,ppA_left,00:05:26.006,326006,00:05:26.550,326550,544,R1,1.7,11,ppB_right,13,1,B,A,0,0,0,0,0,1,1,1,0,1,0,-380,380,420693.0,421023.0,330.0,326006.0,326550.0,544.0,330.0,left_right
pair13,177,0.8666450183065215,0.8666450183065215,0.8972936229416943,0.7520803648374838,1.200500941112139,R1,11,,11A,11A,,H0P0S0M0R0,00:07:01.860,421860,00:07:02.920,422920,1060,R1,1.7,11,ppA_right,00:04:19.757,259757,00:04:19.917,259917,160,R1,1.7,11,ppB_left,13,1,B,A,0,0,0,0,0,1,1,1,0,1,0,900,900,421860.0,422920.0,1060.0,259672.0,260002.0,330.0,330.0,right_left
