pair,comparison_id,average_distance,left_thumb,right_thumb,left_index,right_index,left_middle,right_middle,left_ring,right_ring,left_pinky,right_pinky,left_wrist,right_wrist,left_right_thumb,left_right_index,left_right_middle,left_right_ring,left_right_pinky,left_right_wrist,right_left_thumb,right_left_index,right_left_middle,right_left_ring,right_left_pinky,right_left_wrist,round,target,A_LH_referent,A_RH_referent,B_LH_referent,B_RH_referent,gesture_similarity_coding,A_begin_hmsm,A_begin_msec,A_end_hmsm,A_end_msec,A_duration_msec,A_round,A_trial,A_target,A_hands,B_begin_hmsm,B_begin_msec,B_end_hmsm,B_end_msec,B_duration_msec,B_round,B_trial,B_target,B_hands,pairnr,include,speaker_1,speaker_2,handedness,position,shape,movement,orientation,n_hand_A,n_hand_B,handedness_one_or_both,n_features_original,n_features,n_features_shape_movement,duration_diff,duration_diff_abs,A_begin_msec_adj,A_end_msec_adj,A_duration_msec_adj,B_begin_msec_adj,B_end_msec_adj,B_duration_msec_adj,min_duration_adj,hands_dtw
pair05,1,2.737112033720647,3.141428585461063,2.5904325778674844,3.2768426932916292,2.4681977475526713,3.6749246075222066,1.9720348951248003,3.7517555634614004,1.6724194974870847,4.423133730188236,2.093911655871449,2.1565442609864887,1.6237185898332451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,16A+16C,16A+16C,H1P0S0M0R0,00:02:46.435,166435,00:02:47.595,167595,1160,R1,1.6,16,ppA_both,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,1,0,0,0,0,2,2,1,1,1,0,440,440,166435.0,167595.0,1160.0,520292.0,521012.0,720.0,720.0,both
pair05,2,3.104800547013464,2.33854235778959,4.394689493451885,2.7832039298767333,3.9875347975454996,3.32209938146925,3.037810793248765,3.3314072751386825,2.675906628007762,3.7952134651664076,2.735672593025195,3.4224623493683173,1.4330635000734784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,16A+16C,16A+16C,H1P0S0M0R0,00:02:50.417,170417,00:02:51.539,171539,1122,R1,1.6,16,ppA_both,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,1,0,0,0,0,2,2,1,1,1,0,402,402,170417.0,171539.0,1122.0,520292.0,521012.0,720.0,720.0,both
pair05,3,2.3484683317362887,2.861437666607203,3.705497443382734,1.9095600385827818,3.7867803002077225,1.5366014399668957,3.058555390819351,1.0895232620243962,2.8780601857208308,1.0031696149787617,3.0817395361484654,1.9411844652777022,1.3295106371186234,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,,16A+16C,16A+16C,16A+16C,H0P0S9M0R1,00:02:52.693,172693,00:02:52.933,172933,240,R1,1.6,16,ppA_right,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,0,0,0,0,1,1,2,0,1,1,0,-480,480,172648.0,172978.0,330.0,520292.0,521012.0,720.0,330.0,both
pair05,4,2.6051182643283397,2.805882466275086,4.144203670011846,2.1961250214097454,4.20826143144884,1.998411088051347,3.4998422515291288,1.3017325755956104,3.062618784280131,0.7598273480579928,3.1168469385869204,1.9835184459455066,2.1841491507479223,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,,16A,16A+16C,16A+16C,H0P0S1M0R1,00:02:54.881,174881,00:02:55.087,175087,206,R1,1.6,16,ppA_right,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,0,0,1,0,1,1,2,0,2,2,1,-514,514,174819.0,175149.0,330.0,520292.0,521012.0,720.0,330.0,both
pair05,5,3.721023144710273,3.479535009379508,5.509354284783079,2.797269284853512,5.400696801850459,2.5793251653152334,4.718652699619444,2.368952184924113,4.223012806557361,3.330340944250347,3.871601923320517,3.97783647489585,2.3957001567738563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16C,,16A+16C,16A+16C,H0P0S0M0R0,00:02:56.611,176611,00:02:56.754,176754,143,R1,1.6,16,ppA_left,00:08:40.292,520292,00:08:41.012,521012,720,R2,2.3,16,ppB_both,5,1,A,B,0,0,0,0,0,1,2,0,0,0,0,-577,577,176517.5,176847.5,330.0,520292.0,521012.0,720.0,330.0,both
pair05,6,3.301704938580597,5.760113039722048,4.453069255070533,4.7410031043052765,3.1285446738995843,4.350260896909205,2.062630171134302,3.738493976482433,1.4202509339364173,3.5221867742977175,1.6156689577339747,1.9278539179113576,2.9003835615643196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,16A+16C,16A+16C,H1P1S0M0R0,00:02:46.435,166435,00:02:47.595,167595,1160,R1,1.6,16,ppA_both,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,1,1,0,0,0,2,2,1,2,2,0,880,880,166435.0,167595.0,1160.0,522905.0,523235.0,330.0,330.0,both
pair05,7,3.703719123797602,5.086676727081287,5.354722889950606,4.5999348616455125,3.8559959903433607,4.473570168729618,2.8531492110732137,3.892030488885209,2.4825198354201503,3.6458900199143667,2.493062432547167,3.4170777281604745,2.2899991318202515,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16A+16C,16A+16C,16A+16C,16A+16C,H1P1S0M0R0,00:02:50.417,170417,00:02:51.539,171539,1122,R1,1.6,16,ppA_both,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,1,1,0,0,0,2,2,1,2,2,0,842,842,170417.0,171539.0,1122.0,522905.0,523235.0,330.0,330.0,both
pair05,8,4.0082982161436345,5.815312793675697,4.459140027474009,5.092430363695199,3.8396840398183825,5.160550208187879,3.163632644675265,4.509644574199342,3.0021058835559127,4.017148003824071,3.224419503075466,3.3766128622792917,2.438897689263099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,,16A+16C,16A+16C,16A+16C,H0P1S1M0R1,00:02:52.693,172693,00:02:52.933,172933,240,R1,1.6,16,ppA_right,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,0,1,1,0,1,1,2,0,3,3,1,-40,40,172648.0,172978.0,330.0,522905.0,523235.0,330.0,330.0,both
pair05,9,4.155827427732405,5.726442797794955,4.794398604339274,5.342302858698063,4.006428101503838,5.579785805595452,3.5744271226337028,4.871158784458025,3.1734020957059377,4.492788742242872,3.286292163287869,3.4208175953260764,1.6016844612028014,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,,16A,16A+16C,16A+16C,H0P0S1M1R1,00:02:54.881,174881,00:02:55.087,175087,206,R1,1.6,16,ppA_right,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,0,0,1,1,1,1,2,0,3,3,2,-74,74,174819.0,175149.0,330.0,522905.0,523235.0,330.0,330.0,both
pair05,10,4.857688564800909,5.692165146384933,6.871430106677324,5.025298914340255,5.917530601310594,4.64094329910258,5.283169039308249,3.83228734674509,4.877475494121788,3.743479102728991,4.670972164547011,3.1532711960653614,4.584240366278729,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,R1-R2,16,16C,,16A+16C,16A+16C,H0P1S0M1R0,00:02:56.611,176611,00:02:56.754,176754,143,R1,1.6,16,ppA_left,00:08:42.930,522930,00:08:43.210,523210,280,R2,2.3,16,ppB_both,5,1,A,B,0,1,0,1,0,1,2,0,2,2,1,-137,137,176517.5,176847.5,330.0,522905.0,523235.0,330.0,330.0,both
