matrix_idx,gesture_id,chain,generation,target,director,condition,participant,ent_type,code_string,code_len,num_reps,vid_len,phase,acc
905,ex3_ch1_g4_hair_salon_NA_TI_C_18,chain1,4,hair salon,,Transmission + Interaction,C_18,loc,"2hSpace,1hDropHand,1hScissors",3.0,0.0,3.251998,testing,0.0
906,ex3_ch1_g4_scissors_NA_TI_C_17,chain1,4,scissors,,Transmission + Interaction,C_17,obj,"1hScissors,1hPoint<obj>",2.0,0.0,3.155132,testing,1.0
907,ex3_ch1_g4_police_officer_NA_TI_C_17,chain1,4,police officer,,Transmission + Interaction,C_17,person,"1hPoint-Self<repeated>,2hGun<repeated>,1hPoint-Self<repeated>",3.0,1.0,5.381929,testing,1.0
908,ex3_ch1_g4_microphone_NA_TI_C_17,chain1,4,microphone,,Transmission + Interaction,C_17,obj,"2hSing,1hMic,1hSing,1hPoint<obj>",4.0,0.0,4.545256,testing,1.0
909,ex3_ch1_g4_concert_hall_NA_TI_C_17,chain1,4,concert hall,,Transmission + Interaction,C_17,loc,"2hSpace,2hSing,2hSing,2hSpace",4.0,2.0,5.779347,testing,1.0
910,ex3_ch1_g4_photographer_NA_TI_C_17,chain1,4,photographer,,Transmission + Interaction,C_17,person,"1hPoint-Self,2hCamera,2hCamera,1hPoint-Self",4.0,2.0,3.818718,testing,1.0
911,ex3_ch1_g4_handcuffs_NA_TI_C_17,chain1,4,handcuffs,,Transmission + Interaction,C_17,obj,"2hWrists-Together<rotate>,1hPoint<obj>",2.0,0.0,3.448797,testing,1.0
912,ex3_ch1_g4_hair_salon_NA_TI_C_17,chain1,4,hair salon,,Transmission + Interaction,C_17,loc,"2hSpace,1hPoint-Head,1hDropHand,2hScissors-Hand,1hDropHand,2hScissors-Hand,2hSpace",7.0,3.0,7.020776,testing,1.0
913,ex3_ch1_g4_to_cook_NA_TI_C_17,chain1,4,to cook,,Transmission + Interaction,C_17,act,"1hShake-HoldPan,2hPanShake,1hMix-HoldPan",3.0,0.0,4.068426,testing,1.0
914,ex3_ch1_g4_to_make_an_arrest_NA_TI_C_17,chain1,4,to make an arrest,,Transmission + Interaction,C_17,act,"2hGuns,2hWrists-Together<rotate>",2.0,0.0,4.225963,testing,1.0
915,ex3_ch1_g4_camera_NA_TI_C_17,chain1,4,camera,,Transmission + Interaction,C_17,obj,"2hCamera,1hPoint<obj>",2.0,0.0,2.556423,testing,1.0
916,ex3_ch1_g4_restaurant_NA_TI_C_17,chain1,4,restaurant,,Transmission + Interaction,C_17,loc,"2hSpace,2hWritePalm,Look<right>,1hPickUp,2hWritePalm",5.0,1.0,4.491754,testing,1.0
917,ex3_ch1_g4_to_sing_NA_TI_C_17,chain1,4,to sing,,Transmission + Interaction,C_17,act,"2hSing,2hSing,2hSing",3.0,2.0,3.806296,testing,1.0
918,ex3_ch1_g4_to_preach_NA_TI_C_17,chain1,4,to preach,,Transmission + Interaction,C_17,act,"2hTapHand,1hFingerWag,2hTapHand,1hFingerWag,2hTapHand,1hFingerWag",6.0,4.0,4.642967,testing,1.0
919,ex3_ch1_g4_to_take_a_photo_NA_TI_C_17,chain1,4,to take a photo,,Transmission + Interaction,C_17,act,"2hCamera,2hCamera,2hCamera",3.0,2.0,3.022838,testing,0.0
920,ex3_ch1_g4_church_NA_TI_C_17,chain1,4,church,,Transmission + Interaction,C_17,loc,"2hSpace,2hTapHand,1hFingerWag,2hTapHand,1hFingerWag",5.0,2.0,4.935122,testing,1.0
921,ex3_ch1_g4_prison_NA_TI_C_17,chain1,4,prison,,Transmission + Interaction,C_17,loc,"2hSpace,2hWrists-Together<rotate>",2.0,0.0,5.320232,testing,1.0
922,ex3_ch1_g4_hairdresser_NA_TI_C_17,chain1,4,hairdresser,,Transmission + Interaction,C_17,person,"1hPoint-Self,1hDropHand,2hScissors-Hand,2hPoint-Self",4.0,0.0,3.3392,testing,1.0
923,ex3_ch1_g4_frying_pan_NA_TI_C_17,chain1,4,frying pan,,Transmission + Interaction,C_17,obj,"1hPanShake,1hPoint<obj>",2.0,0.0,3.458954,testing,1.0
924,ex3_ch1_g4_vicar_NA_TI_C_17,chain1,4,vicar,,Transmission + Interaction,C_17,person,"1hPoint-Self<repeated>,2hTapHand,1hFingerWag,1hPoint-Self<repeated>,2hTapHand,1hFingerWag",6.0,3.0,4.095586,testing,1.0
925,ex3_ch1_g4_chef_NA_TI_C_17,chain1,4,chef,,Transmission + Interaction,C_17,person,"2hPoint-Self,2hPanShake,1hPoint-Self",3.0,0.0,4.916637,testing,1.0
926,ex3_ch1_g4_singer_NA_TI_C_17,chain1,4,singer,,Transmission + Interaction,C_17,person,"2hPoint-Self,2hSing,2hSing",3.0,1.0,3.353135,testing,1.0
927,ex3_ch1_g4_bible_NA_TI_C_17,chain1,4,bible,,Transmission + Interaction,C_17,obj,"2hTapHand,1hFingerWag,1hPoint<obj>",3.0,0.0,2.694635,testing,1.0
928,ex3_ch1_g4_darkroom_NA_TI_C_17,chain1,4,darkroom,,Transmission + Interaction,C_17,loc,2hFeel<repeated>,1.0,0.0,2.213037,testing,1.0
929,ex3_ch1_g4_to_give_a_haircut_NA_TI_C_17,chain1,4,to give a haircut,,Transmission + Interaction,C_17,act,"1hDropHand,2hScissors-Hand,1hDropHand,2hScissors-Hand",4.0,2.0,4.320005,testing,1.0
930,ex3_ch1_g5_police_officer_NA_TI_C_19,chain1,5,police officer,,Transmission + Interaction,C_19,person,"1hPoint-Self,2hGun<repeated>,2hGun<repeated>,2hGun<repeated>,2hPoint-Self",5.0,2.0,7.055944,testing,1.0
931,ex3_ch1_g5_hair_salon_NA_TI_C_19,chain1,5,hair salon,,Transmission + Interaction,C_19,loc,"2hSpace,2hScissors-Hair,2hScissors-Hair",3.0,1.0,6.480455,testing,1.0
932,ex3_ch1_g5_to_sing_NA_TI_C_19,chain1,5,to sing,,Transmission + Interaction,C_19,act,"2hSing,2hSing",2.0,1.0,3.867995,testing,1.0
933,ex3_ch1_g5_camera_NA_TI_C_19,chain1,5,camera,,Transmission + Interaction,C_19,obj,"2hCamera,2hCamera,2hCamera",3.0,2.0,4.992715,testing,0.0
934,ex3_ch1_g5_to_give_a_haircut_NA_TI_C_19,chain1,5,to give a haircut,,Transmission + Interaction,C_19,act,2hScissors-Hand<repeated>,1.0,0.0,5.008223,testing,1.0
935,ex3_ch1_g5_photographer_NA_TI_C_19,chain1,5,photographer,,Transmission + Interaction,C_19,person,"2hThumb-Self,2hCamera,2hCamera,2hCamera,1hPoint-Self",5.0,2.0,5.001216,testing,1.0
936,ex3_ch1_g5_scissors_NA_TI_C_19,chain1,5,scissors,,Transmission + Interaction,C_19,obj,"1hScissors,1hPoint<obj>",2.0,0.0,4.252677,testing,1.0
937,ex3_ch1_g5_restaurant_NA_TI_C_19,chain1,5,restaurant,,Transmission + Interaction,C_19,loc,"2hSpace,2hDine",2.0,0.0,5.869285,testing,1.0
938,ex3_ch1_g5_to_make_an_arrest_NA_TI_C_19,chain1,5,to make an arrest,,Transmission + Interaction,C_19,act,"2hGun<repeated>,2hWrists-Together",2.0,0.0,4.384896,testing,1.0
939,ex3_ch1_g5_prison_NA_TI_C_19,chain1,5,prison,,Transmission + Interaction,C_19,loc,"2hSpace,2hWrists-Together<rotate>",2.0,0.0,4.641368,testing,1.0
940,ex3_ch1_g5_chef_NA_TI_C_19,chain1,5,chef,,Transmission + Interaction,C_19,person,"2hThumb-Self,2hPanShake,2hPanShake",3.0,1.0,4.882282,testing,1.0
941,ex3_ch1_g5_frying_pan_NA_TI_C_19,chain1,5,frying pan,,Transmission + Interaction,C_19,obj,"2hPanShake,1hPoint<obj>,2hPanShake",3.0,1.0,5.211279,testing,1.0
942,ex3_ch1_g5_microphone_NA_TI_C_19,chain1,5,microphone,,Transmission + Interaction,C_19,obj,"1hMic,1hSing,1hPoint<obj>,1hMic,1hSing,1hPoint<obj>",6.0,3.0,3.771361,testing,1.0
943,ex3_ch1_g5_singer_NA_TI_C_19,chain1,5,singer,,Transmission + Interaction,C_19,person,"2hThumb-Self,2hSing,2hSing,2hThumb-Self",4.0,2.0,4.901648,testing,1.0
944,ex3_ch1_g5_to_cook_NA_TI_C_19,chain1,5,to cook,,Transmission + Interaction,C_19,act,"2hPanShake,2hPanShake,1hMix-HoldPan,2hPanShake",4.0,2.0,5.578232,testing,1.0
945,ex3_ch1_g5_vicar_NA_TI_C_19,chain1,5,vicar,,Transmission + Interaction,C_19,person,"2hPoint-Read,1hFingerWag,1hPoint-Self,2hPoint-Read,1hFingerWag",5.0,2.0,6.113791,testing,1.0
946,ex3_ch1_g5_to_take_a_photo_NA_TI_C_19,chain1,5,to take a photo,,Transmission + Interaction,C_19,act,"2hCamera,2hCamera,2hCamera",3.0,2.0,4.594894,testing,1.0
947,ex3_ch1_g5_hairdresser_NA_TI_C_19,chain1,5,hairdresser,,Transmission + Interaction,C_19,person,"2hThumb-Self,2hScissors-Hair,2hScissors-Hair,2hThumb-Self",4.0,2.0,4.263849,testing,1.0
948,ex3_ch1_g5_to_preach_NA_TI_C_19,chain1,5,to preach,,Transmission + Interaction,C_19,act,"2hPoint-Read,1hFingerWag,2hPoint-Read,1hFingerWag",4.0,2.0,5.638005,testing,1.0
949,ex3_ch1_g5_concert_hall_NA_TI_C_19,chain1,5,concert hall,,Transmission + Interaction,C_19,loc,"2hSpace,2hSing,2hSing",3.0,1.0,5.127243,testing,1.0
950,ex3_ch1_g5_darkroom_NA_TI_C_19,chain1,5,darkroom,,Transmission + Interaction,C_19,loc,2hFeel<repeated>,1.0,0.0,3.675206,testing,1.0
951,ex3_ch1_g5_bible_NA_TI_C_19,chain1,5,bible,,Transmission + Interaction,C_19,obj,"2hPoint-Read,1hPoint<obj>,1hFingerWag,2hPoint-Read,1hPoint<obj>",5.0,2.0,5.929909,testing,1.0
952,ex3_ch1_g5_handcuffs_NA_TI_C_19,chain1,5,handcuffs,,Transmission + Interaction,C_19,obj,"2hWrists-Together<rotate>,1hPoint<obj>,2hWrists-Together<rotate>",3.0,1.0,4.266993,testing,1.0
953,ex3_ch1_g5_church_NA_TI_C_19,chain1,5,church,,Transmission + Interaction,C_19,loc,"2hSpace,2hPoint-Read,1hFingerWag,2hPoint-Read,1hFingerWag",5.0,2.0,6.428308,testing,1.0
954,ex3_ch1_g5_prison_NA_TI_C_20,chain1,5,prison,,Transmission + Interaction,C_20,loc,"2hSpace,2hWrists-Together,2hWrists-Together",3.0,1.0,5.065686,testing,1.0
955,ex3_ch1_g5_to_make_an_arrest_NA_TI_C_20,chain1,5,to make an arrest,,Transmission + Interaction,C_20,act,"2hGun<repeated>,2hWrists-Together",2.0,0.0,4.096262,testing,1.0
956,ex3_ch1_g5_hair_salon_NA_TI_C_20,chain1,5,hair salon,,Transmission + Interaction,C_20,loc,"2hSpace,2hScissors-Hair",2.0,0.0,5.037232,testing,1.0
957,ex3_ch1_g5_police_officer_NA_TI_C_20,chain1,5,police officer,,Transmission + Interaction,C_20,person,"2hGun<repeated>,2hGun<repeated>,2hGun<repeated>",3.0,2.0,4.44565,testing,1.0
958,ex3_ch1_g5_to_cook_NA_TI_C_20,chain1,5,to cook,,Transmission + Interaction,C_20,act,"2hPanShake<repeated>,2hMix-HoldPan",2.0,0.0,5.623896,testing,1.0
959,ex3_ch1_g5_singer_NA_TI_C_20,chain1,5,singer,,Transmission + Interaction,C_20,person,"1hThumb-Self,2hSing<repeated>,2hSing<repeated>",3.0,1.0,5.633114,testing,1.0
960,ex3_ch1_g5_hairdresser_NA_TI_C_20,chain1,5,hairdresser,,Transmission + Interaction,C_20,person,"1hThumb-Self,1hScissors,1hThumb-Self",3.0,1.0,4.737713,testing,1.0
961,ex3_ch1_g5_chef_NA_TI_C_20,chain1,5,chef,,Transmission + Interaction,C_20,person,"1hThumb-Self,2hPanShake",2.0,0.0,4.502652,testing,1.0
962,ex3_ch1_g5_frying_pan_NA_TI_C_20,chain1,5,frying pan,,Transmission + Interaction,C_20,obj,"2hPanShake,1hPoint<obj>,2hPanShake,1hPoint<obj>",4.0,2.0,5.083324,testing,1.0
963,ex3_ch1_g5_to_give_a_haircut_NA_TI_C_20,chain1,5,to give a haircut,,Transmission + Interaction,C_20,act,"2hScissors-Hand,2hScissors-Hand",2.0,1.0,5.014751,testing,1.0
964,ex3_ch1_g5_bible_NA_TI_C_20,chain1,5,bible,,Transmission + Interaction,C_20,obj,"2hPoint-Read,2hStroke-Palm,1hFingerWag,2hPoint-Read,1hPoint<obj>,2hStroke-Palm",6.0,2.0,6.862722,testing,1.0
965,ex3_ch1_g5_microphone_NA_TI_C_20,chain1,5,microphone,,Transmission + Interaction,C_20,obj,"1hMic,1hSing,1hPoint<obj>,1hMic,1hSing",5.0,2.0,4.758042,testing,1.0
966,ex3_ch1_g5_darkroom_NA_TI_C_20,chain1,5,darkroom,,Transmission + Interaction,C_20,loc,2hFeel<repeated>,1.0,0.0,4.760948,testing,1.0
967,ex3_ch1_g5_scissors_NA_TI_C_20,chain1,5,scissors,,Transmission + Interaction,C_20,obj,"1hScissors,1hPoint<obj>",2.0,0.0,3.288801,testing,1.0
968,ex3_ch1_g5_vicar_NA_TI_C_20,chain1,5,vicar,,Transmission + Interaction,C_20,person,"2hPoint-Read,1hFingerWag,1hThumb-Self,2hPoint-Read,1hFingerWag,1hThumb-Self",6.0,3.0,7.280659,testing,1.0
969,ex3_ch1_g5_restaurant_NA_TI_C_20,chain1,5,restaurant,,Transmission + Interaction,C_20,loc,"2hSpace,2hDine",2.0,0.0,4.076186,testing,1.0
970,ex3_ch1_g5_camera_NA_TI_C_20,chain1,5,camera,,Transmission + Interaction,C_20,obj,"2hCamera,2hCamera,1hPoint<obj>,2hCamera",4.0,2.0,5.851921,testing,1.0
971,ex3_ch1_g5_to_sing_NA_TI_C_20,chain1,5,to sing,,Transmission + Interaction,C_20,act,"2hSing,2hSing",2.0,1.0,4.508072,testing,1.0
972,ex3_ch1_g5_handcuffs_NA_TI_C_20,chain1,5,handcuffs,,Transmission + Interaction,C_20,obj,"2hWrists-Together,2hWrists-Together,1hPoint<obj>,2hWrists-Together",4.0,2.0,4.437647,testing,1.0
973,ex3_ch1_g5_to_preach_NA_TI_C_20,chain1,5,to preach,,Transmission + Interaction,C_20,act,"2hSpace,2hPoint-Read,1hFingerWag",3.0,0.0,5.827937,testing,0.0
974,ex3_ch1_g5_photographer_NA_TI_C_20,chain1,5,photographer,,Transmission + Interaction,C_20,person,"1hPoint-Self,2hCamera,2hCamera,2hCamera",4.0,2.0,6.471934,testing,1.0
975,ex3_ch1_g5_to_take_a_photo_NA_TI_C_20,chain1,5,to take a photo,,Transmission + Interaction,C_20,act,"2hCamera,2hCamera,2hCamera,2hCamera",4.0,3.0,5.345341,testing,1.0
976,ex3_ch1_g5_concert_hall_NA_TI_C_20,chain1,5,concert hall,,Transmission + Interaction,C_20,loc,"2hSpace,2hSing,2hSing",3.0,1.0,5.130998,testing,1.0
977,ex3_ch1_g5_church_NA_TI_C_20,chain1,5,church,,Transmission + Interaction,C_20,loc,"2hSpace,2hPoint-Read,1hFingerWag,2hPoint-Read,1hFingerWag",5.0,2.0,7.800126,testing,1.0
978,ex3_ch2_g0_restaurant_A_TI_s2,chain2,0,restaurant,A,Transmission + Interaction,s2,loc,"Chat+1hDine,look<left>+1hChat",2.0,0.0,,testing,
979,ex3_ch2_g0_darkroom_B_TI_s34,chain2,0,darkroom,B,Transmission + Interaction,s34,loc,"Look+1hSee,all,2hPalm.Feel<left+right>",3.0,0.0,,testing,
980,ex3_ch2_g0_photographer_A_TI_s9,chain2,0,photographer,A,Transmission + Interaction,s9,person,"1hThumbSelf<self-repeated>,Wink+2hCamera<asymm,1Press>",3.0,0.0,,testing,
981,ex3_ch2_g0_to_preach_B_TI_s32,chain2,0,to preach,B,Transmission + Interaction,s32,act,"2hTell,all*2",2.0,0.0,,testing,
982,ex3_ch2_g0_to_make_an_arrest_B_TI_s48,chain2,0,to make an arrest,B,Transmission + Interaction,s48,act,"Cry+2hFists.wristsTogether<out>,2hFists.wristsTogether<in>",2.0,1.0,,testing,
983,ex3_ch2_g0_hairdresser_B_TI_s41,chain2,0,hairdresser,B,Transmission + Interaction,s41,person,"2hBrush-Hold<centre,repeated>,2hScissors-Hold<centre>",3.0,0.0,,testing,
984,ex3_ch2_g0_to_cook_A_TI_s4,chain2,0,to cook,A,Transmission + Interaction,s4,act,"2hBowl-Mix,1hPour<left>,1hPour<right>,2hBowl-Mix,2hPush,2hPull",6.0,2.0,,testing,
985,ex3_ch2_g0_to_take_a_photo_B_TI_s36,chain2,0,to take a photo,B,Transmission + Interaction,s36,act,"2hCamera<asymm,1Press>",2.0,0.0,,testing,
986,ex3_ch2_g0_prison_B_TI_s46,chain2,0,prison,B,Transmission + Interaction,s46,loc,2hHoldBars<hold>+look+sad,1.0,0.0,,testing,
987,ex3_ch2_g0_singer_B_TI_s37,chain2,0,singer,B,Transmission + Interaction,s37,person,1hSing,1.0,0.0,,testing,
988,ex3_ch2_g0_bible_B_TI_s31,chain2,0,bible,B,Transmission + Interaction,s31,obj,"2hTurnPage<repeated>,(1hPalm,1hPointatObj<atObj>),2hPray",4.0,0.0,,testing,
989,ex3_ch2_g0_frying_pan_B_TI_s27,chain2,0,frying pan,B,Transmission + Interaction,s27,obj,1hHoldPan<shake>,1.0,0.0,,testing,
990,ex3_ch2_g0_concert_hall_A_TI_s14,chain2,0,concert hall,A,Transmission + Interaction,s14,loc,"2hViolin<play>,2hTrumpet<play>,2hDrums<play>,2hGuitar<play>",4.0,0.0,,testing,
991,ex3_ch2_g0_scissors_B_TI_s43,chain2,0,scissors,B,Transmission + Interaction,s43,obj,"1hScissors<rightleft>,1hScissors<hold>",2.0,1.0,,testing,
992,ex3_ch2_g0_microphone_B_TI_s39,chain2,0,microphone,B,Transmission + Interaction,s39,obj,"Sing+2hMicrophone<hold>,2hMicrophone.Outline,Sing+2hMicrophone<hold>",3.0,2.0,,testing,
993,ex3_ch2_g0_to_give_a_haircut_B_TI_s44,chain2,0,to give a haircut,B,Transmission + Interaction,s44,act,"2hHair,2hFluff,2hHair,2hHair<centre>,2hScissors-Hold<centre>,2hBrush-Hold<centre>,2hScissors-Hold<centre>",7.0,3.0,,testing,
994,ex3_ch2_g0_vicar_A_TI_s5,chain2,0,vicar,A,Transmission + Interaction,s5,person,"2hPray,1hCollar,2hPray,nod",4.0,1.0,,testing,
995,ex3_ch2_g0_handcuffs_A_TI_s23,chain2,0,handcuffs,A,Transmission + Interaction,s23,obj,2hFists.wristsX<hold>,1.0,0.0,,testing,
996,ex3_ch2_g1_restaurant_NA_TI_C_21,chain2,1,restaurant,,Transmission + Interaction,C_21,loc,"1hSpoon,1hSpoon,1hSpoon,1hWave,1hSpoon",5.0,3.0,8.287496,testing,1.0
997,ex3_ch2_g1_darkroom_NA_TI_C_21,chain2,1,darkroom,,Transmission + Interaction,C_21,loc,"1hPalmSee,1hPalmSee,2hFeel",3.0,1.0,5.723828,testing,1.0
998,ex3_ch2_g1_photographer_NA_TI_C_21,chain2,1,photographer,,Transmission + Interaction,C_21,person,"1hPoint-Self,2hCamera,1hPoint-Self",3.0,1.0,5.584507,testing,1.0
999,ex3_ch2_g1_to_preach_NA_TI_C_21,chain2,1,to preach,,Transmission + Interaction,C_21,act,"2hProc,2hProc,2hPray,2hProc",4.0,2.0,11.32576,testing,1.0
1000,ex3_ch2_g1_to_make_an_arrest_NA_TI_C_21,chain2,1,to make an arrest,,Transmission + Interaction,C_21,act,"2hWrists-Together<extended>,2hWrists-Together<extended>,2hWrists-Together<extended>",3.0,2.0,9.384059,testing,1.0
1001,ex3_ch2_g1_hair_salon_NA_TI_C_21,chain2,1,hair salon,,Transmission + Interaction,C_21,loc,"1hBrush,2hScissors-Hold,1hBrush,2hScissors-Hold,1hBrush,2hScissors-Hold",6.0,4.0,10.040411,testing,0.0
1002,ex3_ch2_g1_chef_NA_TI_C_21,chain2,1,chef,,Transmission + Interaction,C_21,person,"1hPoint-Self,1hPanShake,2hShake<repeated>,2hPutTray<in>,2hPutTray<out>,1hPanShake,2hMix-HoldPan",7.0,2.0,10.550694,testing,0.0
1003,ex3_ch2_g1_hairdresser_NA_TI_C_21,chain2,1,hairdresser,,Transmission + Interaction,C_21,person,"1hBrush<repeated>,1hScissors,1hPoint-Self,1hBrush<repeated>,1hScissors,2hBrush-Hold",6.0,2.0,7.632751,testing,1.0
1004,ex3_ch2_g1_to_cook_NA_TI_C_21,chain2,1,to cook,,Transmission + Interaction,C_21,act,"1hPanShake,2hShake-HoldPan,1hPanShake,1hShake,2hPutTray<in>,2hPutTray<out>",6.0,2.0,7.974473,testing,1.0
1005,ex3_ch2_g1_to_take_a_photo_NA_TI_C_21,chain2,1,to take a photo,,Transmission + Interaction,C_21,act,"2hPickUp<obj>,2hBreak,2hCamera-Shape,2hLens-HoldCamera,2hCamera",5.0,1.0,11.075342,testing,1.0
1006,ex3_ch2_g1_prison_NA_TI_C_21,chain2,1,prison,,Transmission + Interaction,C_21,loc,"2hHoldBars,Look,2hHoldBars",3.0,1.0,6.321982,testing,1.0
1007,ex3_ch2_g1_police_officer_NA_TI_C_21,chain2,1,police officer,,Transmission + Interaction,C_21,person,"2hFists<extended>,2hTouchWrist,2hTouchWrist,2hWrists-Together<extended>,2hHat-Outline,2hWrists-Together<extended>,2hWrists-Together<extended>",7.0,3.0,12.004906,testing,1.0
1008,ex3_ch2_g1_to_sing_NA_TI_C_21,chain2,1,to sing,,Transmission + Interaction,C_21,act,"1hSing,1hMic,Sing",3.0,0.0,7.298984,testing,1.0
1009,ex3_ch2_g1_singer_NA_TI_C_21,chain2,1,singer,,Transmission + Interaction,C_21,person,"1hStop,1hSing,1hMic,Sing,1hSing",5.0,1.0,13.50592,testing,0.0
1010,ex3_ch2_g1_bible_NA_TI_C_21,chain2,1,bible,,Transmission + Interaction,C_21,obj,"2hOpenBook,2hTurnPage<repeated>,2hPoint-Read,2hPray",4.0,0.0,5.159794,testing,1.0
1011,ex3_ch2_g1_church_NA_TI_C_21,chain2,1,church,,Transmission + Interaction,C_21,loc,"2hPray,2hBuilding-Outline,2hPray",3.0,1.0,4.922474,testing,1.0
1012,ex3_ch2_g1_frying_pan_NA_TI_C_21,chain2,1,frying pan,,Transmission + Interaction,C_21,obj,"1hPanShake,1hToss,1hToss,1hToss,1hPanShake",5.0,3.0,5.565043,testing,1.0
1013,ex3_ch2_g1_concert_hall_NA_TI_C_21,chain2,1,concert hall,,Transmission + Interaction,C_21,loc,"2hViolin,1hArmExtend,2hDrums",3.0,0.0,6.201187,testing,1.0
1014,ex3_ch2_g1_scissors_NA_TI_C_21,chain2,1,scissors,,Transmission + Interaction,C_21,obj,1hScissors,1.0,0.0,3.27284,testing,1.0
1015,ex3_ch2_g1_microphone_NA_TI_C_21,chain2,1,microphone,,Transmission + Interaction,C_21,obj,"1hMic,Sing,1hPoint<obj>,1hMic,Sing",5.0,1.0,6.877458,testing,1.0
1016,ex3_ch2_g1_to_give_a_haircut_NA_TI_C_21,chain2,1,to give a haircut,,Transmission + Interaction,C_21,act,"1hBrush<repeated>,1hScissors,2hTouchHair,1hBrush<repeated>,1hScissors",5.0,2.0,8.745147,testing,1.0
1017,ex3_ch2_g1_camera_NA_TI_C_21,chain2,1,camera,,Transmission + Interaction,C_21,obj,"2hCamera,2hShape,2hCamera-Shape,2hOpenBook,2hTurnPage,2hCamera,1hPoint<out>,2hCamera",8.0,3.0,10.163526,testing,0.0
1018,ex3_ch2_g1_vicar_NA_TI_C_21,chain2,1,vicar,,Transmission + Interaction,C_21,person,"2hPray,1hCollar,2hPray",3.0,1.0,5.830008,testing,1.0
1019,ex3_ch2_g1_handcuffs_NA_TI_C_21,chain2,1,handcuffs,,Transmission + Interaction,C_21,obj,"2hWrists-Together<extended>,2hTouchWrist,2hTouchWrist,2hWrists-Together<extended>",4.0,2.0,4.536554,testing,1.0
1020,ex3_ch2_g1_to_preach_NA_TI_C_22,chain2,1,to preach,,Transmission + Interaction,C_22,act,"2hProc,2hProc,2hProc,2hProc,2hProc,2hProc",6.0,5.0,21.798611,testing,1.0
1021,ex3_ch2_g1_microphone_NA_TI_C_22,chain2,1,microphone,,Transmission + Interaction,C_22,obj,"2hMic,Sing,2hMic-Outline,2hMic",4.0,2.0,8.142646,testing,0.0
1022,ex3_ch2_g1_police_officer_NA_TI_C_22,chain2,1,police officer,,Transmission + Interaction,C_22,person,"1hFingerWag,1hHatRim-Outline,1hHatRim-Hold,1hFingerWag<repeated>,2hWristsX",5.0,2.0,25.717308,testing,0.0
1023,ex3_ch2_g1_darkroom_NA_TI_C_22,chain2,1,darkroom,,Transmission + Interaction,C_22,loc,"1hPalmSee,2hFeel",2.0,0.0,7.355199,testing,1.0
1024,ex3_ch2_g1_camera_NA_TI_C_22,chain2,1,camera,,Transmission + Interaction,C_22,obj,"2hCamera,1hPoint<obj>,2hCamera",3.0,1.0,6.860767,testing,1.0
1025,ex3_ch2_g1_hairdresser_NA_TI_C_22,chain2,1,hairdresser,,Transmission + Interaction,C_22,person,"1hPoint-Self,2hBrush-Hold,2hBrush-Hold,2hScissors-Hold,2hBrush-Hold,2hBrush-Hold,2hScissors-Hold",7.0,4.0,10.452528,testing,1.0
1026,ex3_ch2_g1_to_make_an_arrest_NA_TI_C_22,chain2,1,to make an arrest,,Transmission + Interaction,C_22,act,"2hWrists-Together,Cry,2hWrists-Together",3.0,1.0,10.768917,testing,1.0
1027,ex3_ch2_g1_handcuffs_NA_TI_C_22,chain2,1,handcuffs,,Transmission + Interaction,C_22,obj,"2hWristsX,2hWristsX,1hPoint<obj>,2hWristsX,2hWristsX",5.0,3.0,7.184215,testing,1.0
1028,ex3_ch2_g1_bible_NA_TI_C_22,chain2,1,bible,,Transmission + Interaction,C_22,obj,"2hOpenBook,2hOpenBook,2hPoint-Read,2hPray,2hOpenBook,1hPoint<obj>,2hOpenBook",7.0,3.0,11.84931,testing,1.0
1029,ex3_ch2_g1_singer_NA_TI_C_22,chain2,1,singer,,Transmission + Interaction,C_22,person,"1hPoint-Self,1hSing,1hPoint-Self,1hSing",4.0,2.0,10.123223,testing,1.0
1030,ex3_ch2_g1_to_give_a_haircut_NA_TI_C_22,chain2,1,to give a haircut,,Transmission + Interaction,C_22,act,"2hTouchHair,2hSphere<out>,2hBrush-Hold,2hBrush-Hold,2hScissors-Hold,2hScissors-Hold,1hStroke,1hStroke,2hScissors-Hold",9.0,4.0,14.874766,testing,1.0
1031,ex3_ch2_g1_frying_pan_NA_TI_C_22,chain2,1,frying pan,,Transmission + Interaction,C_22,obj,"1hPanShake,1hToss,1hToss,1hPanShake,1hPoint<obj>,1hPanShake,1hToss,1hToss",8.0,5.0,11.732676,testing,1.0
1032,ex3_ch2_g1_vicar_NA_TI_C_22,chain2,1,vicar,,Transmission + Interaction,C_22,person,"2hPray,1hCollar,2hPray,1hPoint-Self",4.0,1.0,8.396624,testing,1.0
1033,ex3_ch2_g1_to_take_a_photo_NA_TI_C_22,chain2,1,to take a photo,,Transmission + Interaction,C_22,act,"2hCamera,2hCamera",2.0,1.0,10.532474,testing,1.0
1034,ex3_ch2_g1_to_cook_NA_TI_C_22,chain2,1,to cook,,Transmission + Interaction,C_22,act,"2hMix-Hold,1hPour,1hPour,2hMix-Hold,2hPalmsUp",5.0,2.0,5.47082,testing,1.0
1035,ex3_ch2_g1_church_NA_TI_C_22,chain2,1,church,,Transmission + Interaction,C_22,loc,"2hPray,2hBuilding-Outline,2hPray",3.0,1.0,7.651305,testing,1.0
1036,ex3_ch2_g1_scissors_NA_TI_C_22,chain2,1,scissors,,Transmission + Interaction,C_22,obj,"1hScissors,1hScissors",2.0,1.0,9.356099,testing,1.0
