matrix_idx,gesture_id,chain,generation,target,director,condition,participant,ent_type,code_string,code_len,num_reps,vid_len,phase,acc
2048,ex2_ch3_g4_hair_salon_B_IO,chain3,4,hair salon,B,Interaction only,dyad6,loc,2hFluff,1.0,0.0,1.337542,testing,1.0
2049,ex2_ch3_g4_to_sing_B_IO,chain3,4,to sing,B,Interaction only,dyad6,act,1hSing<left-repeated>,1.0,0.0,2.148747,testing,1.0
2050,ex2_ch3_g4_police_officer_B_IO,chain3,4,police officer,B,Interaction only,dyad6,person,"1hKnock<right>,1hBadge<left>",2.0,0.0,2.061733,testing,1.0
2051,ex2_ch3_g4_handcuffs_B_IO,chain3,4,handcuffs,B,Interaction only,dyad6,obj,"2hWrists.Together,2hPutCuffs<right>,2hPutCuffs<left>,2hWrists.Together",4.0,2.0,1.928766,testing,1.0
2052,ex2_ch3_g4_camera_B_IO,chain3,4,camera,B,Interaction only,dyad6,obj,"1hPoint<right>,2hCamera<1Press-asymm>,1hPointatObj<atObj>",3.0,0.0,2.04109,testing,1.0
2053,ex2_ch3_g4_darkroom_B_IO,chain3,4,darkroom,B,Interaction only,dyad6,loc,2hFeel<slow>,1.0,0.0,3.427408,testing,1.0
2054,ex2_ch3_g4_microphone_B_IO,chain3,4,microphone,B,Interaction only,dyad6,obj,"1hMicrophone,1hPointatObj<atObj>,1hMicrophone+Sing",3.0,1.0,1.608199,testing,1.0
2055,ex2_ch3_g4_prison_B_IO,chain3,4,prison,B,Interaction only,dyad6,loc,"2hHoldBars,look,2hWrists.Together,2hHoldBars",4.0,1.0,2.548795,testing,1.0
2056,ex2_ch3_g4_scissors_B_IO,chain3,4,scissors,B,Interaction only,dyad6,obj,"1hPointatObj<atObj>,1hScissors",2.0,0.0,1.674576,testing,1.0
2057,ex2_ch3_g4_chef_B_IO,chain3,4,chef,B,Interaction only,dyad6,person,2hHat,1.0,0.0,1.626917,testing,1.0
2058,ex2_ch3_g4_to_take_a_photo_B_IO,chain3,4,to take a photo,B,Interaction only,dyad6,act,2hCamera<1Press-asymm>,1.0,0.0,1.993916,testing,1.0
2059,ex2_ch3_g4_to_preach_B_IO,chain3,4,to preach,B,Interaction only,dyad6,act,2hSing,1.0,0.0,1.90922,testing,0.0
2060,ex2_ch3_g4_vicar_B_IO,chain3,4,vicar,B,Interaction only,dyad6,person,1hTouchCollar,1.0,0.0,0.894741,testing,1.0
2061,ex2_ch3_g4_photographer_B_IO,chain3,4,photographer,B,Interaction only,dyad6,person,"1hPointSelf<self-repeated>,2hCamera<1Press-asymm>",2.0,0.0,2.115383,testing,1.0
2062,ex2_ch3_g4_church_B_IO,chain3,4,church,B,Interaction only,dyad6,loc,1hOpenDoor+Look,1.0,0.0,2.390754,testing,1.0
2063,ex2_ch3_g4_concert_hall_B_IO,chain3,4,concert hall,B,Interaction only,dyad6,loc,"2hTrumpet,2hDrums",2.0,0.0,1.873368,testing,1.0
2064,ex2_ch3_g5_restaurant_A_IO,chain3,5,restaurant,A,Interaction only,dyad5,loc,"1hPalm,1hPointatObj<atObj>",2.0,0.0,2.250519,testing,1.0
2065,ex2_ch3_g5_hair_salon_A_IO,chain3,5,hair salon,A,Interaction only,dyad5,loc,2hFluff,1.0,0.0,1.652222,testing,1.0
2066,ex2_ch3_g5_darkroom_A_IO,chain3,5,darkroom,A,Interaction only,dyad5,loc,2hFeel,1.0,0.0,1.798301,testing,1.0
2067,ex2_ch3_g5_prison_A_IO,chain3,5,prison,A,Interaction only,dyad5,loc,"2hHoldBars,look",2.0,0.0,1.893232,testing,1.0
2068,ex2_ch3_g5_to_make_an_arrest_A_IO,chain3,5,to make an arrest,A,Interaction only,dyad5,act,"1hGun,2hRun",2.0,0.0,1.456764,testing,1.0
2069,ex2_ch3_g5_hairdresser_A_IO,chain3,5,hairdresser,A,Interaction only,dyad5,person,"1hThumb<behind>,2hScissors-HoldHair<back>",2.0,0.0,1.771735,testing,1.0
2070,ex2_ch3_g5_to_take_a_photo_A_IO,chain3,5,to take a photo,A,Interaction only,dyad5,act,2hCamera<1Press-asymm>,1.0,0.0,2.22981,testing,1.0
2071,ex2_ch3_g5_handcuffs_A_IO,chain3,5,handcuffs,A,Interaction only,dyad5,obj,"2hHoldWrist<right>,2hHoldWrist<left>,2hWrists.Together",3.0,1.0,2.394531,testing,1.0
2072,ex2_ch3_g5_concert_hall_A_IO,chain3,5,concert hall,A,Interaction only,dyad5,loc,2hDrums,1.0,0.0,1.226461,testing,1.0
2073,ex2_ch3_g5_to_sing_A_IO,chain3,5,to sing,A,Interaction only,dyad5,act,1hSing<left>,1.0,0.0,1.996264,testing,1.0
2074,ex2_ch3_g5_microphone_A_IO,chain3,5,microphone,A,Interaction only,dyad5,obj,"1hMicrophone,1hPointatObj<atObj>,1hMicrophone+Sing",3.0,1.0,1.954588,testing,1.0
2075,ex2_ch3_g5_vicar_A_IO,chain3,5,vicar,A,Interaction only,dyad5,person,1hTouchCollar,1.0,0.0,1.416824,testing,1.0
2076,ex2_ch3_g5_scissors_A_IO,chain3,5,scissors,A,Interaction only,dyad5,obj,"1hScissors<rightleft>,1hPointatObj<atObj>",2.0,0.0,1.479322,testing,1.0
2077,ex2_ch3_g5_bible_A_IO,chain3,5,bible,A,Interaction only,dyad5,obj,"2hOpenBook,2hRead,2hPray",3.0,0.0,1.731857,testing,1.0
2078,ex2_ch3_g5_chef_A_IO,chain3,5,chef,A,Interaction only,dyad5,person,2hHat,1.0,0.0,1.261094,testing,1.0
2079,ex2_ch3_g5_police_officer_A_IO,chain3,5,police officer,A,Interaction only,dyad5,person,1hKnock<right>,1.0,0.0,1.691252,testing,1.0
2080,ex2_ch3_g5_to_cook_A_IO,chain3,5,to cook,A,Interaction only,dyad5,act,"1hPour<right>,2hTray",2.0,0.0,1.426495,testing,1.0
2081,ex2_ch3_g5_frying_pan_A_IO,chain3,5,frying pan,A,Interaction only,dyad5,obj,"1hHoldPan<shake>,1hPointatObj<atObj>,1hHoldPan<shake>",3.0,1.0,2.773487,testing,1.0
2082,ex2_ch3_g5_photographer_A_IO,chain3,5,photographer,A,Interaction only,dyad5,person,"1hPointSelf<self-repeated>,2hCamera<1Press-asymm>",2.0,0.0,1.966287,testing,1.0
2083,ex2_ch3_g5_singer_A_IO,chain3,5,singer,A,Interaction only,dyad5,person,"1hPointSelf<self-repeated>,1hSing<left-repeated>",2.0,0.0,3.17785,testing,1.0
2084,ex2_ch3_g5_church_A_IO,chain3,5,church,A,Interaction only,dyad5,loc,1hOpenDoor+Look,1.0,0.0,1.729947,testing,1.0
2085,ex2_ch3_g5_camera_A_IO,chain3,5,camera,A,Interaction only,dyad5,obj,"1hC,1hPointatObj<atObj>,2hCamera",3.0,0.0,1.667539,testing,1.0
2086,ex2_ch3_g5_to_preach_A_IO,chain3,5,to preach,A,Interaction only,dyad5,act,"2hTell,2hTell",2.0,1.0,2.037855,testing,1.0
2087,ex2_ch3_g5_to_give_a_haircut_A_IO,chain3,5,to give a haircut,A,Interaction only,dyad5,act,2hScissors-HoldHair<left>,1.0,0.0,1.931781,testing,1.0
2088,ex2_ch3_g5_to_sing_B_IO,chain3,5,to sing,B,Interaction only,dyad6,act,1hSing<right>,1.0,0.0,1.607961,testing,1.0
2089,ex2_ch3_g5_church_B_IO,chain3,5,church,B,Interaction only,dyad6,loc,1hOpenDoor+Look,1.0,0.0,1.550771,testing,1.0
2090,ex2_ch3_g5_frying_pan_B_IO,chain3,5,frying pan,B,Interaction only,dyad6,obj,"1hPointatObj<atObj>,1hHoldPan<shake>",2.0,0.0,1.676966,testing,1.0
2091,ex2_ch3_g5_restaurant_B_IO,chain3,5,restaurant,B,Interaction only,dyad6,loc,"1hPalm,1hPointatObj<atObj>,1hPoint<right>,look<right>",4.0,0.0,1.484506,testing,1.0
2092,ex2_ch3_g5_microphone_B_IO,chain3,5,microphone,B,Interaction only,dyad6,obj,"1hMicrophone,1hPointatObj<atObj>,1hMicrophone+Sing",3.0,1.0,1.655357,testing,1.0
2093,ex2_ch3_g5_hair_salon_B_IO,chain3,5,hair salon,B,Interaction only,dyad6,loc,2hFluff,1.0,0.0,1.349633,testing,1.0
2094,ex2_ch3_g5_to_make_an_arrest_B_IO,chain3,5,to make an arrest,B,Interaction only,dyad6,act,"1hGun,2hRun",2.0,0.0,2.159289,testing,1.0
2095,ex2_ch3_g5_bible_B_IO,chain3,5,bible,B,Interaction only,dyad6,obj,2hRead,1.0,0.0,1.151476,testing,1.0
2096,ex2_ch3_g5_darkroom_B_IO,chain3,5,darkroom,B,Interaction only,dyad6,loc,2hFeel,1.0,0.0,1.662109,testing,1.0
2097,ex2_ch3_g5_to_take_a_photo_B_IO,chain3,5,to take a photo,B,Interaction only,dyad6,act,2hCamera<1Press-asymm>,1.0,0.0,1.852769,testing,1.0
2098,ex2_ch3_g5_handcuffs_B_IO,chain3,5,handcuffs,B,Interaction only,dyad6,obj,"2hPutCuffs<right>,2hPutCuffs<left>,2hWrists.Together",3.0,1.0,1.720911,testing,1.0
2099,ex2_ch3_g5_to_cook_B_IO,chain3,5,to cook,B,Interaction only,dyad6,act,"1hPour<right>,2hTray<back>",2.0,0.0,2.034837,testing,1.0
2100,ex2_ch3_g5_prison_B_IO,chain3,5,prison,B,Interaction only,dyad6,loc,"2hHoldBars,look",2.0,0.0,2.031529,testing,1.0
2101,ex2_ch3_g5_scissors_B_IO,chain3,5,scissors,B,Interaction only,dyad6,obj,"1hScissors<rightleft>,1hPointatObj<atObj>",2.0,0.0,1.46343,testing,1.0
2102,ex2_ch3_g5_camera_B_IO,chain3,5,camera,B,Interaction only,dyad6,obj,"2hCamera,1hC,1hPointatObj<atObj>,2hCamera<1Press-asymm>",4.0,1.0,2.230181,testing,1.0
2103,ex2_ch3_g5_concert_hall_B_IO,chain3,5,concert hall,B,Interaction only,dyad6,loc,"2hTrumpet,2hDrums",2.0,0.0,1.881147,testing,1.0
2104,ex2_ch3_g5_vicar_B_IO,chain3,5,vicar,B,Interaction only,dyad6,person,2hTouchCollar,1.0,0.0,1.462423,testing,1.0
2105,ex2_ch3_g5_singer_B_IO,chain3,5,singer,B,Interaction only,dyad6,person,"1hPointSelf<self-repeated>,1hSing<right>",2.0,0.0,1.620621,testing,1.0
2106,ex2_ch3_g5_chef_B_IO,chain3,5,chef,B,Interaction only,dyad6,person,2hHat<repeated>,1.0,0.0,2.000309,testing,1.0
2107,ex2_ch3_g5_hairdresser_B_IO,chain3,5,hairdresser,B,Interaction only,dyad6,person,"1hThumb<behind>,2hHair",2.0,0.0,1.518913,testing,1.0
2108,ex2_ch3_g5_police_officer_B_IO,chain3,5,police officer,B,Interaction only,dyad6,person,"1hKnock<right>,1hBadge<left>",2.0,0.0,2.072677,testing,1.0
2109,ex2_ch3_g5_to_preach_B_IO,chain3,5,to preach,B,Interaction only,dyad6,act,"2hTell,2hTell",2.0,1.0,2.022964,testing,1.0
2110,ex2_ch3_g5_to_give_a_haircut_B_IO,chain3,5,to give a haircut,B,Interaction only,dyad6,act,2hScissors-HoldHair<left>,1.0,0.0,1.591513,testing,1.0
2111,ex2_ch3_g5_photographer_B_IO,chain3,5,photographer,B,Interaction only,dyad6,person,"1hPointSelf<self-repeated>,2hCamera<PressRepeated-asymm>",2.0,0.0,1.942954,testing,1.0
2112,ex2_ch4_g0_chef_B_IO,chain4,0,chef,B,Interaction only,s25,person,"2hMustache,2hHat,1hHoldPan<shake>,2hHoldPan<shake>*2,1hPour<left>",5.0,0.0,,,
2113,ex2_ch4_g0_restaurant_B_IO,chain4,0,restaurant,B,Interaction only,s26,loc,"2hOpenBook,(1hPalm,1hPointatObj<atObj>)+look+nod, 2hDine",4.0,0.0,,,
2114,ex2_ch4_g0_frying_pan_A_IO,chain4,0,frying pan,A,Interaction only,s3,obj,"2hPan.Outline,2hHoldPan<shake>,(1hHoldPan<shake>,1hStir),2hHoldPan<toss>,2hHoldPan<toss>",6.0,2.0,,,
2115,ex2_ch4_g0_to_cook_A_IO,chain4,0,to cook,A,Interaction only,s4,act,"2hBowl-Mix,1hPour<left>,1hPour<right>,2hBowl-Mix,2hPush,2hPull",6.0,2.0,,,
2116,ex2_ch4_g0_vicar_B_IO,chain4,0,vicar,B,Interaction only,s29,person,"2hCollar,1hCross",2.0,0.0,,,
2117,ex2_ch4_g0_church_A_IO,chain4,0,church,A,Interaction only,s6,loc,2hPray+bow,1.0,0.0,,,
2118,ex2_ch4_g0_bible_B_IO,chain4,0,bible,B,Interaction only,s31,obj,"2hTurnPage<repeated>,(1hPalm,1hPointatObj<atObj>),2hPray",4.0,0.0,,,
2119,ex2_ch4_g0_to_preach_A_IO,chain4,0,to preach,A,Interaction only,s8,act,"1hFingerWag<right,repeated>",2.0,0.0,,,
2120,ex2_ch4_g0_photographer_A_IO,chain4,0,photographer,A,Interaction only,s9,person,"1hThumbSelf<self-repeated>,Wink+2hCamera<asymm,1Press>",3.0,0.0,,,
2121,ex2_ch4_g0_darkroom_A_IO,chain4,0,darkroom,A,Interaction only,s10,loc,"2hPalm.Feel<centre,repeated>+look",2.0,0.0,,,
2122,ex2_ch4_g0_camera_B_IO,chain4,0,camera,B,Interaction only,s35,obj,"2hCamera<symm,pressRepeated*4>,2hCamera,2hLens<twist,repeated>",5.0,1.0,,,
2123,ex2_ch4_g0_to_take_a_photo_A_IO,chain4,0,to take a photo,A,Interaction only,s12,act,"2hCamera<asymm,1Press>",2.0,0.0,,,
2124,ex2_ch4_g0_singer_A_IO,chain4,0,singer,A,Interaction only,s13,person,"1hSing<right>,1hSing<right>",2.0,1.0,,,
2125,ex2_ch4_g0_concert_hall_A_IO,chain4,0,concert hall,A,Interaction only,s14,loc,"2hViolin<play>,2hTrumpet<play>,2hDrums<play>,2hGuitar<play>",4.0,0.0,,,
2126,ex2_ch4_g0_microphone_B_IO,chain4,0,microphone,B,Interaction only,s39,obj,"Sing+2hMicrophone<hold>,2hMicrophone.Outline,Sing+2hMicrophone<hold>",3.0,2.0,,,
2127,ex2_ch4_g0_to_sing_B_IO,chain4,0,to sing,B,Interaction only,s40,act,"Sing,1hSing,(1hPalm,1hPoint<read>),1hSing",5.0,1.0,,,
2128,ex2_ch4_g0_hairdresser_B_IO,chain4,0,hairdresser,B,Interaction only,s41,person,"2hBrush-Hold<centre,repeated>,2hScissors-Hold<centre>",3.0,0.0,,,
2129,ex2_ch4_g0_hair_salon_B_IO,chain4,0,hair salon,B,Interaction only,s42,loc,"2hScissors-HoldHair<left>,2hFluff,2hHair.Feel",3.0,0.0,,,
2130,ex2_ch4_g0_scissors_A_IO,chain4,0,scissors,A,Interaction only,s19,obj,"(1Palm.Fist,1hScissors),1hScissors<hold>",3.0,1.0,,,
2131,ex2_ch4_g0_to_give_a_haircut_A_IO,chain4,0,to give a haircut,A,Interaction only,s20,act,"1hScissors,2hScissors-HoldHair<left>,2hScissors-HoldHair<left>*2",3.0,1.0,,,
2132,ex2_ch4_g0_police_officer_A_IO,chain4,0,police officer,A,Interaction only,s21,person,"Frown+1hPoint.Knock<right>,1hBadge<left>, 1hPoint.Knock<right>,2hHat,1hKnock<right>,1hFist",6.0,1.0,,,
2133,ex2_ch4_g0_prison_A_IO,chain4,0,prison,A,Interaction only,s22,loc,"1hPalm<rightleft>,2hHoldBars,look,2hHoldBars<shake>",4.0,1.0,,,
2134,ex2_ch4_g0_handcuffs_A_IO,chain4,0,handcuffs,A,Interaction only,s23,obj,2hFists.wristsX<hold>,1.0,0.0,,,
2135,ex2_ch4_g0_to_make_an_arrest_A_IO,chain4,0,to make an arrest,A,Interaction only,s24,act,"2hGun<left>,2hRun<left>,2hPull,2hWristHold<left>,2hWristHold<right>,2hwrists.Together",6.0,1.0,,,
2136,ex2_ch4_g1_frying_pan_A_IO,chain4,1,frying pan,A,Interaction only,dyad7,obj,"1hPan.Outline,1hHoldPan<shake>,1hMix",3.0,0.0,9.324842,testing,1.0
2137,ex2_ch4_g1_hairdresser_A_IO,chain4,1,hairdresser,A,Interaction only,dyad7,person,"1hPointSelf<self-repeated>,2hScissors-HoldHair<left>,1hScissors-Hair<rightleft>,1hPointSelf<self-repeated>,1hScissors-Hair<rightleft>",5.0,2.0,12.71916,testing,1.0
2138,ex2_ch4_g1_darkroom_A_IO,chain4,1,darkroom,A,Interaction only,dyad7,loc,2hFeel,1.0,0.0,2.446279,testing,1.0
2139,ex2_ch4_g1_scissors_A_IO,chain4,1,scissors,A,Interaction only,dyad7,obj,1hScissors,1.0,0.0,3.482059,testing,1.0
2140,ex2_ch4_g1_police_officer_A_IO,chain4,1,police officer,A,Interaction only,dyad7,person,"1hKnock<right>,1hStop<left>,2hHat",3.0,0.0,5.225753,testing,1.0
2141,ex2_ch4_g1_chef_A_IO,chain4,1,chef,A,Interaction only,dyad7,person,"2hHat,1hPointSelf<self-repeated>,1hHoldPan<shake>,1hMix",4.0,0.0,4.995043,testing,1.0
2142,ex2_ch4_g1_church_A_IO,chain4,1,church,A,Interaction only,dyad7,loc,1hOpenDoor+Look,1.0,0.0,3.919084,testing,0.0
2143,ex2_ch4_g1_restaurant_A_IO,chain4,1,restaurant,A,Interaction only,dyad7,loc,1hDine,1.0,0.0,4.21106,testing,1.0
2144,ex2_ch4_g1_vicar_A_IO,chain4,1,vicar,A,Interaction only,dyad7,person,"1hPointSelf<self-repeated>,1hCross,2hPray",3.0,0.0,4.840128,testing,1.0
2145,ex2_ch4_g1_photographer_A_IO,chain4,1,photographer,A,Interaction only,dyad7,person,"1hPointSelf<self-repeated>,2hCamera<1Press-asymm>",2.0,0.0,2.621021,testing,1.0
2146,ex2_ch4_g1_to_give_a_haircut_A_IO,chain4,1,to give a haircut,A,Interaction only,dyad7,act,2hScissors-HoldHair<left>,1.0,0.0,4.021031,testing,1.0
2147,ex2_ch4_g1_bible_A_IO,chain4,1,bible,A,Interaction only,dyad7,obj,"2hOpenBook,2hOpenBook,2hRead",3.0,1.0,2.546326,testing,1.0
2148,ex2_ch4_g1_handcuffs_A_IO,chain4,1,handcuffs,A,Interaction only,dyad7,obj,"2hHoldWrist<right>,2hHoldWrist<left>,2hWrists.Together",3.0,1.0,3.237157,testing,1.0
2149,ex2_ch4_g1_prison_A_IO,chain4,1,prison,A,Interaction only,dyad7,loc,"2hBox<large>,1hDrawLines<repeated>",2.0,0.0,4.985541,testing,1.0
2150,ex2_ch4_g1_to_make_an_arrest_A_IO,chain4,1,to make an arrest,A,Interaction only,dyad7,act,"2hPutCuffs<right>,2hPutCuffs<left>,2hWrists.Together<emph>,Sad",4.0,1.0,3.257385,testing,1.0
2151,ex2_ch4_g1_singer_A_IO,chain4,1,singer,A,Interaction only,dyad7,person,1hSing<right-repeated>,1.0,0.0,3.21504,testing,0.0
2152,ex2_ch4_g1_hair_salon_A_IO,chain4,1,hair salon,A,Interaction only,dyad7,loc,"2hBox,1hScissors,2hScissors-HoldHair<left>",3.0,0.0,4.643726,testing,1.0
2153,ex2_ch4_g1_concert_hall_A_IO,chain4,1,concert hall,A,Interaction only,dyad7,loc,"2hBox,2hSing<left>",2.0,0.0,4.29572,testing,1.0
2154,ex2_ch4_g1_to_cook_A_IO,chain4,1,to cook,A,Interaction only,dyad7,act,"2hChop,1hHoldPan<shake>,1hMix",3.0,0.0,6.688647,testing,1.0
2155,ex2_ch4_g1_to_take_a_photo_A_IO,chain4,1,to take a photo,A,Interaction only,dyad7,act,2hCamera<1Press-asymm>,1.0,0.0,2.349597,testing,1.0
2156,ex2_ch4_g1_camera_A_IO,chain4,1,camera,A,Interaction only,dyad7,obj,"2hBox.Outline,2hCamera<PressRepeated-asymm>,2hBox.Outline,2hCamera<PressRepeated-asymm>",4.0,2.0,5.879114,testing,1.0
2157,ex2_ch4_g1_to_sing_A_IO,chain4,1,to sing,A,Interaction only,dyad7,act,1hSing<left>,1.0,0.0,2.573624,testing,1.0
2158,ex2_ch4_g1_microphone_A_IO,chain4,1,microphone,A,Interaction only,dyad7,obj,"1hMicrophone,1hMic.Outline,Sing",3.0,0.0,3.639603,testing,1.0
2159,ex2_ch4_g1_to_preach_A_IO,chain4,1,to preach,A,Interaction only,dyad7,act,"2hTell,2hTell",2.0,1.0,2.659292,testing,1.0
2160,ex2_ch4_g1_to_cook_B_IO,chain4,1,to cook,B,Interaction only,dyad8,act,"1hHat,1hCircle,1hMix",3.0,0.0,11.364752,testing,0.0
2161,ex2_ch4_g1_to_preach_B_IO,chain4,1,to preach,B,Interaction only,dyad8,act,"2hTell,2hTell",2.0,1.0,4.201388,testing,1.0
2162,ex2_ch4_g1_bible_B_IO,chain4,1,bible,B,Interaction only,dyad8,obj,2hOpenBook,1.0,0.0,2.06217,testing,1.0
2163,ex2_ch4_g1_church_B_IO,chain4,1,church,B,Interaction only,dyad8,loc,1hOpenDoor+Look,1.0,0.0,2.918798,testing,1.0
2164,ex2_ch4_g1_camera_B_IO,chain4,1,camera,B,Interaction only,dyad8,obj,"2hCamera<PressRepeated-symm>,1hC,1hPointatObj<atObj>,2hCamera<PressRepeated-symm>",4.0,1.0,5.992352,testing,1.0
2165,ex2_ch4_g1_concert_hall_B_IO,chain4,1,concert hall,B,Interaction only,dyad8,loc,"2hSpace,2hSing<repeated>,2hSpace,2hSing<repeated>",4.0,2.0,7.555915,testing,0.0
2166,ex2_ch4_g1_vicar_B_IO,chain4,1,vicar,B,Interaction only,dyad8,person,"1hCross,2hPray,2hOpenBook,2hRead",4.0,0.0,4.156584,testing,1.0
2167,ex2_ch4_g1_darkroom_B_IO,chain4,1,darkroom,B,Interaction only,dyad8,loc,Look+2hFeel,1.0,0.0,2.783791,testing,1.0
2168,ex2_ch4_g1_to_give_a_haircut_B_IO,chain4,1,to give a haircut,B,Interaction only,dyad8,act,"2hScissors-HoldHair<right>,2hScissors-HoldHair<right>",2.0,1.0,5.766763,testing,1.0
2169,ex2_ch4_g1_restaurant_B_IO,chain4,1,restaurant,B,Interaction only,dyad8,loc,"1hDine,1hWave",2.0,0.0,4.441212,testing,1.0
2170,ex2_ch4_g1_to_sing_B_IO,chain4,1,to sing,B,Interaction only,dyad8,act,1hSing<left-repeated>,1.0,0.0,4.32684,testing,1.0
2171,ex2_ch4_g1_photographer_B_IO,chain4,1,photographer,B,Interaction only,dyad8,person,"2hCamera<1Press-asymm>,1hPoint<head>,2hCamera<1Press-asymm>",3.0,1.0,6.893331,testing,1.0
2172,ex2_ch4_g1_chef_B_IO,chain4,1,chef,B,Interaction only,dyad8,person,"2hHat,1hMix",2.0,0.0,4.137726,testing,1.0
2173,ex2_ch4_g1_to_make_an_arrest_B_IO,chain4,1,to make an arrest,B,Interaction only,dyad8,act,"1hGrab,2hHoldWrist<right>,2hHoldWrist<left>,2hWrists.Together<emph>,Sad",5.0,1.0,4.844838,testing,1.0
2174,ex2_ch4_g1_singer_B_IO,chain4,1,singer,B,Interaction only,dyad8,person,"1hSing<right>,1hSing<right>",2.0,1.0,3.947333,testing,0.0
2175,ex2_ch4_g1_scissors_B_IO,chain4,1,scissors,B,Interaction only,dyad8,obj,"1hScissors<rightleft>,1hPointatObj<atObj>",2.0,0.0,3.193751,testing,1.0
2176,ex2_ch4_g1_handcuffs_B_IO,chain4,1,handcuffs,B,Interaction only,dyad8,obj,"2hHoldWrist<right>,2hHoldWrist<left>,2hWrists.Together",3.0,1.0,4.040264,testing,1.0
2177,ex2_ch4_g1_hairdresser_B_IO,chain4,1,hairdresser,B,Interaction only,dyad8,person,"1hScissors-Hair,1hScissors-Beard<left>,1hScissors-Hair<left>",3.0,2.0,4.663362,testing,0.0
2178,ex2_ch4_g1_to_take_a_photo_B_IO,chain4,1,to take a photo,B,Interaction only,dyad8,act,2hCamera<1Press-asymm>,1.0,0.0,4.327739,testing,1.0
2179,ex2_ch4_g1_microphone_B_IO,chain4,1,microphone,B,Interaction only,dyad8,obj,"Sing,2hMicrophone,2hBall,2hMicrophone",4.0,1.0,5.192373,testing,1.0
2180,ex2_ch4_g1_prison_B_IO,chain4,1,prison,B,Interaction only,dyad8,loc,"2hBox,1hDrawLines,2hHoldBars",3.0,0.0,3.142696,testing,1.0
2181,ex2_ch4_g1_police_officer_B_IO,chain4,1,police officer,B,Interaction only,dyad8,person,"1hPoint<front>,1hBadge<right>,1hPoint<front>",3.0,1.0,2.519097,testing,1.0
2182,ex2_ch4_g1_frying_pan_B_IO,chain4,1,frying pan,B,Interaction only,dyad8,obj,"1hPan.Outline,1hHoldPan",2.0,0.0,2.900545,testing,1.0
2183,ex2_ch4_g1_hair_salon_B_IO,chain4,1,hair salon,B,Interaction only,dyad8,loc,"2hSpace,2hScissors-HoldHair<rightleft>",2.0,0.0,3.797079,testing,1.0
2184,ex2_ch4_g2_camera_A_IO,chain4,2,camera,A,Interaction only,dyad7,obj,"2hBox.Outline,1hPress,2hBox.Outline,1hPress",4.0,2.0,5.031022,testing,1.0
2185,ex2_ch4_g2_singer_A_IO,chain4,2,singer,A,Interaction only,dyad7,person,"1hPointSelf<self-repeated>,1hSing<right>",2.0,0.0,3.155686,testing,1.0
2186,ex2_ch4_g2_darkroom_A_IO,chain4,2,darkroom,A,Interaction only,dyad7,loc,"EyesClosed,2hFeel",2.0,0.0,2.701294,testing,1.0
2187,ex2_ch4_g2_handcuffs_A_IO,chain4,2,handcuffs,A,Interaction only,dyad7,obj,"2hHoldWrist<right>,2hHoldWrist<left>,2hWrists.Together",3.0,1.0,2.768421,testing,1.0
2188,ex2_ch4_g2_to_take_a_photo_A_IO,chain4,2,to take a photo,A,Interaction only,dyad7,act,2hCamera<1Press-asymm>,1.0,0.0,2.867684,testing,1.0
2189,ex2_ch4_g2_to_make_an_arrest_A_IO,chain4,2,to make an arrest,A,Interaction only,dyad7,act,"2hHoldWrist<right>,2hHoldWrist<left>,2hWrists.Together<emph>,Sad",4.0,1.0,3.255165,testing,1.0
2190,ex2_ch4_g2_to_cook_A_IO,chain4,2,to cook,A,Interaction only,dyad7,act,"2hChop,1hHoldPan<shake>,1hMix",3.0,0.0,4.4913,testing,1.0
2191,ex2_ch4_g2_hairdresser_A_IO,chain4,2,hairdresser,A,Interaction only,dyad7,person,"1hPointSelf<self-repeated>,2hScissors-HoldHair<left>",2.0,0.0,2.651232,testing,1.0
2192,ex2_ch4_g2_frying_pan_A_IO,chain4,2,frying pan,A,Interaction only,dyad7,obj,2hPan.Outline,1.0,0.0,2.914241,testing,1.0
2193,ex2_ch4_g2_scissors_A_IO,chain4,2,scissors,A,Interaction only,dyad7,obj,1hScissors,1.0,0.0,1.840329,testing,1.0
2194,ex2_ch4_g2_microphone_A_IO,chain4,2,microphone,A,Interaction only,dyad7,obj,"1hMicrophone,1hMic.Outline,Sing",3.0,0.0,2.895828,testing,1.0
2195,ex2_ch4_g2_chef_A_IO,chain4,2,chef,A,Interaction only,dyad7,person,"2hHat,1hHoldPan<shake>,1hMix",3.0,0.0,2.999471,testing,1.0
2196,ex2_ch4_g2_restaurant_A_IO,chain4,2,restaurant,A,Interaction only,dyad7,loc,"2hDine,Look<right>",2.0,0.0,3.118939,testing,1.0
2197,ex2_ch4_g2_prison_A_IO,chain4,2,prison,A,Interaction only,dyad7,loc,"2hBox,2hDrawLines",2.0,0.0,3.4663,testing,1.0
2198,ex2_ch4_g2_police_officer_A_IO,chain4,2,police officer,A,Interaction only,dyad7,person,"(1hStop<right>,1hTapWindow<left),1hHat",3.0,0.0,4.523328,testing,1.0
2199,ex2_ch4_g2_bible_A_IO,chain4,2,bible,A,Interaction only,dyad7,obj,"2hOpenBook<repeated>,2hRead",2.0,0.0,2.565362,testing,1.0
2200,ex2_ch4_g2_to_sing_A_IO,chain4,2,to sing,A,Interaction only,dyad7,act,1hSing<left>,1.0,0.0,3.14711,testing,0.0
