matrix_idx,gesture_id,chain,generation,target,director,condition,participant,ent_type,code_string,code_len,num_reps,vid_len,phase,acc
810,ex2_ch4_g0_scissors_A_TI,chain4,0,scissors,A,Transmission + Interaction,s19,obj,"(1Palm.Fist,1hScissors),1hScissors<hold>",3.0,1.0,,testing,
811,ex2_ch4_g0_to_give_a_haircut_A_TI,chain4,0,to give a haircut,A,Transmission + Interaction,s20,act,"1hScissors,2hScissors-HoldHair<left>,2hScissors-HoldHair<left>*2",3.0,1.0,,testing,
812,ex2_ch4_g0_police_officer_A_TI,chain4,0,police officer,A,Transmission + Interaction,s21,person,"Frown+1hPoint.Knock<right>,1hBadge<left>, 1hPoint.Knock<right>,2hHat,1hKnock<right>,1hFist",6.0,1.0,,testing,
813,ex2_ch4_g0_prison_B_TI,chain4,0,prison,B,Transmission + Interaction,s46,loc,2hHoldBars<hold>+look+sad,1.0,0.0,,testing,
814,ex2_ch4_g0_handcuffs_B_TI,chain4,0,handcuffs,B,Transmission + Interaction,s47,obj,"2hWristHold<left>,2hWristHold<right>,2hFists.wristsTogether",3.0,1.0,,testing,
815,ex2_ch4_g0_to_make_an_arrest_B_TI,chain4,0,to make an arrest,B,Transmission + Interaction,s48,act,"Cry+2hFists.wristsTogether<out>,2hFists.wristsTogether<in>",2.0,1.0,,testing,
816,ex2_ch4_g1_chef_A_TI,chain4,1,chef,A,Transmission + Interaction,full31,person,"1hThumbSelf<self-repeated>,1hHoldPan<shake>,(1hHoldPan<hold>,1hPour<right>)",4.0,1.0,4.494902,testing,0.0
817,ex2_ch4_g1_handcuffs_A_TI,chain4,1,handcuffs,A,Transmission + Interaction,full31,obj,"2hHoldWrist<left>,2hHoldWrist<right>,2hwrists.Together",3.0,1.0,3.145614,testing,1.0
818,ex2_ch4_g1_to_preach_A_TI,chain4,1,to preach,A,Transmission + Interaction,full31,act,"(1hFist<left>,1hPoint.Proclaim<right>)",2.0,0.0,3.522883,testing,0.0
819,ex2_ch4_g1_hair_salon_A_TI,chain4,1,hair salon,A,Transmission + Interaction,full31,loc,"1hSweep<above>,2hScissors-HoldHair<left-repeated>",2.0,0.0,3.188928,testing,1.0
820,ex2_ch4_g1_hairdresser_A_TI,chain4,1,hairdresser,A,Transmission + Interaction,full31,person,"1hThumbSelf<self-repeated>,2hScissors-HoldHair<left>",2.0,0.0,2.32622,testing,0.0
821,ex2_ch4_g1_bible_A_TI,chain4,1,bible,A,Transmission + Interaction,full31,obj,"2hOpenBook,1hTurnPage",2.0,0.0,1.717301,testing,1.0
822,ex2_ch4_g1_photographer_A_TI,chain4,1,photographer,A,Transmission + Interaction,full31,person,"1hThumbSelf<self-repeated>,2hCamera<left-asymm-1Press>,2hCamera<right-asymm-1Press>",3.0,1.0,2.423497,testing,1.0
823,ex2_ch4_g1_concert_hall_A_TI,chain4,1,concert hall,A,Transmission + Interaction,full31,loc,"1hSweep<above>,2hViolin<play>",2.0,0.0,1.886591,testing,1.0
824,ex2_ch4_g1_darkroom_A_TI,chain4,1,darkroom,A,Transmission + Interaction,full31,loc,Look+2hPalm.Feel<centre>,1.0,0.0,1.556159,testing,1.0
825,ex2_ch4_g1_police_officer_A_TI,chain4,1,police officer,A,Transmission + Interaction,full31,person,"1hThumbSelf<self-repeated>,1hFingerWag<right>,2hFists<right>,2hwrists.Together<right>",4.0,0.0,3.239397,testing,0.0
826,ex2_ch4_g1_restaurant_A_TI,chain4,1,restaurant,A,Transmission + Interaction,full31,loc,"2hBowl-Eat,1hWave",2.0,0.0,1.942043,testing,1.0
827,ex2_ch4_g1_to_take_a_photo_A_TI,chain4,1,to take a photo,A,Transmission + Interaction,full31,act,"2hCamera<left-asymm-1Press>,2hCamera<right-asymm-1Press>",2.0,1.0,1.687833,testing,1.0
828,ex2_ch4_g1_to_sing_A_TI,chain4,1,to sing,A,Transmission + Interaction,full31,act,2hSing<repeated>,1.0,0.0,2.259822,testing,0.0
829,ex2_ch4_g1_to_give_a_haircut_A_TI,chain4,1,to give a haircut,A,Transmission + Interaction,full31,act,"1hScissors-Hair<right>,1hScissors-Hair<beard>",2.0,1.0,2.158635,testing,0.0
830,ex2_ch4_g1_frying_pan_A_TI,chain4,1,frying pan,A,Transmission + Interaction,full31,obj,"2hPan.Outline,1hPointatObj<atObj>,1hHoldPan<shake>,(1hHoldPan<hold>,1hPour<right>)",5.0,1.0,2.500429,testing,0.0
831,ex2_ch4_g1_church_A_TI,chain4,1,church,A,Transmission + Interaction,full31,loc,"1hSweep<above>,1hCross",2.0,0.0,2.330204,testing,1.0
832,ex2_ch4_g1_prison_A_TI,chain4,1,prison,A,Transmission + Interaction,full31,loc,"1hSweep<above>,2hHoldBars<shake>+scared",2.0,0.0,2.59273,testing,1.0
833,ex2_ch4_g1_camera_A_TI,chain4,1,camera,A,Transmission + Interaction,full31,obj,"(1hC,1hPointatObj<atObj>),2hCamera<asymm-1Press>",3.0,0.0,1.441407,testing,1.0
834,ex2_ch4_g1_microphone_A_TI,chain4,1,microphone,A,Transmission + Interaction,full31,obj,"(1hC,1hPointatObj<atObj>),(Sing+1hMicrophone<hold>)",3.0,0.0,2.018036,testing,1.0
835,ex2_ch4_g1_scissors_A_TI,chain4,1,scissors,A,Transmission + Interaction,full31,obj,"(1hScissors<hold>,1hPointatObj<atObj>),1hScissors",3.0,1.0,1.525307,testing,1.0
836,ex2_ch4_g1_to_cook_A_TI,chain4,1,to cook,A,Transmission + Interaction,full31,act,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPour<right>),1hHoldPan<shake>",4.0,2.0,2.325171,testing,1.0
837,ex2_ch4_g1_vicar_A_TI,chain4,1,vicar,A,Transmission + Interaction,full31,person,2hCollar,1.0,0.0,1.280492,testing,1.0
838,ex2_ch4_g1_singer_A_TI,chain4,1,singer,A,Transmission + Interaction,full31,person,"1hThumbSelf<self-repeated>,(Sing+1hMicrophone<hold>)",2.0,0.0,1.871553,testing,1.0
839,ex2_ch4_g1_to_make_an_arrest_A_TI,chain4,1,to make an arrest,A,Transmission + Interaction,full31,act,"1hPoint<away-right>,2hHoldWrist<left>,2hHoldWrist<right>",3.0,1.0,2.592375,testing,1.0
840,ex2_ch4_g1_vicar_B_TI,chain4,1,vicar,B,Transmission + Interaction,full32,person,"2hCollar,2hCollar,1hCross",3.0,1.0,4.729432,testing,1.0
841,ex2_ch4_g1_singer_B_TI,chain4,1,singer,B,Transmission + Interaction,full32,person,2hSing,1.0,0.0,2.270997,testing,0.0
842,ex2_ch4_g1_prison_B_TI,chain4,1,prison,B,Transmission + Interaction,full32,loc,Look+2hHoldBars+Scared,1.0,0.0,2.509617,testing,1.0
843,ex2_ch4_g1_to_preach_B_TI,chain4,1,to preach,B,Transmission + Interaction,full32,act,Tell+2hPalm.Out<centre-repeated>,1.0,0.0,3.461963,testing,1.0
844,ex2_ch4_g1_scissors_B_TI,chain4,1,scissors,B,Transmission + Interaction,full32,obj,"(1hScissors<hold>,1hPointatObj<atObj>),1hScissors<rightleft>",3.0,1.0,2.58908,testing,1.0
845,ex2_ch4_g1_to_cook_B_TI,chain4,1,to cook,B,Transmission + Interaction,full32,act,"(1hHoldPan<hold>,1hFlame),(1hHoldPan<hold>,1hPour<right>)",4.0,1.0,2.388941,testing,1.0
846,ex2_ch4_g1_to_take_a_photo_B_TI,chain4,1,to take a photo,B,Transmission + Interaction,full32,act,"2hCamera<left-asymm-1Press>,2hCamera<centre>",2.0,1.0,1.620947,testing,0.0
847,ex2_ch4_g1_restaurant_B_TI,chain4,1,restaurant,B,Transmission + Interaction,full32,loc,"2hDine,1hWave",2.0,0.0,1.627916,testing,1.0
848,ex2_ch4_g1_frying_pan_B_TI,chain4,1,frying pan,B,Transmission + Interaction,full32,obj,"2hHoldPan<hold>,1hPanOutline,2hHoldPan<shake>",3.0,1.0,1.952471,testing,1.0
849,ex2_ch4_g1_hairdresser_B_TI,chain4,1,hairdresser,B,Transmission + Interaction,full32,person,"1hThumbSelf<self-repeated>,2hScissors-Hold<left>",2.0,0.0,2.224551,testing,1.0
850,ex2_ch4_g1_darkroom_B_TI,chain4,1,darkroom,B,Transmission + Interaction,full32,loc,Look+2hPalm.Feel<centre-repeated>,1.0,0.0,2.074966,testing,1.0
851,ex2_ch4_g1_to_sing_B_TI,chain4,1,to sing,B,Transmission + Interaction,full32,act,2hSing<repeated>,1.0,0.0,2.473535,testing,1.0
852,ex2_ch4_g1_handcuffs_B_TI,chain4,1,handcuffs,B,Transmission + Interaction,full32,obj,"2hHoldWrist<left>,2hHoldWrist<right>,2hwrists.Together",3.0,1.0,2.200991,testing,1.0
853,ex2_ch4_g1_concert_hall_B_TI,chain4,1,concert hall,B,Transmission + Interaction,full32,loc,"2hViolin<play>,2hDrums<play>",2.0,0.0,1.424575,testing,1.0
854,ex2_ch4_g1_camera_B_TI,chain4,1,camera,B,Transmission + Interaction,full32,obj,"(1hC,1hPointatObj<atObj>),2hCamera<asymm-pressRepeated*3>",3.0,0.0,1.747765,testing,1.0
855,ex2_ch4_g1_chef_B_TI,chain4,1,chef,B,Transmission + Interaction,full32,person,"2hHat,2hHoldPan<shake>",2.0,0.0,3.025075,testing,1.0
856,ex2_ch4_g1_bible_B_TI,chain4,1,bible,B,Transmission + Interaction,full32,obj,"2hTurnPage,2hHeart",2.0,0.0,1.734582,testing,1.0
857,ex2_ch4_g1_church_B_TI,chain4,1,church,B,Transmission + Interaction,full32,loc,"1hSweep<above>,1hCross",2.0,0.0,2.443145,testing,1.0
858,ex2_ch4_g1_police_officer_B_TI,chain4,1,police officer,B,Transmission + Interaction,full32,person,"1hPointSelf<self-repeated>,2hC.Hold<right>,2hFists<right>,2hwristsTogether<right>",4.0,0.0,3.063538,testing,1.0
859,ex2_ch4_g1_to_make_an_arrest_B_TI,chain4,1,to make an arrest,B,Transmission + Interaction,full32,act,"2hO.Hold<left>,2hwrists.Together<left>,1hPoint<away-left>",3.0,0.0,3.137937,testing,1.0
860,ex2_ch4_g1_photographer_B_TI,chain4,1,photographer,B,Transmission + Interaction,full32,person,"1hThumbSelf<self-repeated>,2hCamera<right-asymm-1Press>,2hCamera+smile",3.0,1.0,1.986413,testing,1.0
861,ex2_ch4_g1_hair_salon_B_TI,chain4,1,hair salon,B,Transmission + Interaction,full32,loc,"1hPoint.Circle<above>,1hScissors<rightleft>",2.0,0.0,2.021255,testing,1.0
862,ex2_ch4_g1_to_give_a_haircut_B_TI,chain4,1,to give a haircut,B,Transmission + Interaction,full32,act,"1hPalm.Wave,2hScissors-Hold<left>",2.0,0.0,2.866335,testing,1.0
863,ex2_ch4_g1_microphone_B_TI,chain4,1,microphone,B,Transmission + Interaction,full32,obj,"(1hMicrophone<hold>,1hPointatObj<atObj>),(Sing+1hMicrophone<hold>)",3.0,1.0,2.085513,testing,1.0
864,ex2_ch4_g2_church_A_TI,chain4,2,church,A,Transmission + Interaction,full33,loc,"1hPoint.Line<above>,2hPray<hold>",2.0,0.0,6.383211,testing,0.0
865,ex2_ch4_g2_frying_pan_A_TI,chain4,2,frying pan,A,Transmission + Interaction,full33,obj,"2hPan.Outline,1hHoldPan<shake>,(1hHoldPan<hold>,1hPour<left>)",4.0,1.0,3.827621,testing,1.0
866,ex2_ch4_g2_chef_A_TI,chain4,2,chef,A,Transmission + Interaction,full33,person,"2hHat,1hHoldPan<shake>,(1hHoldPan<hold>,1hPour<left>),1hFingerWag",5.0,1.0,4.635353,testing,1.0
867,ex2_ch4_g2_scissors_A_TI,chain4,2,scissors,A,Transmission + Interaction,full33,obj,"1hScissors<right>,1hScissors<left>",2.0,1.0,2.288866,testing,1.0
868,ex2_ch4_g2_camera_A_TI,chain4,2,camera,A,Transmission + Interaction,full33,obj,"1hCamera<pressRepeated*2>,1hCamera,1hPointatObj<atObj>,1hCamera<pressRepeated*2>",4.0,2.0,3.623742,testing,1.0
869,ex2_ch4_g2_vicar_A_TI,chain4,2,vicar,A,Transmission + Interaction,full33,person,"1hThumbSelf<self>,2hCollar,1hFingerWag<left>,1hFingerWag<right>",4.0,1.0,4.467613,testing,1.0
870,ex2_ch4_g2_to_take_a_photo_A_TI,chain4,2,to take a photo,A,Transmission + Interaction,full33,act,"2hCamera<left-asymm-1Press>,2hCamera<right-asymm-1Press>,2hCamera<left-asymm-1Press>",3.0,2.0,2.887327,testing,1.0
871,ex2_ch4_g2_photographer_A_TI,chain4,2,photographer,A,Transmission + Interaction,full33,person,"1hPointSelf<self>,2hCamera<left-asymm-1Press>,2hCamera<right-asymm-1Press>",3.0,1.0,2.535599,testing,1.0
872,ex2_ch4_g2_microphone_A_TI,chain4,2,microphone,A,Transmission + Interaction,full33,obj,"(1hMicrophone<hold>,1hPointatObj<atObj>),(Sing+1hMicrophone<hold>)",3.0,1.0,2.942019,testing,1.0
873,ex2_ch4_g2_hair_salon_A_TI,chain4,2,hair salon,A,Transmission + Interaction,full33,loc,"1hPoint.Line<above>,1hScissors-Hair",2.0,0.0,3.155628,testing,1.0
874,ex2_ch4_g2_bible_A_TI,chain4,2,bible,A,Transmission + Interaction,full33,obj,"1hChest<left-right-left>,2hOpenBook,1hTurnPage",3.0,0.0,4.253603,testing,0.0
875,ex2_ch4_g2_restaurant_A_TI,chain4,2,restaurant,A,Transmission + Interaction,full33,loc,"1hPoint.Line<above>,1hDine,1hWave",3.0,0.0,3.346235,testing,1.0
876,ex2_ch4_g2_to_sing_A_TI,chain4,2,to sing,A,Transmission + Interaction,full33,act,Sing+1hMicrophone<hold>,1.0,0.0,2.583795,testing,1.0
877,ex2_ch4_g2_to_preach_A_TI,chain4,2,to preach,A,Transmission + Interaction,full33,act,"1hHeart+1h1,1h2,1h3",3.0,0.0,3.127227,testing,1.0
878,ex2_ch4_g2_hairdresser_A_TI,chain4,2,hairdresser,A,Transmission + Interaction,full33,person,"1hPointSelf<self>,1hScissors-Hair",2.0,0.0,3.12647,testing,1.0
879,ex2_ch4_g2_darkroom_A_TI,chain4,2,darkroom,A,Transmission + Interaction,full33,loc,"1hPoint.Line,2hPalm.Feel<centre>+look",2.0,0.0,3.115361,testing,1.0
880,ex2_ch4_g2_concert_hall_A_TI,chain4,2,concert hall,A,Transmission + Interaction,full33,loc,"1hPoint.Line<above>,2hInstrument<play>",2.0,0.0,3.850598,testing,1.0
881,ex2_ch4_g2_to_make_an_arrest_A_TI,chain4,2,to make an arrest,A,Transmission + Interaction,full33,act,"1hThumbSelf<self>,2hHoldWrist<left>,2hHoldWrist<right>,2hwrists.Together",4.0,1.0,3.85261,testing,1.0
882,ex2_ch4_g2_to_cook_A_TI,chain4,2,to cook,A,Transmission + Interaction,full33,act,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPour<left>)",3.0,1.0,3.387409,testing,1.0
883,ex2_ch4_g2_singer_A_TI,chain4,2,singer,A,Transmission + Interaction,full33,person,"1hPointSelf<self>,(1hMicrophone<hold>,1hWave)",3.0,0.0,3.028123,testing,0.0
884,ex2_ch4_g2_handcuffs_A_TI,chain4,2,handcuffs,A,Transmission + Interaction,full33,obj,"2hHoldWrist<left>,2hHoldWrist<right>,2hwrists.Together,1hPointatObj<atObj>",4.0,1.0,4.347564,testing,1.0
885,ex2_ch4_g2_prison_A_TI,chain4,2,prison,A,Transmission + Interaction,full33,loc,"1hPoint.Line<above>,2hHoldBars+look<left>",2.0,0.0,3.519721,testing,1.0
886,ex2_ch4_g2_police_officer_A_TI,chain4,2,police officer,A,Transmission + Interaction,full33,person,"1hPointSelf<self>,1hFingerWag,2hFists.BringTogether<left>",3.0,0.0,3.720045,testing,1.0
887,ex2_ch4_g2_to_give_a_haircut_A_TI,chain4,2,to give a haircut,A,Transmission + Interaction,full33,act,1hScissors-Hair,1.0,0.0,2.569537,testing,1.0
888,ex2_ch4_g2_darkroom_B_TI,chain4,2,darkroom,B,Transmission + Interaction,full34,loc,2hPalm.Feel+look,1.0,0.0,2.325097,testing,1.0
889,ex2_ch4_g2_bible_B_TI,chain4,2,bible,B,Transmission + Interaction,full34,obj,"2hOpenBook,(1hPalm,1hTurnPage)",3.0,0.0,2.626268,testing,1.0
890,ex2_ch4_g2_microphone_B_TI,chain4,2,microphone,B,Transmission + Interaction,full34,obj,"(1hMicrophone<hold>,1hPointatObj<atObj>),(Sing+1hMicrophone<hold>)",3.0,1.0,2.991413,testing,0.0
891,ex2_ch4_g2_church_B_TI,chain4,2,church,B,Transmission + Interaction,full34,loc,"1hPalm.Line<above>,2hOpenBook,(1hPalm,1hTurnPage),1hMicrophone,1hShush,1h1",7.0,1.0,5.38298,testing,1.0
892,ex2_ch4_g2_hairdresser_B_TI,chain4,2,hairdresser,B,Transmission + Interaction,full34,person,"1hThumbSelf<self>,2hScissors-HoldHair,1hScissors-Hair<left>",3.0,0.0,2.827341,testing,1.0
893,ex2_ch4_g2_frying_pan_B_TI,chain4,2,frying pan,B,Transmission + Interaction,full34,obj,"(1hHoldPan<hold>,1hPan.Outline),1hHoldPan<shake>,1hHoldPan<hold>,1hPour<left>",5.0,2.0,3.784633,testing,1.0
894,ex2_ch4_g2_scissors_B_TI,chain4,2,scissors,B,Transmission + Interaction,full34,obj,"1hScissors<right>,1hScissors<left>",2.0,1.0,2.13325,testing,1.0
895,ex2_ch4_g2_camera_B_TI,chain4,2,camera,B,Transmission + Interaction,full34,obj,"(1hC,1hPointatObj<atObj>),2hCamera<right-asymm-pressRepeated*2>,2hCamera<left-asymm-pressRepeated*2>",4.0,1.0,2.984509,testing,1.0
896,ex2_ch4_g2_to_take_a_photo_B_TI,chain4,2,to take a photo,B,Transmission + Interaction,full34,act,"2hCamera<hold>,2hCamera<right-asymm-pressRepeated*2>,2hCamera<left-asymm-pressRepeated*2>",3.0,2.0,2.034212,testing,1.0
897,ex2_ch4_g2_hair_salon_B_TI,chain4,2,hair salon,B,Transmission + Interaction,full34,loc,"1hPalm.Line<above>,2hScissors-HoldHair,1hScissors-Hair<left>",3.0,0.0,3.539472,testing,1.0
898,ex2_ch4_g2_police_officer_B_TI,chain4,2,police officer,B,Transmission + Interaction,full34,person,"1hThumbSelf<self-repeated>,1hFingerWag<right>",2.0,0.0,2.869741,testing,0.0
899,ex2_ch4_g2_photographer_B_TI,chain4,2,photographer,B,Transmission + Interaction,full34,person,"1hThumbSelf<self-repeated>,2hCamera<right-asymm-pressRepeated*2>,2hCamera<left-asymm-pressRepeated*2>",3.0,1.0,3.541533,testing,1.0
900,ex2_ch4_g2_to_preach_B_TI,chain4,2,to preach,B,Transmission + Interaction,full34,act,"1hMicrophone+1h1,1h2,1h3",3.0,0.0,3.08268,testing,0.0
901,ex2_ch4_g2_handcuffs_B_TI,chain4,2,handcuffs,B,Transmission + Interaction,full34,obj,"2hHoldWrist<right>,2hHoldWrist<left>,2hwrists.Together",3.0,1.0,3.226485,testing,1.0
902,ex2_ch4_g2_prison_B_TI,chain4,2,prison,B,Transmission + Interaction,full34,loc,"1hPoint.Line<above>,2hFists.Together,2hHoldBars<shake>",3.0,0.0,3.180045,testing,1.0
903,ex2_ch4_g2_singer_B_TI,chain4,2,singer,B,Transmission + Interaction,full34,person,"1hThumbSelf<self-repeated>,(Sing+1hMicrophone<hold>)",2.0,0.0,2.679957,testing,1.0
904,ex2_ch4_g2_to_make_an_arrest_B_TI,chain4,2,to make an arrest,B,Transmission + Interaction,full34,act,"1hThumbSelf<self-repeated>,2hHoldWrist<right>,2hHoldWrist<left>,2hwrists.Together",4.0,1.0,4.098305,testing,1.0
905,ex2_ch4_g2_chef_B_TI,chain4,2,chef,B,Transmission + Interaction,full34,person,"1hThumbSelf<self-repeated>,(1hHoldPan<shake>,1hPour<left>),(1hHoldPan<shake>,1hPour<left>),1hFingerWag",6.0,2.0,4.128859,testing,1.0
906,ex2_ch4_g2_to_cook_B_TI,chain4,2,to cook,B,Transmission + Interaction,full34,act,"(1hHoldPan<shake>,1hPour<left>),all",3.0,0.0,3.159177,testing,1.0
907,ex2_ch4_g2_restaurant_B_TI,chain4,2,restaurant,B,Transmission + Interaction,full34,loc,"2hBowl-Dine,1hWave",2.0,0.0,2.740903,testing,1.0
908,ex2_ch4_g2_to_give_a_haircut_B_TI,chain4,2,to give a haircut,B,Transmission + Interaction,full34,act,"1hScissors-Hair<right>,1hScissors-Hair<left>,1hScissors-Hair<right>",3.0,2.0,4.576363,testing,0.0
909,ex2_ch4_g2_vicar_B_TI,chain4,2,vicar,B,Transmission + Interaction,full34,person,2hCollar,1.0,0.0,2.098129,testing,1.0
910,ex2_ch4_g2_to_sing_B_TI,chain4,2,to sing,B,Transmission + Interaction,full34,act,Sing+1hMicrophone<hold>,1.0,0.0,2.221306,testing,1.0
911,ex2_ch4_g2_concert_hall_B_TI,chain4,2,concert hall,B,Transmission + Interaction,full34,loc,"1hPalm.Line<above>,2hViolin<play>",2.0,0.0,2.918578,testing,1.0
912,ex2_ch4_g3_handcuffs_A_TI,chain4,3,handcuffs,A,Transmission + Interaction,full35,obj,"2hHoldWrist<left>,2hHoldWrist<right>,2hwrists.Together",3.0,1.0,3.642174,testing,1.0
913,ex2_ch4_g3_camera_A_TI,chain4,3,camera,A,Transmission + Interaction,full35,obj,"(1hC,1hPointatObj<atObj>),2hCamera<left-symm-pressRepeated*2>,2hCamera<right-symm-pressRepeated*2>",4.0,1.0,2.623232,testing,1.0
914,ex2_ch4_g3_vicar_A_TI,chain4,3,vicar,A,Transmission + Interaction,full35,person,2hCollar,1.0,0.0,2.048366,testing,1.0
915,ex2_ch4_g3_church_A_TI,chain4,3,church,A,Transmission + Interaction,full35,loc,"1hPalm.Line<above>,2hOpenBook,1hMicrophone,1hFingerWag<right>",4.0,0.0,5.768136,testing,1.0
916,ex2_ch4_g3_police_officer_A_TI,chain4,3,police officer,A,Transmission + Interaction,full35,person,"1hThumbSelf<self-repeated>,1hFingerWag<right>",2.0,0.0,2.657813,testing,1.0
917,ex2_ch4_g3_hair_salon_A_TI,chain4,3,hair salon,A,Transmission + Interaction,full35,loc,"1hPalm.Line<above>,2hScissors-HoldHair<left>,1hScissors-Hair<right>",3.0,0.0,3.326584,testing,1.0
918,ex2_ch4_g3_to_make_an_arrest_A_TI,chain4,3,to make an arrest,A,Transmission + Interaction,full35,act,"1hThumbSelf<self-repeated>,2hHoldWrist<left>,2hHoldWrist<right>,2hwrists.Together",4.0,1.0,3.478196,testing,1.0
919,ex2_ch4_g3_to_take_a_photo_A_TI,chain4,3,to take a photo,A,Transmission + Interaction,full35,act,"1hThumbSelf<self-repeated>,2hCamera<left-symm-pressRepeated*2>,2hCamera<right-symm-pressRepeated*2>",3.0,1.0,3.293816,testing,0.0
920,ex2_ch4_g3_photographer_A_TI,chain4,3,photographer,A,Transmission + Interaction,full35,person,"2hCamera<symm-pressRepeated*2>,1hThumbSelf<self-repeated>,2hCamera<left-symm-pressRepeated*2>,2hCamera<right-symm-pressRepeated*2>",4.0,2.0,5.954819,testing,1.0
921,ex2_ch4_g3_darkroom_A_TI,chain4,3,darkroom,A,Transmission + Interaction,full35,loc,2hPalm.Feel+look<left-right>,1.0,0.0,2.386673,testing,1.0
922,ex2_ch4_g3_chef_A_TI,chain4,3,chef,A,Transmission + Interaction,full35,person,"1hThumbSelf<self-repeated>,1hHoldPan<shake>,(1hHoldPan<hold>,1hPour<right-repeated>)",4.0,1.0,5.340827,testing,1.0
923,ex2_ch4_g3_frying_pan_A_TI,chain4,3,frying pan,A,Transmission + Interaction,full35,obj,"(1hHoldPan<hold>,1hPan.Outline),(1hHoldPan<shake>,1hPour<right>)",4.0,1.0,3.178528,testing,1.0
924,ex2_ch4_g3_microphone_A_TI,chain4,3,microphone,A,Transmission + Interaction,full35,obj,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",2.0,0.0,4.135655,testing,1.0
925,ex2_ch4_g3_restaurant_A_TI,chain4,3,restaurant,A,Transmission + Interaction,full35,loc,"2hBowl-Dine,1hStop",2.0,0.0,3.680118,testing,1.0
926,ex2_ch4_g3_to_sing_A_TI,chain4,3,to sing,A,Transmission + Interaction,full35,act,Sing+1hMicrophone<left-right>,1.0,0.0,3.670327,testing,1.0
927,ex2_ch4_g3_to_preach_A_TI,chain4,3,to preach,A,Transmission + Interaction,full35,act,"2hOpenBook,1hFingerWag<left>,1hFingerWag<right>",3.0,1.0,4.983056,testing,0.0
928,ex2_ch4_g3_scissors_A_TI,chain4,3,scissors,A,Transmission + Interaction,full35,obj,1hScissors,1.0,0.0,3.549544,testing,1.0
929,ex2_ch4_g3_singer_A_TI,chain4,3,singer,A,Transmission + Interaction,full35,person,"1hThumbSelf<self-repeated>,(Sing+1hMicrophone<hold>)",2.0,0.0,3.546227,testing,1.0
930,ex2_ch4_g3_hairdresser_A_TI,chain4,3,hairdresser,A,Transmission + Interaction,full35,person,"1hThumbSelf<self>,2hScissors-HoldHair,1hScissors-Hair<right>",3.0,0.0,4.000231,testing,1.0
931,ex2_ch4_g3_to_give_a_haircut_A_TI,chain4,3,to give a haircut,A,Transmission + Interaction,full35,act,"1hScissors-Hair<right>,1hScissors-Hair<left>,1hScissors-Hair<right>",3.0,2.0,4.683871,testing,1.0
932,ex2_ch4_g3_prison_A_TI,chain4,3,prison,A,Transmission + Interaction,full35,loc,2hHoldBars<shake>,1.0,0.0,2.240646,testing,1.0
933,ex2_ch4_g3_to_cook_A_TI,chain4,3,to cook,A,Transmission + Interaction,full35,act,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPour<right>),(1hHoldPan<shake>,1hPour<right>)",5.0,3.0,3.798337,testing,1.0
934,ex2_ch4_g3_bible_A_TI,chain4,3,bible,A,Transmission + Interaction,full35,obj,"2hOpenBook,(1hPalm,1hTouch<obj>)",3.0,0.0,2.089765,testing,1.0
935,ex2_ch4_g3_concert_hall_A_TI,chain4,3,concert hall,A,Transmission + Interaction,full35,loc,"1hPalm.Line<above>,2hViolin<play>",2.0,0.0,3.264515,testing,1.0
936,ex2_ch4_g3_handcuffs_B_TI,chain4,3,handcuffs,B,Transmission + Interaction,full36,obj,"2hHoldWrist<right>,2hHoldWrist<left>,2hwrists.Together",3.0,1.0,2.174788,testing,1.0
937,ex2_ch4_g3_singer_B_TI,chain4,3,singer,B,Transmission + Interaction,full36,person,"1hThumbSelf<self-repeated>,(Sing+1hMicrophone<hold>)",2.0,0.0,2.790446,testing,0.0
938,ex2_ch4_g3_to_take_a_photo_B_TI,chain4,3,to take a photo,B,Transmission + Interaction,full36,act,2hCamera<symm-1Press>,1.0,0.0,1.881961,testing,1.0
939,ex2_ch4_g3_concert_hall_B_TI,chain4,3,concert hall,B,Transmission + Interaction,full36,loc,"2hPalm.Line<above>,2hViolin<play>",2.0,0.0,2.225549,testing,1.0
940,ex2_ch4_g3_bible_B_TI,chain4,3,bible,B,Transmission + Interaction,full36,obj,2hOpenBook,1.0,0.0,1.317779,testing,1.0
941,ex2_ch4_g3_hairdresser_B_TI,chain4,3,hairdresser,B,Transmission + Interaction,full36,person,"1hThumbSelf<self-repeated>,1hScissors-Hair<right>,1hScissors-Hair<left>",3.0,1.0,2.623579,testing,1.0
942,ex2_ch4_g3_to_make_an_arrest_B_TI,chain4,3,to make an arrest,B,Transmission + Interaction,full36,act,"1hThumbSelf<self>,2hHoldWrist<left>,2hHoldWrist<right>,2hwrists.Together",4.0,1.0,2.646014,testing,1.0
943,ex2_ch4_g3_microphone_B_TI,chain4,3,microphone,B,Transmission + Interaction,full36,obj,"(1hMicrophone<hold>,1hPointatObj<atObj>),(Sing+1hMicrophone<hold>)",3.0,1.0,2.324176,testing,0.0
944,ex2_ch4_g3_darkroom_B_TI,chain4,3,darkroom,B,Transmission + Interaction,full36,loc,2hPalm<shake>+look<right-left>,1.0,0.0,1.965874,testing,1.0
