matrix_idx,gesture_id,chain,generation,target,director,condition,participant,ent_type,code_string,code_len,num_reps,vid_len,phase,acc
280,ex1_ch2_g0_hairdresser_A_TI,chain2,0,hairdresser,A,Transmission + Interaction,s17,person,"1hScissors-Hair<left,repeated>,1hScissors-Hair<beard>,1hScissors-Hair<right>",4.0,2.0,,testing,
281,ex1_ch2_g0_hair_salon_A_TI,chain2,0,hair salon,A,Transmission + Interaction,s18,loc,"2hPatHair,2hScissors-HoldHair<left,repeated>,2hPatHair",4.0,1.0,,testing,
282,ex1_ch2_g0_scissors_B_TI,chain2,0,scissors,B,Transmission + Interaction,s43,obj,"1hScissors<rightleft>,1hScissors<hold>",2.0,1.0,,testing,
283,ex1_ch2_g0_to_give_a_haircut_B_TI,chain2,0,to give a haircut,B,Transmission + Interaction,s44,act,"2hHair,2hFluff,2hHair,2hHair<centre>,2hScissors-Hold<centre>,2hBrush-Hold<centre>,2hScissors-Hold<centre>",7.0,3.0,,testing,
284,ex1_ch2_g0_police_officer_A_TI,chain2,0,police officer,A,Transmission + Interaction,s21,person,"Frown+1hPoint.Knock<right>,1hBadge<left>, 1hPoint.Knock<right>,2hHat,1hKnock<right>,1hFist",6.0,1.0,,testing,
285,ex1_ch2_g0_prison_B_TI,chain2,0,prison,B,Transmission + Interaction,s46,loc,2hHoldBars<hold>+look+sad,1.0,0.0,,testing,
286,ex1_ch2_g0_handcuffs_B_TI,chain2,0,handcuffs,B,Transmission + Interaction,s47,obj,"2hWristHold<left>,2hWristHold<right>,2hFists.wristsTogether",3.0,1.0,,testing,
287,ex1_ch2_g0_to_make_an_arrest_B_TI,chain2,0,to make an arrest,B,Transmission + Interaction,s48,act,"Cry+2hFists.wristsTogether<out>,2hFists.wristsTogether<in>",2.0,1.0,,testing,
288,ex1_ch2_g1_chef_A_TI,chain2,1,chef,A,Transmission + Interaction,full11,person,"2hMustache,2hHat,2hHoldPan<shake>,2hHoldPan<shake>",4.0,1.0,5.135085,testing,1.0
289,ex1_ch2_g1_to_cook_A_TI,chain2,1,to cook,A,Transmission + Interaction,full11,act,"(1hHoldPan<hold>,1hPour<right>),(1hHoldPan<hold>,1hPour<left>,2hHoldTray,(1hHoldPan<hold>,1hMix),(1hHoldPan<hold>,1hPointatObj<atObj>),(1hHoldPan<hold>,1hMix),1hHoldPan<shake>",12.0,7.0,7.417973,testing,0.0
290,ex1_ch2_g1_prison_A_TI,chain2,1,prison,A,Transmission + Interaction,full11,loc,"Cry+2hHoldBars<shake>,2hHoldBars<hold>",2.0,1.0,3.994855,testing,1.0
291,ex1_ch2_g1_to_sing_A_TI,chain2,1,to sing,A,Transmission + Interaction,full11,act,"2hSing<right>,2hSing<left>,2hSing<centre>,2hSing<right>",4.0,3.0,3.765665,testing,1.0
292,ex1_ch2_g1_singer_A_TI,chain2,1,singer,A,Transmission + Interaction,full11,person,"2hSing<centre>,2hPointSelf<self-repeated>,2hSing<centre>",3.0,1.0,4.424181,testing,1.0
293,ex1_ch2_g1_to_take_a_photo_A_TI,chain2,1,to take a photo,A,Transmission + Interaction,full11,act,"2hCamera<right-asymm-1Press>,2hCamera<left-asymm-1Press>",2.0,1.0,5.327577,testing,0.0
294,ex1_ch2_g1_hairdresser_A_TI,chain2,1,hairdresser,A,Transmission + Interaction,full11,person,"1hWave,1hPoint<centre>,2hScissors-Hold<centre>,1hPointSelf<self-repeated>,2hScissors-Hold<centre>,1hScissors",6.0,1.0,6.460505,testing,1.0
295,ex1_ch2_g1_vicar_A_TI,chain2,1,vicar,A,Transmission + Interaction,full11,person,"1hCross,1hPointSelf<self-repeated>,2hPray,1hGive,2hHeart",5.0,0.0,5.530383,testing,1.0
296,ex1_ch2_g1_to_give_a_haircut_A_TI,chain2,1,to give a haircut,A,Transmission + Interaction,full11,act,"2hFluff<repeated>,2hScissors-Hold<centre-repeated>,2hScissors-HoldHair<left>,2hScissors-Hold<centre>",4.0,2.0,7.24181,testing,1.0
297,ex1_ch2_g1_microphone_A_TI,chain2,1,microphone,A,Transmission + Interaction,full11,obj,"Sing+1hMicrophone<hold>,1hPointatObj<atObj-repeated>",2.0,0.0,2.772717,testing,1.0
298,ex1_ch2_g1_restaurant_A_TI,chain2,1,restaurant,A,Transmission + Interaction,full11,loc,"2hDine<repeated>,1hWave,2hDine<repeated>",3.0,1.0,4.828849,testing,1.0
299,ex1_ch2_g1_photographer_A_TI,chain2,1,photographer,A,Transmission + Interaction,full11,person,"2hCamera<asymm-1Press>,2hCamera<asymm-1Press>,1hStop,1hInstruct,1hStop,2hCamera<asymm-1Press>",6.0,3.0,4.691164,testing,1.0
300,ex1_ch2_g1_frying_pan_A_TI,chain2,1,frying pan,A,Transmission + Interaction,full11,obj,"2hPan.Outline,2hHoldPan<shake>,2hHoldPan<shake>",3.0,1.0,4.763581,testing,1.0
301,ex1_ch2_g1_concert_hall_A_TI,chain2,1,concert hall,A,Transmission + Interaction,full11,loc,"2hSpace,2hViolin<left-play>",2.0,0.0,2.833239,testing,1.0
302,ex1_ch2_g1_scissors_A_TI,chain2,1,scissors,A,Transmission + Interaction,full11,obj,1hScissors<rightleft-leftright>,1.0,0.0,3.377859,testing,1.0
303,ex1_ch2_g1_bible_A_TI,chain2,1,bible,A,Transmission + Interaction,full11,obj,"2hOpenBook,2hCross",2.0,0.0,1.79478,testing,1.0
304,ex1_ch2_g1_camera_A_TI,chain2,1,camera,A,Transmission + Interaction,full11,obj,"2hCamera<asymm-pressRepeated*2>,2hLens,1hPointatObj<atObj>",3.0,0.0,2.574064,testing,1.0
305,ex1_ch2_g1_police_officer_A_TI,chain2,1,police officer,A,Transmission + Interaction,full11,person,"1hBadge<left>,1hPoint.Knock<right>",2.0,0.0,2.544101,testing,1.0
306,ex1_ch2_g1_darkroom_A_TI,chain2,1,darkroom,A,Transmission + Interaction,full11,loc,2hPalm.Feel<full-repeated>,1.0,0.0,2.385541,testing,1.0
307,ex1_ch2_g1_church_A_TI,chain2,1,church,A,Transmission + Interaction,full11,loc,"look+1hOpenDoor,2hPray",2.0,0.0,2.456725,testing,1.0
308,ex1_ch2_g1_to_make_an_arrest_A_TI,chain2,1,to make an arrest,A,Transmission + Interaction,full11,act,"1hStop,1hPoint<away-repeated>,2hTie,Cry+2hwrists.Together",4.0,0.0,4.877801,testing,1.0
309,ex1_ch2_g1_to_preach_A_TI,chain2,1,to preach,A,Transmission + Interaction,full11,act,"1hFingerWag<left-repeated>,1hFingerWag<rightleft>",2.0,1.0,3.528331,testing,1.0
310,ex1_ch2_g1_handcuffs_A_TI,chain2,1,handcuffs,A,Transmission + Interaction,full11,obj,"2hwrists.Together<emph>,1hPointatObj<atObj>,2hwrists.Together<emph>",3.0,1.0,2.221391,testing,1.0
311,ex1_ch2_g1_hair_salon_A_TI,chain2,1,hair salon,A,Transmission + Interaction,full11,loc,"2hSpace,2hScissors-HoldHair<left-repeated>",2.0,0.0,3.370546,testing,1.0
312,ex1_ch2_g1_photographer_B_TI,chain2,1,photographer,B,Transmission + Interaction,full12,person,"2hCamera<symm-pressRepeated*3>,2hLens,1hPointSelf<self-repeated>,2hCamera<symm-pressRepeated*3>,2hCamera<symm-pressRepeated*3>,2hLens,2hCamera<symm-pressRepeated*3-1hPoint<self-repeated>,2hCamera<symm-repeatedPress*6>",8.0,5.0,14.529281,testing,0.0
313,ex1_ch2_g1_vicar_B_TI,chain2,1,vicar,B,Transmission + Interaction,full12,person,"2hHeart,2hCross,2hHeart,2hGive,2hOpenBook+look,2hCross,2hOpenBook+look,2hGive,2hOpenBook+look,2hCross,2hOpenBook",11.0,7.0,18.040633,testing,0.0
314,ex1_ch2_g1_church_B_TI,chain2,1,church,B,Transmission + Interaction,full12,loc,"2hOpenDoor,look,2hCross,2hPray,1hCross",5.0,0.0,7.987765,testing,1.0
315,ex1_ch2_g1_singer_B_TI,chain2,1,singer,B,Transmission + Interaction,full12,person,"1hPointSelf<self-repeated>,2hSing<centre>,1PointSelf<self-repeated>,2hSing<centre>,1hPointSelf<self-repeated>,2hSing<centre>",6.0,3.0,9.087714,testing,1.0
316,ex1_ch2_g1_to_cook_B_TI,chain2,1,to cook,B,Transmission + Interaction,full12,act,"2hHoldPan<shake-centre>,(1hHoldPan<hold>,1hPour<right>),1hPour<left>,1hMix,1hHoldPan<shake>,1hMix,1hPour<right>",8.0,4.0,9.771442,testing,1.0
317,ex1_ch2_g1_to_sing_B_TI,chain2,1,to sing,B,Transmission + Interaction,full12,act,"Sing+2hOpenBook,2hSing<centre>,Sing+2hOpenBook,2hSing<centre>,1hPointSelf<self-repeated>,CORRECT,2hSing<centre>",7.0,3.0,8.457739,testing,1.0
318,ex1_ch2_g1_microphone_B_TI,chain2,1,microphone,B,Transmission + Interaction,full12,obj,"Sing+1hMicrophone<hold>,1hPointatObj<atObj-repeated>,Sing+1hMicrophone<hold>,1hPointatObj<atObj-repeated>",4.0,2.0,5.554611,testing,1.0
319,ex1_ch2_g1_scissors_B_TI,chain2,1,scissors,B,Transmission + Interaction,full12,obj,"1hScissors<rightleft>,(1hScissors<hold>,1hPointatObj<atObj>),1hScissors<rightleft-leftright>",4.0,2.0,7.229219,testing,1.0
320,ex1_ch2_g1_to_take_a_photo_B_TI,chain2,1,to take a photo,B,Transmission + Interaction,full12,act,"2hCamera<left-symm-pressRepeated*3>,2hCamera<left-symm-pressRepeated*2>,2hCamera<left-symm-pressRepeated*2>,1hPointatObj<atObj>,2hCamera<left-symm-pressRepeated*6>",5.0,3.0,7.354811,testing,1.0
321,ex1_ch2_g1_bible_B_TI,chain2,1,bible,B,Transmission + Interaction,full12,obj,"2hOpenBook,2hCross,2hOpenBook,2hCross,2hOpenBook",5.0,3.0,8.00311,testing,1.0
322,ex1_ch2_g1_handcuffs_B_TI,chain2,1,handcuffs,B,Transmission + Interaction,full12,obj,"2hwrists.Together<emph>+Cry,1hPointatObj<atObj>,2hwrists.Together<emph>",3.0,1.0,5.896123,testing,1.0
323,ex1_ch2_g1_to_give_a_haircut_B_TI,chain2,1,to give a haircut,B,Transmission + Interaction,full12,act,"2hFluff,2hHoldHead,2hScissors-Hold<centre-repeated>",3.0,0.0,4.220465,testing,1.0
324,ex1_ch2_g1_camera_B_TI,chain2,1,camera,B,Transmission + Interaction,full12,obj,"2hCamera<symm-pressRepeated*2>,1hPointatObj<atObj>,2hCamera<symm-pressRepeated*3>",3.0,1.0,3.074067,testing,1.0
325,ex1_ch2_g1_concert_hall_B_TI,chain2,1,concert hall,B,Transmission + Interaction,full12,loc,"2hSpace,2hInstrument<play>,2hSing<centre>",3.0,0.0,3.899156,testing,1.0
326,ex1_ch2_g1_chef_B_TI,chain2,1,chef,B,Transmission + Interaction,full12,person,"2hMustache,1hHoldPan<shake>,2hHat",3.0,0.0,3.078618,testing,1.0
327,ex1_ch2_g1_to_preach_B_TI,chain2,1,to preach,B,Transmission + Interaction,full12,act,Frown+1hFingerWag<left-repeated>,1.0,0.0,1.52222,testing,1.0
328,ex1_ch2_g1_hairdresser_B_TI,chain2,1,hairdresser,B,Transmission + Interaction,full12,person,"2hScissors-HoldHair<repeated>,1hPointSelf<self-repeated>,2hScissors-HoldHair<repeated>",3.0,1.0,3.079497,testing,1.0
329,ex1_ch2_g1_restaurant_B_TI,chain2,1,restaurant,B,Transmission + Interaction,full12,loc,"2hDine<repeated>,Greet+2hWave",2.0,0.0,2.757824,testing,1.0
330,ex1_ch2_g1_hair_salon_B_TI,chain2,1,hair salon,B,Transmission + Interaction,full12,loc,"2hSpace,1hScissors-Hold<centre>,2hScissors-HoldHair,1hScissors-Hold<centre>,2hSpace<repeated>",5.0,2.0,7.165855,testing,1.0
331,ex1_ch2_g1_police_officer_B_TI,chain2,1,police officer,B,Transmission + Interaction,full12,person,"1hPoint.Knock<left>,(1hPoint.Knock<left-hold>,1hBadge<right>),1hPoint.Knock<left>",4.0,2.0,2.666458,testing,1.0
332,ex1_ch2_g1_to_make_an_arrest_B_TI,chain2,1,to make an arrest,B,Transmission + Interaction,full12,act,"1hPoint<away-left>,2hStop<left>,2hwrists.Together<centre>+Cry",3.0,0.0,3.022427,testing,1.0
333,ex1_ch2_g1_darkroom_B_TI,chain2,1,darkroom,B,Transmission + Interaction,full12,loc,EyesClosed+2hPalm.Feel<full-repeated>,1.0,0.0,2.225993,testing,1.0
334,ex1_ch2_g1_frying_pan_B_TI,chain2,1,frying pan,B,Transmission + Interaction,full12,obj,"1hPan.Outline,2hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),2hHoldPan<shake>",5.0,1.0,4.98586,testing,1.0
335,ex1_ch2_g1_prison_B_TI,chain2,1,prison,B,Transmission + Interaction,full12,loc,"Frown+1hCloseDoor,2hHoldBars+Cry",2.0,0.0,3.299567,testing,1.0
336,ex1_ch2_g2_singer_A_TI,chain2,2,singer,A,Transmission + Interaction,full13,person,"2hSing<left>,2hSing<right>,2hHeart",3.0,1.0,2.306425,testing,0.0
337,ex1_ch2_g2_police_officer_A_TI,chain2,2,police officer,A,Transmission + Interaction,full13,person,"1hStop<right>,1hKnock<right>,1hPointSelf<self-repeated>",3.0,0.0,2.729138,testing,1.0
338,ex1_ch2_g2_concert_hall_A_TI,chain2,2,concert hall,A,Transmission + Interaction,full13,loc,"2hSpace,2hViolin<left-play>",2.0,0.0,1.979837,testing,1.0
339,ex1_ch2_g2_handcuffs_A_TI,chain2,2,handcuffs,A,Transmission + Interaction,full13,obj,"2hwrists.Together<emph>,1hPointatObj<atObj>,2hwrists.Together",3.0,1.0,1.856528,testing,1.0
340,ex1_ch2_g2_photographer_A_TI,chain2,2,photographer,A,Transmission + Interaction,full13,person,"2hCamera<asymm-repeatedPress*2>,1hPoint<away-right>,1hInstruct,1hCome,1hStop",5.0,0.0,3.059669,testing,1.0
341,ex1_ch2_g2_microphone_A_TI,chain2,2,microphone,A,Transmission + Interaction,full13,obj,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",2.0,0.0,1.893425,testing,1.0
342,ex1_ch2_g2_hairdresser_A_TI,chain2,2,hairdresser,A,Transmission + Interaction,full13,person,"1hWave,1hPoint<centre>,1hScissors-Hold<centre-repeated>",3.0,0.0,4.223143,testing,0.0
343,ex1_ch2_g2_church_A_TI,chain2,2,church,A,Transmission + Interaction,full13,loc,"2hSpace,2hPray",2.0,0.0,5.026948,testing,1.0
344,ex1_ch2_g2_to_cook_A_TI,chain2,2,to cook,A,Transmission + Interaction,full13,act,"1hPour<right>,1hPour<left>,1hMix,1hPour<right>",4.0,2.0,2.94983,testing,1.0
345,ex1_ch2_g2_to_preach_A_TI,chain2,2,to preach,A,Transmission + Interaction,full13,act,"2hPray<left>,2hPray<right>,2hGive,2hPray",4.0,2.0,3.987671,testing,0.0
346,ex1_ch2_g2_frying_pan_A_TI,chain2,2,frying pan,A,Transmission + Interaction,full13,obj,"2hPan.Outline,2hHoldPan<shake>",2.0,0.0,3.184897,testing,1.0
347,ex1_ch2_g2_bible_A_TI,chain2,2,bible,A,Transmission + Interaction,full13,obj,"2hOpenBook,2hCross",2.0,0.0,2.153106,testing,1.0
348,ex1_ch2_g2_scissors_A_TI,chain2,2,scissors,A,Transmission + Interaction,full13,obj,"1hScissors<rightleft>,(1hScissors<hold>,1hPointatObj<atObj>),1hScissors<rightleft-leftright>",4.0,2.0,3.386832,testing,1.0
349,ex1_ch2_g2_camera_A_TI,chain2,2,camera,A,Transmission + Interaction,full13,obj,"2hCamera<asymm-repeatedPress*2>,1hPointatObj<atObj>,2hCamera",3.0,1.0,2.12254,testing,1.0
350,ex1_ch2_g2_chef_A_TI,chain2,2,chef,A,Transmission + Interaction,full13,person,"2hMustache,2hHat",2.0,0.0,1.500652,testing,1.0
351,ex1_ch2_g2_vicar_A_TI,chain2,2,vicar,A,Transmission + Interaction,full13,person,"CORRECT,1hPointSelf<self-repeated>,1hCross,2hPray,1hPointSelf<self-repeated>",5.0,1.0,4.096964,testing,1.0
352,ex1_ch2_g2_darkroom_A_TI,chain2,2,darkroom,A,Transmission + Interaction,full13,loc,2hPalm.Feel<right-left>,1.0,0.0,1.71713,testing,1.0
353,ex1_ch2_g2_to_take_a_photo_A_TI,chain2,2,to take a photo,A,Transmission + Interaction,full13,act,"2hCamera<right-asymm-pressRepeated*2>,2hCamera<left-asymm-pressRepeated*2>,2hCamera<right-asymm-pressRepeated*2>",3.0,2.0,3.122633,testing,1.0
354,ex1_ch2_g2_to_make_an_arrest_A_TI,chain2,2,to make an arrest,A,Transmission + Interaction,full13,act,"1hPoint<away-right>,1hStop<right>,2hwrists.Together+Sad",3.0,0.0,2.645009,testing,1.0
355,ex1_ch2_g2_prison_A_TI,chain2,2,prison,A,Transmission + Interaction,full13,loc,"2hSpace,2hwrists.Together+Sad",2.0,0.0,2.983079,testing,1.0
356,ex1_ch2_g2_hair_salon_A_TI,chain2,2,hair salon,A,Transmission + Interaction,full13,loc,"2hSpace,2hScissors-HoldHair<right>",2.0,0.0,2.116635,testing,1.0
357,ex1_ch2_g2_to_sing_A_TI,chain2,2,to sing,A,Transmission + Interaction,full13,act,"Sing+1hMicrophone,2hSing<right>,2hSing<left>",3.0,1.0,2.727929,testing,1.0
358,ex1_ch2_g2_to_give_a_haircut_A_TI,chain2,2,to give a haircut,A,Transmission + Interaction,full13,act,"2hFluff,2hScissors-Hold<centre>",2.0,0.0,2.121339,testing,1.0
359,ex1_ch2_g2_restaurant_A_TI,chain2,2,restaurant,A,Transmission + Interaction,full13,loc,"2hSpace,2hDine<repeated>",2.0,0.0,3.691867,testing,1.0
360,ex1_ch2_g2_darkroom_B_TI,chain2,2,darkroom,B,Transmission + Interaction,full14,loc,EyesClosed+2hPalm.Feel<full-repeated>,1.0,0.0,4.651561,testing,1.0
361,ex1_ch2_g2_to_cook_B_TI,chain2,2,to cook,B,Transmission + Interaction,full14,act,"1hPour<right>,1hPour<left>,1hHoldPan<shake>",3.0,1.0,2.158406,testing,1.0
362,ex1_ch2_g2_hair_salon_B_TI,chain2,2,hair salon,B,Transmission + Interaction,full14,loc,"2hSpace,2hScissors-HoldHair<left>",2.0,0.0,2.625616,testing,1.0
363,ex1_ch2_g2_camera_B_TI,chain2,2,camera,B,Transmission + Interaction,full14,obj,"2hCamera<asymm-pressRepeated*2>,1hPointatObj<atObj>,2hCamera<asymm-pressRepeated>",3.0,1.0,2.670365,testing,0.0
364,ex1_ch2_g2_photographer_B_TI,chain2,2,photographer,B,Transmission + Interaction,full14,person,"2hCamera<asymm-pressRepeated*2>,1hStop,1hInstruct,2hCamera<asymm-pressRepeated>",4.0,1.0,3.551595,testing,1.0
365,ex1_ch2_g2_vicar_B_TI,chain2,2,vicar,B,Transmission + Interaction,full14,person,"1hPointSelf<self-repeated>,1hCross,2hPointSelf<self-repeated>",3.0,0.0,2.425305,testing,1.0
366,ex1_ch2_g2_chef_B_TI,chain2,2,chef,B,Transmission + Interaction,full14,person,"2hMustache,2hHat,1hHoldPan<shake>",3.0,0.0,2.817274,testing,1.0
367,ex1_ch2_g2_frying_pan_B_TI,chain2,2,frying pan,B,Transmission + Interaction,full14,obj,"2hPan.Outline,2hHoldPan<shake>",2.0,0.0,2.272127,testing,1.0
368,ex1_ch2_g2_church_B_TI,chain2,2,church,B,Transmission + Interaction,full14,loc,"2hSpace,1hCross,2hPray",3.0,0.0,3.33098,testing,1.0
369,ex1_ch2_g2_bible_B_TI,chain2,2,bible,B,Transmission + Interaction,full14,obj,"2hOpenBook,1hCross",2.0,0.0,2.522283,testing,1.0
370,ex1_ch2_g2_to_make_an_arrest_B_TI,chain2,2,to make an arrest,B,Transmission + Interaction,full14,act,"1hStop<left-forward>,1hKnock<right-forward>,2hwrists.Together<back>",3.0,0.0,2.540455,testing,1.0
371,ex1_ch2_g2_police_officer_B_TI,chain2,2,police officer,B,Transmission + Interaction,full14,person,"1hPointSelf<self-repeated>,1hStop<left-hold>,1hKnock<right>",3.0,0.0,2.098283,testing,1.0
372,ex1_ch2_g2_to_preach_B_TI,chain2,2,to preach,B,Transmission + Interaction,full14,act,"1hCross,1hSpeak<right>,1hSpeak<left>",3.0,1.0,3.326746,testing,1.0
373,ex1_ch2_g2_handcuffs_B_TI,chain2,2,handcuffs,B,Transmission + Interaction,full14,obj,"2hwrists.Together,1hPointatObj<atObj>",2.0,0.0,1.224855,testing,1.0
374,ex1_ch2_g2_concert_hall_B_TI,chain2,2,concert hall,B,Transmission + Interaction,full14,loc,"2hSpace,2hViolin<left-play>",2.0,0.0,2.300069,testing,1.0
375,ex1_ch2_g2_scissors_B_TI,chain2,2,scissors,B,Transmission + Interaction,full14,obj,"(1hScissors<rightleft>,1hPointatObj<atObj>)",2.0,0.0,2.569158,testing,1.0
376,ex1_ch2_g2_singer_B_TI,chain2,2,singer,B,Transmission + Interaction,full14,person,"2hPointSelf<self-repeated>,Sing+1hMicrophone<hold>",2.0,0.0,1.747648,testing,1.0
377,ex1_ch2_g2_hairdresser_B_TI,chain2,2,hairdresser,B,Transmission + Interaction,full14,person,"1hPointSelf<self-repeated>,2hScissors-HoldHair<left>",2.0,0.0,1.488573,testing,1.0
378,ex1_ch2_g2_restaurant_B_TI,chain2,2,restaurant,B,Transmission + Interaction,full14,loc,"2hSpace,2hDine<repeated>",2.0,0.0,3.190447,testing,1.0
379,ex1_ch2_g2_microphone_B_TI,chain2,2,microphone,B,Transmission + Interaction,full14,obj,"1hMicrophone<hold>,1hPointatObj<atObj>",2.0,0.0,1.627535,testing,1.0
380,ex1_ch2_g2_to_sing_B_TI,chain2,2,to sing,B,Transmission + Interaction,full14,act,"Sing+1hMicrophone<hold>,2hSpeak,2hSpeak",3.0,1.0,2.992652,testing,0.0
381,ex1_ch2_g2_prison_B_TI,chain2,2,prison,B,Transmission + Interaction,full14,loc,"2hSpace,2hwrists.Together<hold>",2.0,0.0,2.517858,testing,1.0
382,ex1_ch2_g2_to_take_a_photo_B_TI,chain2,2,to take a photo,B,Transmission + Interaction,full14,act,"2hCamera<asymm-1Press>,2hCamera<asymm-pressRepeated*2>",2.0,1.0,2.860218,testing,1.0
383,ex1_ch2_g2_to_give_a_haircut_B_TI,chain2,2,to give a haircut,B,Transmission + Interaction,full14,act,"2hFluff,2hScissors-HoldHair<left>",2.0,0.0,2.167892,testing,1.0
384,ex1_ch2_g3_frying_pan_A_TI,chain2,3,frying pan,A,Transmission + Interaction,full15,obj,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>)",3.0,1.0,4.731952,testing,1.0
385,ex1_ch2_g3_vicar_A_TI,chain2,3,vicar,A,Transmission + Interaction,full15,person,"1hPointSelf<self-repeated>,1hCross,1hPointSelf<self-repeated>",3.0,1.0,3.772761,testing,1.0
386,ex1_ch2_g3_hairdresser_A_TI,chain2,3,hairdresser,A,Transmission + Interaction,full15,person,"1hPointSelf<self-repeated>,2hScissors-HoldHair<left>,1hWave,2hScissors-HoldHair<left>",4.0,1.0,4.888853,testing,0.0
387,ex1_ch2_g3_chef_A_TI,chain2,3,chef,A,Transmission + Interaction,full15,person,"2hMustache,2hPalm.Head",2.0,0.0,1.821207,testing,1.0
388,ex1_ch2_g3_to_sing_A_TI,chain2,3,to sing,A,Transmission + Interaction,full15,act,Sing+1hMicrophone<hold>,1.0,0.0,3.494892,testing,0.0
389,ex1_ch2_g3_to_give_a_haircut_A_TI,chain2,3,to give a haircut,A,Transmission + Interaction,full15,act,"2hFluff,2hScissors-HoldHair<left>",2.0,0.0,4.744157,testing,1.0
390,ex1_ch2_g3_bible_A_TI,chain2,3,bible,A,Transmission + Interaction,full15,obj,"2hOpenBook,1hCross,2hOpenBook,(1hPalm,1hPointatObj<atObj>),2hOpenBook<repeated>",6.0,2.0,4.827737,testing,1.0
391,ex1_ch2_g3_singer_A_TI,chain2,3,singer,A,Transmission + Interaction,full15,person,"2hSing<right>,2hSing<left>",2.0,1.0,2.882531,testing,1.0
392,ex1_ch2_g3_to_preach_A_TI,chain2,3,to preach,A,Transmission + Interaction,full15,act,"2hCrowd,2hPray<right>,2hPray<left>,2hCrowd",4.0,2.0,3.595692,testing,0.0
393,ex1_ch2_g3_photographer_A_TI,chain2,3,photographer,A,Transmission + Interaction,full15,person,"1hPointSelf<self-repeated>,2hCamera<right-asymm-pressRepeated*2,2hCamera<left-asymm-pressRepeated*2>",3.0,1.0,2.622875,testing,1.0
394,ex1_ch2_g3_church_A_TI,chain2,3,church,A,Transmission + Interaction,full15,loc,"2hSpace,2hPray,1hCross,2hPray",4.0,1.0,3.475485,testing,1.0
395,ex1_ch2_g3_darkroom_A_TI,chain2,3,darkroom,A,Transmission + Interaction,full15,loc,1hPalm.Feel<left-right>,1.0,0.0,1.7903,testing,1.0
396,ex1_ch2_g3_hair_salon_A_TI,chain2,3,hair salon,A,Transmission + Interaction,full15,loc,"1hWave,2hScissors-Hold<centre>,2hScissors-Hold<centre>",3.0,1.0,4.215454,testing,0.0
397,ex1_ch2_g3_restaurant_A_TI,chain2,3,restaurant,A,Transmission + Interaction,full15,loc,"2hSpace,2hDine",2.0,0.0,2.563199,testing,1.0
398,ex1_ch2_g3_prison_A_TI,chain2,3,prison,A,Transmission + Interaction,full15,loc,"2hSpace,2hwrists.Together+Sad",2.0,0.0,2.152523,testing,1.0
399,ex1_ch2_g3_microphone_A_TI,chain2,3,microphone,A,Transmission + Interaction,full15,obj,"(Sing+1hMicrophone<hold>,1hPointatObj<atObj>)",2.0,0.0,1.636785,testing,1.0
400,ex1_ch2_g3_to_make_an_arrest_A_TI,chain2,3,to make an arrest,A,Transmission + Interaction,full15,act,"1hPoint<away-right>,1hStop<right>,2hwrists.Together<right>",3.0,0.0,2.933298,testing,1.0
401,ex1_ch2_g3_camera_A_TI,chain2,3,camera,A,Transmission + Interaction,full15,obj,"2hCamera<asymm-pressRepeated*2>,1hPointatObj<atObj>",2.0,0.0,1.554291,testing,1.0
402,ex1_ch2_g3_handcuffs_A_TI,chain2,3,handcuffs,A,Transmission + Interaction,full15,obj,"2hwrists.Together,1hPointatObj<atObj>",2.0,0.0,1.333186,testing,1.0
403,ex1_ch2_g3_to_cook_A_TI,chain2,3,to cook,A,Transmission + Interaction,full15,act,"1hPour<right>,1hPour<left>,1hMix",3.0,1.0,1.845991,testing,1.0
404,ex1_ch2_g3_scissors_A_TI,chain2,3,scissors,A,Transmission + Interaction,full15,obj,"1hScissors,(1hScissors<hold>,1hPointatObj<atObj>)",3.0,1.0,1.518195,testing,1.0
405,ex1_ch2_g3_to_take_a_photo_A_TI,chain2,3,to take a photo,A,Transmission + Interaction,full15,act,"2hCamera<right-asymm-pressRepeated*2>,2hCamera<left-asymm-pressRepeated*2>,2hCamera<right>",3.0,2.0,2.594889,testing,1.0
406,ex1_ch2_g3_concert_hall_A_TI,chain2,3,concert hall,A,Transmission + Interaction,full15,loc,"2hSpace,2hViolin<play>",2.0,0.0,2.019548,testing,1.0
407,ex1_ch2_g3_police_officer_A_TI,chain2,3,police officer,A,Transmission + Interaction,full15,person,"1hPointSelf<self-repeated>,(YOU+1hPoint<away-right>),1hStop<right>",3.0,0.0,2.019015,testing,1.0
408,ex1_ch2_g3_photographer_B_TI,chain2,3,photographer,B,Transmission + Interaction,full16,person,"2hCamera<asymm-pressRepeated*2>,1hPointSelf<self,repeated>,2hCamera<asymm-pressRepeated*2>",4.0,1.0,2.742151,testing,1.0
409,ex1_ch2_g3_to_preach_B_TI,chain2,3,to preach,B,Transmission + Interaction,full16,act,"1hPray<centre>,1hPray<right>,1hSpace",3.0,1.0,3.234619,testing,0.0
410,ex1_ch2_g3_microphone_B_TI,chain2,3,microphone,B,Transmission + Interaction,full16,obj,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",2.0,0.0,1.679642,testing,1.0
