levenshtein,jaccard,obe_dtw,shape_dtw
6.0,1.0,1.8222277448878008,2.3480935150633644
3.0,1.0,0.748984567030084,0.9451945143720593
3.0,0.6667,0.4361793280841608,0.8967930778579064
2.0,1.0,1.1005710735888046,1.2951461198459553
5.0,1.0,1.6906044864891727,2.1004080392992117
5.0,0.8333,0.603155804154648,0.8269183270538676
4.0,1.0,1.6156386806706011,2.0549717469182225
3.0,1.0,0.5379466267754763,0.7081767176064542
2.0,0.6667,0.40400408495800894,0.7421683046572691
2.0,0.5,0.8489426568108928,0.9591405466526773
8.0,0.8,0.9161164074282415,1.23207213824535
2.0,1.0,0.7601808784595235,0.8331939781793326
3.0,0.75,0.7311858073275447,0.7962918087139331
2.0,1.0,1.8943464950019981,2.1265524031212113
2.0,1.0,0.6134456516363441,0.996139388493649
3.0,1.0,1.6207171381926706,1.8031148011277287
5.0,1.0,0.3825402412267349,1.0089900075460685
0.0,0.0,1.6580611539446606,1.769380514624593
2.0,1.0,0.37438559839621255,0.5772390745567471
1.0,1.0,1.0160213209830495,1.252311072207959
2.0,1.0,1.6622894614454282,2.441153384286601
4.0,1.0,1.6537695413048923,2.080174302470025
4.0,0.8571,1.1458012491495388,1.315948962024212
5.0,0.8571,0.6314933923087638,0.9110824208628072
2.0,1.0,2.1040561797510615,2.2276567331443515
3.0,1.0,0.7177984481782032,1.4301113219241501
2.0,0.6667,1.082218240213837,1.402995818998647
5.0,1.0,1.0808100340995561,1.6065790343896422
12.0,1.0,0.8181150680604828,1.027053487217741
7.0,0.75,0.6586843217888686,1.235137521604999
3.0,1.0,1.5425409492126751,1.9293893735241239
1.0,0.6667,0.6104182245616074,1.0468918988166327
4.0,1.0,0.6790710641616987,1.1915920468562975
2.0,1.0,1.9255892085013881,2.187460361997996
2.0,1.0,1.0116634290453683,1.4040086438143904
1.0,0.3333,0.712172857020061,0.9360236308079666
5.0,0.8,0.49120072318852653,0.7225054043460905
3.0,1.0,1.263005017001629,1.5775738897153033
3.0,1.0,0.8208054704822825,0.9449476170921719
3.0,0.8,1.745304672315775,2.149330934802169
0.0,0.0,0.744576324110326,1.041395624004993
2.0,1.0,0.8189040869613012,1.6370796451955936
7.0,1.0,1.0898056998358214,1.4600165380605206
4.0,1.0,1.5470826034477738,1.8395173857430942
3.0,1.0,1.194974940336302,1.37308952609379
2.0,1.0,1.5065663834572374,2.121538161985505
4.0,1.0,0.8200707207852022,1.0920369668381114
0.0,0.0,0.6811186627700627,1.1011620820273826
3.0,1.0,1.804571230144984,2.4605742926789906
3.0,0.75,1.5685885293207038,1.8763836898284898
3.0,0.6667,1.6082156842556894,2.6626111521953164
4.0,1.0,0.4048951425855247,0.5357926518270439
2.0,0.75,0.9070296602934645,1.244766523670599
1.0,0.5,0.5612271887454835,0.7960640345903237
3.0,0.5,0.7298495905082177,0.8757508113311592
4.0,0.8333,2.0148133838666964,2.4131084655736936
3.0,1.0,0.6903213702780105,0.9091311600403821
2.0,1.0,0.5737312622567834,1.0101149593013181
4.0,1.0,0.5311085662318478,1.152837938172775
2.0,0.75,1.401753252093847,1.8212495495790286
4.0,1.0,0.7088044439425886,0.9135748447695947
5.0,0.5,0.22786794469731256,0.6857313580210923
4.0,1.0,0.7257874311242309,0.8708324377808133
3.0,1.0,0.8223412537650301,1.4675564524315314
3.0,1.0,0.9067141637450392,1.0085013355260566
6.0,1.0,0.9222790571440556,1.1786797806171172
4.0,1.0,0.8384196461160409,1.1618901958941315
5.0,0.8,0.4053154176681561,0.4955447353833027
3.0,1.0,1.2279193782120432,1.7147360896104193
2.0,0.75,0.5640296157268458,0.6602631761544168
2.0,0.75,0.5480696973187641,0.7767266046523436
4.0,0.8333,0.4486613860626555,0.5778316486252632
2.0,0.6667,1.1485141599472277,1.3579263935872052
2.0,0.8,1.1066284246701235,1.375285887956979
3.0,0.6667,2.0062281142243634,2.066160701177348
5.0,1.0,1.1992198755916508,1.381726569380897
4.0,1.0,0.3109517747034492,1.3465535694446669
3.0,0.75,0.39406966458738374,0.5529849588391559
3.0,1.0,0.923904396610118,1.3572434107581455
3.0,0.75,0.6197223633474925,1.0888221812561285
2.0,0.75,1.0123641624223396,1.4289638376192437
2.0,0.8,0.5281746069194447,0.9128117842133036
3.0,0.8,0.4664857577930371,0.5810383932671895
0.0,0.0,0.4600843892572793,0.7243507393971611
5.0,1.0,0.8537969124943372,1.1197148241418369
3.0,1.0,0.7380365621255713,0.9340415013361364
3.0,1.0,1.372142043989997,1.6119908468417643
7.0,1.0,1.5710276317889111,1.9233654991832534
5.0,1.0,1.4174057231927892,1.7021953797843685
3.0,1.0,1.9945285603969791,2.418191237768521
4.0,1.0,1.0362551482470979,1.5676177441653645
2.0,1.0,1.0446450117196855,1.7742187706038428
0.0,0.0,0.6466649685419544,0.8206601735570792
2.0,1.0,0.8076179136458133,1.6422355713367929
3.0,1.0,1.4153899239629186,1.516789813175366
3.0,1.0,1.5309074102375617,1.866714406626779
3.0,1.0,1.1568640212145367,1.6885217607339875
1.0,1.0,0.6665516194240368,1.1410360542166655
2.0,1.0,1.8554152608610472,2.3092109242158667
3.0,1.0,0.5511674893122557,1.0088276277751047
2.0,0.75,0.5527366545623864,0.6138455895686799
1.0,0.3333,1.9752459187246163,2.0478475726092555
7.0,1.0,0.6992742606942011,0.8695093723237833
0.0,0.0,0.4968270340797619,0.6562146864741136
3.0,1.0,0.8555380733718997,1.406994547164155
3.0,1.0,1.490379353754415,1.756893871320751
2.0,1.0,0.6796950841459398,1.0211872542616993
