comparison_id,pair,referent,hands_dtw,A_hands,B_hands,average_distance,average_distance_xyz,left_wrist,right_wrist,left_thumb,right_thumb,left_index,right_index,left_middle,right_middle,left_ring,right_ring,left_pinky,right_pinky,left_right_index,right_left_index,average_size,size_A,left_size_A,right_size_A,size_B,left_size_B,right_size_B,location,handshape,orientation,movement,sim_notes,speaker_1,round_1,director_1,target_1,accuracy_1,begin_time_1_adj,end_time_1_adj,duration_1_adj,iconic_1,A_LH_gesture_referent_1,A_RH_gesture_referent_1,B_LH_gesture_referent_1,B_RH_gesture_referent_1,A_speech_eng_1,B_speech_eng_1,speaker_2,round_2,director_2,target_2,accuracy_2,begin_time_2_adj,end_time_2_adj,duration_2_adj,iconic_2,A_LH_gesture_referent_2,A_RH_gesture_referent_2,B_LH_gesture_referent_2,B_RH_gesture_referent_2,A_speech_eng_2,B_speech_eng_2
346,12,10D,right,right,right,0.3966159682541905,0.3982191266637116,,1.3197443362823258,,0.0921647110809729,,0.1352294272047632,,0.2173423648964249,,0.2807782116339291,,0.3344367584267271,,,0.1352908596410313,0.1333573553743467,0.0418581703978654,0.2248565403508279,0.137224363907716,0.1252714983192361,0.149177229496196,,,,,,B,1.0,B,10.0,,329738.0,330068.0,330.0,True,,,,10D-REP,,"Yes, this one I found that it looked a little bit like on the back of the cup there was some kind of flap or s-s-screen.",A,1.0,B,10.0,,360360.0,360690.0,330.0,True,,10D,,,"Yes, without a platform and then another one of those eh plates behind it.",
347,12,10A,both,both,both,0.2490397388407142,0.2547744076522854,0.4438883640876661,0.3081416201320836,0.3957960623978739,0.3850878994333301,0.3280813756093258,0.2742408476895596,0.2525023039498933,0.1866576453352971,0.1668012945593202,0.11754506033301,0.0726671922455994,0.0570672003156113,,,0.3863792821850257,0.0912206990066238,0.1120328727722123,0.0704085252410352,0.6815378653634276,0.6500409420915181,0.7130347886353372,,,,,,B,1.0,B,10.0,,334279.0,334699.0,420.0,True,,,10E-REP,10A-REP,,And on the two sides it has two of those poles with a ball on them.,A,1.0,B,10.0,,348299.0,349440.0,1141.0,True,10A,10E,,,"So then, he has, say, he does this.",
348,12,10E,both,both,both,0.2490397388407142,0.2547744076522854,0.4438883640876661,0.3081416201320836,0.3957960623978739,0.3850878994333301,0.3280813756093258,0.2742408476895596,0.2525023039498933,0.1866576453352971,0.1668012945593202,0.11754506033301,0.0726671922455994,0.0570672003156113,,,0.3863792821850257,0.0912206990066238,0.1120328727722123,0.0704085252410352,0.6815378653634276,0.6500409420915181,0.7130347886353372,,,,,,B,1.0,B,10.0,,334279.0,334699.0,420.0,True,,,10E-REP,10A-REP,,And on the two sides it has two of those poles with a ball on them.,A,1.0,B,10.0,,348299.0,349440.0,1141.0,True,10A,10E,,,"So then, he has, say, he does this.",
349,12,10A+10B,both,both,both,0.3812913867616606,0.3848680202160173,0.5090641560793596,0.5499466251013649,0.3522025391141621,0.3109531789833269,0.455856318623669,0.3172781846239011,0.4632033648547396,0.3552357620724833,0.4157562165638201,0.3196217312680503,0.2958575124809665,0.2305210513740842,,,0.2382031843894387,0.4119925048162435,0.4578485584533,0.3661364511791871,0.0644138639626339,0.0559911106692335,0.0728366172560343,,,,,,B,1.0,B,10.0,,336479.0,336859.0,380.0,True,,,10E+10F,10A+10B,,And on the two sides it has two of those poles with a ball on them.,A,1.0,B,10.0,,345565.0,346405.0,840.0,True,10A+10B,10E+10F,,,,
350,12,10E+10F,both,both,both,0.3812913867616606,0.3848680202160173,0.5090641560793596,0.5499466251013649,0.3522025391141621,0.3109531789833269,0.455856318623669,0.3172781846239011,0.4632033648547396,0.3552357620724833,0.4157562165638201,0.3196217312680503,0.2958575124809665,0.2305210513740842,,,0.2382031843894387,0.4119925048162435,0.4578485584533,0.3661364511791871,0.0644138639626339,0.0559911106692335,0.0728366172560343,,,,,,B,1.0,B,10.0,,336479.0,336859.0,380.0,True,,,10E+10F,10A+10B,,And on the two sides it has two of those poles with a ball on them.,A,1.0,B,10.0,,345565.0,346405.0,840.0,True,10A+10B,10E+10F,,,,
351,12,10D,right,right,right,0.132627016420368,0.1403329130189966,,0.2690606809219992,,0.0872414361950489,,0.0959121609812344,,0.1093525249288251,,0.1148528572490947,,0.1193424382460058,,,0.1268691696257295,0.2307925753158567,0.0444100504718072,0.4171751001599063,0.0229457639356023,0.0083977286474402,0.0374937992237645,,,,,,A,1.0,B,10.0,,361231.0,362171.0,940.0,True,,10D,,,"Yes, without a platform and then another one of those eh plates behind it.",,B,2.0,A,10.0,,959876.0,960206.0,330.0,True,,,,10D,,Is that with that screen back there?
352,12,08E,both,both,left,0.2340847930484933,0.2410145750247009,0.156810832417697,1.4567579755466171,0.2678341024460559,0.113193951714882,0.0852920599035312,0.0925798602458709,0.0327030144055281,0.0868768128019932,0.1122969123763571,0.0852371134958596,0.2468020995630743,0.0726327816644531,,,0.0781974575603206,0.0731199538351223,0.0711752406961125,0.0750646669741322,0.0832749612855188,0.0856614733212723,0.0808884492497653,,,,,,B,1.0,B,8.0,,520549.0,520949.0,400.0,True,,,08E,,,Same as that arm on the right.,A,2.0,A,8.0,,852412.0,854355.0,1943.0,True,08E,08E,,,"Um, it has under a tail.",
353,12,08A,both,both,both,0.1439483991640535,0.1545873246905615,0.1536492847221356,0.1459058425385072,0.1061010796985622,0.0790615222736097,0.2156571607571703,0.1150131584011647,0.2282471348387203,0.1126028391568689,0.2248182043412366,0.0951575069106038,0.1966034964854791,0.0545635598445835,,,0.1935539268280203,0.0509187915404139,0.0532032973267592,0.0486342857540686,0.3361890621156267,0.2625716535991943,0.4098064706320591,,,,,,B,1.0,B,8.0,,523639.0,525959.0,2320.0,True,,,08A,08A,,And above that is a kind of vie- flat square me- with two rods in it.,A,2.0,A,8.0,,863109.0,863439.0,330.0,True,08A,08A,,,"Um, it's a, yes square, two things come out of that.",
354,12,08B,both,left,both,0.5410005210095626,0.5427897892243827,1.14639202096622,2.1648109670070395,0.1400412891283038,0.3984462443809698,0.2941849301254443,0.3361979093234049,0.3580050610212404,0.3275079801892638,0.3731226973816496,0.3029721406412795,0.3423782164150721,0.3079467955348645,,,0.5065528492842921,0.4360441130358888,0.7347353076780462,0.1373529183937314,0.5770615855326953,0.621157760484706,0.5329654105806846,,,,,,B,1.0,B,8.0,,527177.0,527637.0,460.0,True,,,08B,08B,Oh pl- oh,And above that is a kind of vie- flat square me- with two rods in it.,A,1.0,B,8.0,,535459.0,535799.0,340.0,True,08B,,,,"V- eh, kind of through the square.",
355,12,11D,left,left,left,0.341395704596279,0.3428992276462252,0.8662030008178816,,0.0942799932736114,,0.2488273288447315,,0.2634950758210669,,0.3090847996968843,,0.2664840291234978,,,,0.0966527544892936,0.0849294933603408,0.1251496254830505,0.0447093612376311,0.1083760156182464,0.2022320294588929,0.0145200017775999,,,,,,A,1.0,A,11.0,,571548.0,571878.0,330.0,True,11D,,,,"One, one bar is square and the other bar is um ... not square.",,B,1.0,A,11.0,,585814.0,586144.0,330.0,True,,,11D-REP,,,"Yes, that is one so crazy shape, there the left bar."
356,12,11B,both,both,right,0.4448252876867656,0.4463320419329502,0.3527093417571404,0.6195924615980898,0.4305055946939468,0.287159966875074,0.6092237069495707,0.5095633382906213,0.5790487406916784,0.4669140265949275,0.5221506953645951,0.3405979147874242,0.4357229062640932,0.1847147583740263,,,0.1312332788128997,0.24151204298777,0.1716899970150263,0.3113340889605136,0.0209545146380294,0.0119567885288374,0.0299522407472213,,,,,,A,1.0,A,11.0,,580239.0,582419.0,2180.0,True,11C,11B,,,And on the right side he has a ball.,,B,2.0,B,11.0,,941540.0,942500.0,960.0,True,,,,11B,Oh.,
357,12,16D,left,left,left,0.2622758980684272,0.2698279612159882,0.395961823094584,,0.0855442667722889,,0.2464086203543969,,0.3088545836822789,,0.3043833083153133,,0.2325027861917015,,,,0.0792881432079683,0.0808240227414418,0.1467581521242283,0.0148898933586553,0.0777522636744949,0.1340892057278888,0.0214153216211009,,,,,,B,1.0,B,16.0,,633920.0,634250.0,330.0,True,,,16D,,,And another one of those f- crazy flummoxes.,A,1.0,B,16.0,,637017.0,637347.0,330.0,True,16D,,,,,"Yes, something like that."
358,12,14C,both,right,both,0.3655740029282157,0.3729990942603741,0.8182404587067904,0.4131645645109779,0.5744249377039263,0.1176766248221648,0.5943385843035605,0.1330525892775244,0.5149342167604132,0.1264391021913772,0.4382676576785627,0.1458371089376168,0.3478989358920843,0.1626132543535897,,,0.7338693083534522,0.9567908055886656,0.2840251039279851,1.6295565072493463,0.5109478111182388,0.5710830228278964,0.4508125994085813,,,,,,B,1.0,B,14.0,,669063.0,669393.0,330.0,True,,,14C,14C,,"Ehm, this one has like nose one big bar down.",A,2.0,A,14.0,,1019307.0,1019767.0,460.0,True,,14C-REP,,,And a pole.,
359,12,14D,both,both,both,0.2780225785812128,0.2899724870707769,0.4591166841545415,0.4650239580648888,0.216362199777033,0.1737850351019307,0.2728193892662068,0.2291197918739835,0.2756615461805667,0.2887641221481827,0.2701291505153458,0.2688578514781322,0.236071816805595,0.1805593976081471,,,0.3222594250488606,0.1379574668028576,0.1815804557267203,0.0943344778789949,0.5065613832948636,0.8906899348948341,0.1224328316948931,,,,,,B,1.0,B,14.0,,672601.0,676421.0,3820.0,True,,,14D,14B,,And he has two of those little arms that are a little crooked.,A,2.0,A,14.0,,1016790.0,1017450.0,660.0,True,14D,14B,,,"Um, I have a cup here with a ball on his head and arms as if he wants to give a hug.",
360,12,14A,both,right,both,0.6285812245582985,0.633264561590329,1.5568640035830048,1.7282877989747265,0.3842254486847585,0.3090770330506448,0.5081822177599029,0.5526111975343402,0.4449271597629212,0.5244877807246058,0.3690373623302022,0.4873447796115566,0.2790242228019945,0.398905689880924,,,0.2415055586202569,0.064659227573725,0.041114143602315,0.088204311545135,0.4183518896667888,0.7518244506998657,0.0848793286337118,,,,,,B,1.0,B,14.0,,675860.0,676340.0,480.0,True,,,14A,14B,,And a ball on his head.,A,2.0,A,14.0,,1015233.0,1015613.0,380.0,True,,14A,,,"Um, I have a cup here with a ball on his head and arms as if he wants to give a hug.",
361,12,14B,both,both,both,0.3754965044548201,0.3880644308927913,0.5719314308167287,0.4467239090090023,0.4114671271171541,0.212637566694179,0.5641233389014546,0.1760462571779092,0.5737636260597211,0.2388848200669359,0.512960779293227,0.2341880889097232,0.382982360833101,0.1802487485787048,,,0.2781546782348232,0.1379574668028576,0.1815804557267203,0.0943344778789949,0.4183518896667888,0.7518244506998657,0.0848793286337118,,,,,,B,1.0,B,14.0,,675860.0,676340.0,480.0,True,,,14A,14B,,And a ball on his head.,A,2.0,A,14.0,,1016790.0,1017450.0,660.0,True,14D,14B,,,"Um, I have a cup here with a ball on his head and arms as if he wants to give a hug.",
362,12,15C,both,both,both,0.1955802832584866,0.1997348514022478,0.5246106307618122,0.5195305941448766,0.0999341269377045,0.1022296448540538,0.1500054308098695,0.1844553345331865,0.1360255257008027,0.1746476120651171,0.1191907152480778,0.1502544792894951,0.0882519570657982,0.0978273476910455,,,0.4288778517249859,0.691705781172436,0.6542434487817019,0.72916811356317,0.1660499222775357,0.1704968788603234,0.1616029656947481,,,,,,A,1.0,A,15.0,,687996.0,691616.0,3620.0,True,15C,15C,,,It's sort of a floating platform.,,B,2.0,B,15.0,,872581.0,874675.0,2094.0,True,,,15C,15C,,"Oh, I have the floating hula hope."
363,12,15D,left,left,left,0.3056817441699597,0.3118857657211715,0.1629565617551509,,0.4598153036674822,,0.4789015632980397,,0.3058823900673227,,0.2381058119801579,,0.1884288342516044,,,,0.1700562590149028,0.1811693670723692,0.3483527676637747,0.0139859664809636,0.1589431509574364,0.2494147125760368,0.068471589338836,,,,,,A,1.0,A,15.0,,695904.0,696344.0,440.0,True,15D,,,,"Um, on the left an angular rod.",,B,1.0,A,15.0,,696881.0,701741.0,4860.0,True,,,15D,,"Um, on the left an angular rod.",
364,12,15D,left,left,left,0.3682112065647642,0.3752435707921926,0.6801886422836815,,0.5616687132196637,,0.4037299656584027,,0.2646846812077736,,0.1894712092733171,,0.1095240277457462,,,,0.1758498853171519,0.1927566196768675,0.3036305205564607,0.0818827187972742,0.1589431509574364,0.2494147125760368,0.068471589338836,,,,,,B,1.0,A,15.0,,696881.0,701741.0,4860.0,True,,,15D,,"Um, on the left an angular rod.",,A,1.0,A,15.0,,697432.0,697762.0,330.0,True,15D,,15D,,"Um, on the left an angular rod.",
365,12,15D,both,both,left,0.2124602713817584,0.2167291746248631,0.586334709980281,0.1114908059958722,0.3184314941863968,0.0667761042231395,0.3716538186826256,0.0724358400259896,0.2681383412174504,0.0719434528463107,0.2777178439605725,0.0717605812266528,0.2577951022868324,0.0750451619489773,,,0.3074953136628907,0.2425647425970378,0.4422939538973995,0.042835531296676,0.3724258847287436,0.6234629357852354,0.1213888336722518,,,,,,A,1.0,A,15.0,,699079.0,700159.0,1080.0,True,15D,,15D,,"So sitting(?) an eh rod, there's an angle in it.",,B,1.0,A,15.0,,701700.0,702979.0,1279.0,True,,15A,15D,,And two of those things on his head.,
366,12,15A,both,right,both,0.4557245298656942,0.4594168770342554,1.478070388739421,0.3305128137024176,0.4487673575507255,0.172131970486667,0.6838539496951028,0.2292884315004747,0.5653715114595987,0.3011966138093598,0.439500275243453,0.1440025446881324,0.5165007660018113,0.1594977355111666,,,0.0871584038993669,0.1207600045429209,0.0454169419022035,0.1961030671836383,0.053556803255813,0.0743041518039848,0.0328094547076412,,,,,,A,1.0,A,15.0,,701700.0,702979.0,1279.0,True,,15A,15D,,And two of those things on his head.,,B,2.0,B,15.0,,875852.0,876412.0,560.0,True,,,15A,15A,"Yes, let's see.",
367,12,06D,both,right,both,0.451182498187355,0.4630928140946218,1.414974034654257,0.1093366199203227,0.4830870879520237,0.0393969804337227,0.7482053281152393,0.1322866553545314,0.7635421019473801,0.1461598932857199,0.7189616116858183,0.1317462672434173,0.6057401866054176,0.12075321105041,,,0.2259061754290979,0.3044518923793093,0.0363649574678688,0.5725388272907498,0.1473604584788865,0.0939557027251515,0.2007652142326215,,,,,,B,1.0,B,6.0,,717520.0,717850.0,330.0,True,,,06D,06D,,"Really such a nose with such a pole through it, and then such a round disk still behind it.",A,2.0,A,6.0,,903779.0,904439.0,660.0,True,,06D,,,I now have eh face of a man with a mustache and it looks op- like a pole going through his nose.,
368,12,06A,right,right,right,0.1732984902196013,0.1739783312659978,,0.380692954968479,,0.1067884937312174,,0.1098723309189384,,0.1427753811819717,,0.1504947225999619,,0.1491670579170394,,,0.0688865023270436,0.0685104224047526,0.0444348953351954,0.0925859494743097,0.0692625822493347,0.0563979204281972,0.0821272440704723,,,,,,B,1.0,B,6.0,,723750.0,724610.0,860.0,True,,,,06A,"Yes, I see what you mean.",And one of those little ... flimsy ones from bov-,A,1.0,B,6.0,,725585.0,726005.0,420.0,True,,06A,,,,And one of those little ... flimsy ones from bov-
369,12,09C,left,left,left,0.1556135889661789,0.1590620088812637,0.2400914396495425,,0.1041122207603307,,0.1478489540403041,,0.1637436182796038,,0.1559776461299038,,0.1219076549373882,,,,0.437090928106477,0.1853679002405326,0.3249123258261823,0.0458234746548828,0.6888139559724213,1.0931065712573411,0.2845213406875015,,,,,,A,1.0,A,9.0,,744716.0,747336.0,2620.0,True,09C,,,,"On the left, he has a rod.",,B,2.0,B,9.0,,1005370.0,1006010.0,640.0,True,,,09C,,"Yes, *G*.",
370,12,09D,right,right,right,0.2229782950913818,0.2246085660913632,,0.552476012524598,,0.160974466437711,,0.1450922336142909,,0.1707793863229237,,0.1734970156911922,,0.1350506559575749,,,0.2199501988072906,0.3940490645321897,0.1680822937241451,0.6200158353402343,0.0458513330823915,0.0270690514676023,0.0646336146971807,,,,,,A,1.0,A,9.0,,748156.0,752216.0,4060.0,True,,09D,,,And behind it he has a cylinder.,,B,2.0,B,9.0,,996939.0,997299.0,360.0,True,,,,09D,,And with that circle on the back.
371,12,09A,right,right,right,0.3343064190649753,0.3358899423389414,,0.4723683943997002,,0.2238550622678674,,0.3294630008259601,,0.3694394130368343,,0.35117498460157,,0.2595376592579196,,,0.0929099478776834,0.1414470627815884,0.1337669609686607,0.1491271645945161,0.0443728329737785,0.054961380829746,0.033784285117811,,,,,,A,1.0,A,9.0,,753292.0,754532.0,1240.0,True,,09A,,,And then on the right there's a kind of bat sticking out.,,B,2.0,B,9.0,,1006563.0,1006923.0,360.0,True,,,,09A,,And then one arm and one bat.
372,12,05E,both,right,both,0.6294840738986605,0.6326390866997575,1.0243195047827185,1.3724737258705764,0.44894234256562,0.3113585712789976,0.7971223958413439,0.4823354945304737,0.7536073242816541,0.4692039248049274,0.6317656546763009,0.4389937131461565,0.4926326632314653,0.3310535717736896,,,0.3321243779374161,0.4410220142499673,0.0635262321140864,0.8185177963858482,0.2232267416248649,0.2507277877387549,0.1957256955109749,,,,,,B,2.0,B,5.0,,777543.0,778523.0,980.0,True,,,05E,05E,,And that really big nose and then that crazy little triangle ... on the side.,A,5.0,A,5.0,,1379580.0,1380020.0,440.0,True,,05E,,,With the arm.,Oh yes.
373,12,04D,left,left,left,0.3425186291629409,0.3464181812323854,0.2657058351901691,,0.4062692738204581,,0.3744709918463239,,0.3692348153790851,,0.3410499333563328,,0.2983809253852767,,,,0.1236693904377883,0.1681856857042159,0.3249409733252997,0.0114303980831322,0.0791530951713607,0.1355089534610765,0.0227972368816449,,,,,,A,2.0,A,4.0,,799289.0,799619.0,330.0,True,04D,,,,"A rod going to the left and to the right it has two square arms, rectangular arms.",,B,3.0,B,4.0,,1129435.0,1129975.0,540.0,True,,,04D,,,And then on the left...
374,12,04C,left,left,left,0.1975750572521133,0.2166977262862529,0.4688245383168518,,0.134170656656225,,0.1651929031405359,,0.1622683710521178,,0.1419639675592029,,0.1130299067877464,,,,0.2673129810906287,0.1770511258894416,0.3022057297558811,0.051896522023002,0.3575748362918158,0.6098304050250329,0.1053192675585987,,,,,,A,2.0,A,4.0,,823039.0,823499.0,460.0,True,04C-REP,,,,"So it has a lower left f-such an arc, such a frieze.",,B,3.0,B,4.0,,1130512.0,1132512.0,2000.0,True,,,04C,,,
375,12,04B,left_right,left,right,0.3116485636208928,0.3174662280169012,1.0753874601980884,1.477811524418826,0.1248451895018906,0.4651950727821836,0.1172748087104922,0.625702960182385,0.1571632319581196,0.6129951064739734,0.1655092992505232,0.5649460392114949,0.1992173899060344,0.4778624609153596,0.1167917859357321,0.6400361370007647,0.3008901138751819,0.3514562923556444,0.5860462450236764,0.1168663396876125,0.2503239353947195,0.0760050269137548,0.4246428438756842,,,,,,A,2.0,A,4.0,,828703.0,829143.0,440.0,True,04B,,,,A nose.,Yes.,B,3.0,B,4.0,,1124847.0,1126880.0,2033.0,True,,,,04B,,"Um, yes I have that duck again, but you said two straight... bars on the right...."
376,12,04A,both,right,both,0.3459808885489672,0.3478549176074911,1.2988595973379171,0.325656772805993,0.2292692756588313,0.1894672706761893,0.3447817356746225,0.1698591248042453,0.3698995853657066,0.1999854498710643,0.3609001742701216,0.205572273897637,0.3047705826904384,0.1527488195348401,,,0.2542041095435641,0.3365359306752931,0.3839506014251017,0.2891212599254844,0.1718722884118352,0.2795356635152984,0.0642089133083719,,,,,,A,2.0,A,4.0,,830534.0,831094.0,560.0,True,,04A,,,And a pyramid without a point.,,B,3.0,B,4.0,,1133725.0,1134125.0,400.0,True,,,04A,04A,,Below such a fliepeltje and above it a hat without a tip.
377,12,08A,both,both,both,0.1498966897483498,0.157908408712947,0.4164966263545521,0.268249326899397,0.1398622533190904,0.1250514694326856,0.1465940886074904,0.1408303427265624,0.1308512150050483,0.1308757803356933,0.0903690739044618,0.1007979364114999,0.0332221129451596,0.0755600510385567,,,0.061743368151712,0.0509187915404139,0.0532032973267592,0.0486342857540686,0.0725679447630102,0.0906783038380763,0.0544575856879441,,,,,,A,2.0,A,8.0,,863109.0,863439.0,330.0,True,08A,08A,,,"Um, it's a, yes square, two things come out of that.",,B,3.0,B,8.0,,1040627.0,1040957.0,330.0,True,,,08A,08A,,I now have the Pinocchio nose again with that square thing with the two bars through it.
378,12,08B,both,both,both,0.1500505503070464,0.1567564076933332,0.268805645731376,0.0807942499727563,0.0837750700829015,0.1205422026807818,0.0975874228629256,0.0862165052838083,0.1395575581550398,0.1409787635585666,0.1739493575204226,0.1994092478486263,0.1924310633810679,0.2165595166062837,,,0.4005016770352489,0.4319231510724733,0.419862424283262,0.4439838778616847,0.3690802029980245,0.4417848131354139,0.2963755928606351,,,,,,A,2.0,A,8.0,,863619.0,864492.0,873.0,True,08B,08B,,,"Um, it's a, yes square, two things come out of that.",,B,3.0,B,8.0,,1041312.0,1041652.0,340.0,True,,,08B,08B,,I now have the Pinocchio nose again with that square thing with the two bars through it.
379,12,10A+10B,both,both,both,0.2708261085614706,0.2813223678016529,0.4245791340136753,0.2303425097074384,0.268835554840058,0.3164971558386563,0.3137775083437812,0.2932556597773846,0.294303630882104,0.2866045925205487,0.2514584410703736,0.2391968606276498,0.1635790635915328,0.1674831915244436,,,0.1504477133837702,0.2335686936558342,0.2770279071173265,0.1901094801943419,0.0673267331117061,0.0584093491801723,0.0762441170432399,5.0,0.0,2.0,5.0,,A,2.0,A,10.0,,953510.0,955307.0,1797.0,True,10E+10F,10A+10B,,,"I have here um, a cup with two arms and globes on the- at the end of those arms.",,B,3.0,B,10.0,,1171641.0,1172061.0,420.0,True,,,10E+10F,10A+10B,,I now have ... those two arms with globes and that sch-that screen on the back.
380,12,10E+10F,both,both,both,0.2708261085614706,0.2813223678016529,0.4245791340136753,0.2303425097074384,0.268835554840058,0.3164971558386563,0.3137775083437812,0.2932556597773846,0.294303630882104,0.2866045925205487,0.2514584410703736,0.2391968606276498,0.1635790635915328,0.1674831915244436,,,0.1504477133837702,0.2335686936558342,0.2770279071173265,0.1901094801943419,0.0673267331117061,0.0584093491801723,0.0762441170432399,,,,,,A,2.0,A,10.0,,953510.0,955307.0,1797.0,True,10E+10F,10A+10B,,,"I have here um, a cup with two arms and globes on the- at the end of those arms.",,B,3.0,B,10.0,,1171641.0,1172061.0,420.0,True,,,10E+10F,10A+10B,,I now have ... those two arms with globes and that sch-that screen on the back.
381,12,08A,both,both,both,0.1489985779925167,0.156066947209317,0.4553882582756418,0.3555095035338683,0.1093255638350312,0.0911135690384519,0.1193124437207571,0.1375042387012089,0.1141016210714175,0.1392403105618147,0.0856702874348647,0.109371751072722,0.0377678686285683,0.0336775200358542,,,0.0764531556580865,0.0803383665531628,0.06330634505978,0.0973703880465456,0.0725679447630102,0.0906783038380763,0.0544575856879441,5.0,3.0,4.0,4.0,,B,3.0,B,8.0,,1040627.0,1040957.0,330.0,True,,,08A,08A,,I now have the Pinocchio nose again with that square thing with the two bars through it.,A,4.0,A,8.0,,1238744.0,1239074.0,330.0,True,08A,08A,,,"Well, your Pinocchio has a square on his head and then two bars out of it.",
382,12,08B,both,both,both,0.1099390258075047,0.1135828463547914,0.1691466832120732,0.099268310065471,0.0595255307172387,0.0997825441581365,0.1254806099997319,0.1295917381485563,0.1244108561236091,0.0999217685718965,0.1261601802758219,0.0965044691318429,0.1127998243947868,0.0766757948908911,,,0.4541961079894721,0.5393120129809197,0.5987396604357312,0.4798843655261081,0.3690802029980245,0.4417848131354139,0.2963755928606351,,,,,,B,3.0,B,8.0,,1041312.0,1041652.0,340.0,True,,,08B,08B,,I now have the Pinocchio nose again with that square thing with the two bars through it.,A,4.0,A,8.0,,1239419.0,1239919.0,500.0,True,08B,08B,,,"Well, your Pinocchio has a square on his head and then two bars out of it.",Yes.
383,12,04B,right,right,right,0.1720716960818086,0.177334929469759,,0.5806908290663674,,0.1969482564641178,,0.0852201208614676,,0.0597609621192253,,0.0673444893268143,,0.0424655186528594,,,0.0764369217118696,0.0910575971852254,0.0137813978842164,0.1683337964862344,0.0618162462385139,0.0392085537828432,0.0844239386941846,,,,,,B,3.0,B,4.0,,1127078.5,1127408.5,330.0,True,,,,04B,,"Um, yes I have that duck again, but you said two straight... bars on the right....",A,6.0,A,4.0,,1587999.0,1589468.0,1469.0,True,,04B,,,"I think this was your duck, with the two arms.",
384,12,10E+10F,both,both,both,0.2439055034480619,0.2565788478434506,0.7431605975387335,0.1660655757613299,0.202342700135616,0.2045999034808443,0.2900960951049582,0.1528706472638481,0.3136069677080506,0.141373484594278,0.2995529240317496,0.1095539845737686,0.2407260114625327,0.0629171497210326,,,0.3850596173994753,0.2889270085348541,0.2623112798200951,0.315542737249613,0.4811922262640966,0.7592478572932899,0.2031365952349033,4.0,1.0,2.0,3.0,,B,3.0,B,10.0,,1171641.0,1172761.0,1120.0,True,,,10E+10F,10A+10B,,I now have ... those two arms with globes and that sch-that screen on the back.,A,4.0,A,10.0,,1335579.0,1336219.0,640.0,True,10E+10F,10A+10B,,,I have those eh poles with those little balls on his- on those arms.,
385,12,10A+10B,both,both,both,0.2739841824797649,0.2955501994653647,0.9498702227249078,0.0524284128230837,0.2975348514607169,0.270639349311312,0.29871727849663,0.2091683457070123,0.2796380826271752,0.1921255636705217,0.2572274022521238,0.1538418926501837,0.2325303574924396,0.0940884305410728,,,0.27050959302783,0.2889270085348541,0.2623112798200951,0.315542737249613,0.252092177520806,0.344725289437151,0.1594590656044611,,,,,,B,3.0,B,10.0,,1172461.0,1172921.0,460.0,True,,,10D,10A+10B,,I now have ... those two arms with globes and that sch-that screen on the back.,A,4.0,A,10.0,,1335579.0,1336219.0,640.0,True,10E+10F,10A+10B,,,I have those eh poles with those little balls on his- on those arms.,
386,12,08A,both,both,both,0.0854922971754436,0.0917017686286007,0.1796295921137153,0.1851609686092799,0.0200282661532353,0.0319676066958613,0.0786128111151527,0.1209102203577164,0.0548441886310706,0.1029690148341305,0.0608897264020537,0.0555972942559043,0.1006552992971973,0.0346425776400064,,,0.0621494130370118,0.0803383665531628,0.06330634505978,0.0973703880465456,0.0439604595208609,0.0370334051232643,0.0508875139184575,,,,,,A,4.0,A,8.0,,1238744.0,1239074.0,330.0,True,08A,08A,,,"Well, your Pinocchio has a square on his head and then two bars out of it.",,B,5.0,B,8.0,,1402159.0,1402559.0,400.0,True,,,08A,08A,*L*.,"With that disk, yes."
387,12,10A+10B,both,both,both,0.269334831282093,0.2772564586732027,0.823754950977745,0.8170033579102333,0.0536232043355909,0.0584714112056719,0.2325715026955873,0.1641619168540863,0.2545235038268688,0.1681596150654977,0.2410487997295661,0.1506583467450851,0.1626158424243206,0.105425523614863,,,0.2197427110859777,0.2889270085348541,0.2623112798200951,0.315542737249613,0.1505584136371014,0.2244868711527692,0.0766299561214335,,,,,,A,4.0,A,10.0,,1335579.0,1336219.0,640.0,True,10E+10F,10A+10B,,,I have those eh poles with those little balls on his- on those arms.,,B,5.0,B,10.0,,1445502.0,1446002.0,500.0,True,,,10A+10B,10E+10F,,I have those again that two arms with balls with that screen behind them.
388,12,10E+10F,both,both,both,0.269334831282093,0.2772564586732027,0.823754950977745,0.8170033579102333,0.0536232043355909,0.0584714112056719,0.2325715026955873,0.1641619168540863,0.2545235038268688,0.1681596150654977,0.2410487997295661,0.1506583467450851,0.1626158424243206,0.105425523614863,,,0.2197427110859777,0.2889270085348541,0.2623112798200951,0.315542737249613,0.1505584136371014,0.2244868711527692,0.0766299561214335,,,,,,A,4.0,A,10.0,,1335579.0,1336219.0,640.0,True,10E+10F,10A+10B,,,I have those eh poles with those little balls on his- on those arms.,,B,5.0,B,10.0,,1445502.0,1446002.0,500.0,True,,,10A+10B,10E+10F,,I have those again that two arms with balls with that screen behind them.
