pair,comparison_id,average_size,size_A,size_B,left_size_A,right_size_A,left_size_B,right_size_B
001,1,0.09341819206459362,0.06030683120714534,0.1265295529220419,0.07462663388607044,0.045987028528220245,0.14567598301864865,0.10738312282543515
001,2,0.22099797518632922,0.35424547772180803,0.08775047265085038,0.3479802146006686,0.36051074084294754,0.01386216895176343,0.16163877634993734
001,3,0.08133618133589517,0.0519038525725146,0.11076851009927574,0.03207057111003524,0.07173713403499396,0.02196333908269588,0.1995736811158556
001,4,0.2723224099583392,0.453731059958973,0.0909137599577053,0.661256531539063,0.24620558837888296,0.02348582326232389,0.1583416966530867
001,5,0.14348137067764327,0.16955222256215133,0.1174105187931352,0.01694877330537856,0.32215567181892407,0.02046122044115342,0.21435981714511698
001,6,0.05182632000375424,0.0519038525725146,0.05174878743499388,0.03207057111003524,0.07173713403499396,0.03395802409629541,0.06953955077369235
001,7,0.20131912134806101,0.21877341271906797,0.18386482997705403,0.22345059714005466,0.2140962282980813,0.05659040393350799,0.31113925602060005
001,8,0.12124533930489387,0.07184509999639808,0.17064557861338964,0.051258780266733465,0.0924314197260627,0.15480453637588562,0.18648662085089368
001,9,0.222040396907524,0.10710753669659395,0.33697325711845405,0.1704162200596794,0.0437988533335085,0.04982032857151393,0.6241261856653941
001,10,0.28494217842652575,0.3292003084819865,0.240684048371065,0.36205240439270486,0.29634821257126814,0.21996041858528217,0.2614076781568478
001,11,0.2543343147931879,0.40711767685948586,0.10155095272688996,0.3961154525253479,0.41811990119362386,0.08887424938753266,0.11422765606624728
001,12,0.1972405844527333,0.2314916125922764,0.16298955631319018,0.2513578062772302,0.21162541890732262,0.02146853299180971,0.3045105796345706
001,13,0.24024892599772746,0.16173787967106737,0.3187599723243875,0.3082263481282127,0.015249411213922015,0.25478110299283047,0.3827388416559446
001,14,0.09240958620082637,0.07109810607654607,0.11372106632510667,0.07194646667478619,0.07024974547830597,0.012790881999465637,0.21465125065074772
001,15,0.2205432676851447,0.34080356015887636,0.10028297521141302,0.3531914265290734,0.32841569378867924,0.08027722749197752,0.12028872293084852
001,16,0.19786173126004708,0.32034128507768633,0.07538217744240781,0.30645923473355635,0.33422333542181637,0.05817861210980172,0.0925857427750139
001,17,0.10117475445893594,0.049600334823652274,0.1527491740942196,0.04431970888007735,0.0548809607672272,0.27567099903301134,0.029827349155427823
001,18,0.1805431653980347,0.03696521574678961,0.32412111504927976,0.044196437085551876,0.029733994408027348,0.2193523318853162,0.42888989821324336
001,19,0.2108070740929428,0.21006385598298283,0.21155029220290278,0.08894653367790802,0.33118117828805765,0.18572415304756915,0.23737643135823644
001,20,0.2108070740929428,0.21006385598298283,0.21155029220290278,0.08894653367790802,0.33118117828805765,0.18572415304756915,0.23737643135823644
001,21,0.2414937643891817,0.2773967532117786,0.20559077556658478,0.3901573901336323,0.1646361162899248,0.028193963876455334,0.3829875872567142
